ENSG1	ENSG2	Name1	Name2	Cofrac_PPI_score	In_Corum	Dm	Xl	Mm	Hs	Dd	Sp	Ce	Sc	Nv
ENSG00000008018	ENSG00000159377	PSMB1	PSMB4	1	1	FBgn0002284--FBgn0250746	XB-GENE-970609--XB-GENE-6253413	ENSMUSG00000014769--ENSMUSG00000005779	ENSG00000008018--ENSG00000159377	DDB_G0272969--DDB_G0273909 DDB_G0272969--DDB_G0273163		C02F5.9--F39H11.5	YBL041W--YFR050C	jgi|Nemve1|191787|estExt_GenewiseH_1.C_2170113--jgi|Nemve1|167347|estExt_gwp.C_860205
ENSG00000113643	ENSG00000115866	RARS	DARS	1	1	FBgn0027093--FBgn0002069	XB-GENE-955972--XB-GENE-951515	ENSMUSG00000018848--ENSMUSG00000026356	ENSG00000113643--ENSG00000115866	DDB_G0287803--DDB_G0272236	SPU_017414--SPU_017781	F26F4.10--B0464.1		jgi|Nemve1|229489|fgenesh1_pm.scaffold_80000004--jgi|Nemve1|205625|fgenesh1_pg.scaffold_61000057
ENSG00000130177	ENSG00000089053	CDC16	ANAPC5	1	1	FBgn0025781--FBgn0041147			ENSG00000130177--ENSG00000089053					
ENSG00000143256	ENSG00000155959	PFDN2	VBP1	1	1	FBgn0010741--FBgn0037893		ENSMUSG00000006412--ENSMUSG00000031197	ENSG00000143256--ENSG00000155959	DDB_G0267594--DDB_G0286473	SPU_023029--SPU_008599	H20J04.5--T06G6.9	YEL003W--YGR078C	jgi|Nemve1|148111|e_gw.2264.4.1--jgi|Nemve1|176056|estExt_gwp.C_5530013
ENSG00000106635	ENSG00000117713	BCL7B	ARID1A	1	0	FBgn0026149--FBgn0261885			ENSG00000106635--ENSG00000117713					
ENSG00000150961	ENSG00000101310	SEC24D	SEC23B	1	0	FBgn0262126--FBgn0262125			ENSG00000150961--ENSG00000101310	DDB_G0277797--DDB_G0281985		F12F6.6--Y113G7A.3		jgi|Nemve1|103120|e_gw.67.14.1--jgi|Nemve1|187740|estExt_GenewiseH_1.C_1060139
ENSG00000101182	ENSG00000129084	PSMA7	PSMA1	1	1	FBgn0004066--FBgn0250843		ENSMUSG00000027566--ENSMUSG00000030751	ENSG00000101182--ENSG00000129084	DDB_G0272831--DDB_G0282363	SPU_002937--SPU_023286	C36B1.4--CD4.6	YOL038W--YMR314W	jgi|Nemve1|179894|estExt_GenewiseH_1.C_140343--jgi|Nemve1|10968|gw.159.3.1
ENSG00000138785	ENSG00000164880	INTS12	INTS1	1	1	FBgn0039459--FBgn0034964			ENSG00000138785--ENSG00000164880					
ENSG00000095261	ENSG00000163636	PSMD5	PSMD6	1	1	FBgn0030457--FBgn0028688	XB-GENE-866095--XB-GENE-974009	ENSMUSG00000026869--ENSMUSG00000021737	ENSG00000095261--ENSG00000163636		SPU_012349--SPU_018597	F35G12.12--F49C12.8		
ENSG00000110987	ENSG00000117713	BCL7A	ARID1A	1	0	FBgn0026149--FBgn0261885			ENSG00000110987--ENSG00000117713					
ENSG00000138071	ENSG00000241553	ACTR2	ARPC4	1	1	FBgn0011742--FBgn0031781		ENSMUSG00000020152--ENSMUSG00000079426	ENSG00000138071--ENSG00000241553	DDB_G0272106--DDB_G0269102	SPU_018717--SPU_012228	K07C5.1--C35D10.16	YDL029W--YKL013C	jgi|Nemve1|186733|estExt_GenewiseH_1.C_890022--jgi|Nemve1|236559|estExt_fgenesh1_kg.C_250007
ENSG00000110955	ENSG00000152234	ATP5B	ATP5A1	1	1	FBgn0010217--FBgn0011211	XB-GENE-943116--XB-GENE-944572	ENSMUSG00000025393--ENSMUSG00000025428	ENSG00000110955--ENSG00000152234			C34E10.6--H28O16.1	YJR121W--YBL099W	jgi|Nemve1|230667|fgenesh1_pm.scaffold_229000018--jgi|Nemve1|11821|gw.230.6.1
ENSG00000161057	ENSG00000087191	PSMC2	PSMC5	1	1	FBgn0028687--FBgn0020369	AAH41186--XB-GENE-999933 AAH41186--AAH77223	ENSMUSG00000028932--ENSMUSG00000020708	ENSG00000161057--ENSG00000087191	DDB_G0276917--DDB_G0292382	SPU_024670--SPU_007670	C52E4.4--Y49E10.1 C52E4.4--F56F11.4		jgi|Nemve1|189255|estExt_GenewiseH_1.C_1390015--jgi|Nemve1|196829|fgenesh1_pg.scaffold_3000150
ENSG00000168291	ENSG00000131828	PDHB	PDHA1	1	0	FBgn0039635--FBgn0028325	XB-GENE-6253893--XB-GENE-952676 XB-GENE-6252034--XB-GENE-6253873 XB-GENE-6253893--XB-GENE-6253873 XB-GENE-6252034--XB-GENE-952676	ENSMUSG00000021748--ENSMUSG00000031299	ENSG00000168291--ENSG00000131828	DDB_G0276417--DDB_G0292994		C04C3.3--T05H10.6	YBR221C--YER178W	
ENSG00000108671	ENSG00000185627	PSMD11	PSMD13	1	1	FBgn0028689--FBgn0028691		ENSMUSG00000017428--ENSMUSG00000025487	ENSG00000108671--ENSG00000185627	DDB_G0281315--DDB_G0285105		F57B9.10--T06D8.8	YDL097C--YDR427W	jgi|Nemve1|219029|fgenesh1_pg.scaffold_381000018--jgi|Nemve1|79078|e_gw.1.90.1
ENSG00000108055	ENSG00000121892	SMC3	PDS5A	1	1	FBgn0015615--FBgn0260012		ENSMUSG00000024974--ENSMUSG00000029202	ENSG00000108055--ENSG00000121892					
ENSG00000136754	ENSG00000123338	ABI1	NCKAP1L	1	0				ENSG00000136754--ENSG00000123338	DDB_G0267956--DDB_G0274519		B0336.6--F28D1.10		
ENSG00000178982	ENSG00000100353	EIF3K	EIF3D	1	1	FBgn0034654--FBgn0040227 FBgn0034654--FBgn0037994		ENSMUSG00000053565--ENSMUSG00000016554	ENSG00000178982--ENSG00000100353	DDB_G0291404--DDB_G0274627	SPU_010303--SPU_006773	T16G1.11--R08D7.3		jgi|Nemve1|170558|estExt_gwp.C_1500043--jgi|Nemve1|235689|estExt_fgenesh1_pm.C_2050006
ENSG00000166164	ENSG00000163939	BRD7	PBRM1	1	0	FBgn0031947--FBgn0039227		ENSMUSG00000031660--ENSMUSG00000042323	ENSG00000166164--ENSG00000163939					
ENSG00000136068	ENSG00000196924	FLNB	FLNA	1	0	FBgn0014141--FBgn0014141		ENSMUSG00000025278--ENSMUSG00000031328	ENSG00000136068--ENSG00000196924		SPU_017634--SPU_017634	Y66H1B.2--Y66H1B.2		
ENSG00000167491	ENSG00000170004	GATAD2A	CHD3	1	0	FBgn0010762--FBgn0262519					SPU_007979--SPU_023296			
ENSG00000100764	ENSG00000103035	PSMC1	PSMD7	1	1	FBgn0015282--FBgn0002787	XB-GENE-950584--XB-GENE-1005429	ENSMUSG00000021178--ENSMUSG00000039067	ENSG00000100764--ENSG00000103035	DDB_G0270784--DDB_G0279633	SPU_028593--SPU_024140	F29G9.5--R12E2.3		jgi|Nemve1|176351|estExt_gwp.C_7080002--jgi|Nemve1|161920|estExt_gwp.C_260003
ENSG00000104408	ENSG00000107581	EIF3E	EIF3A	1	1	FBgn0025582--FBgn0037249		ENSMUSG00000022336--ENSMUSG00000024991	ENSG00000104408--ENSG00000107581	DDB_G0293052--DDB_G0272078	SPU_009248--SPU_014579	B0511.10--C27D11.1		jgi|Nemve1|163572|estExt_gwp.C_410224--jgi|Nemve1|190699|estExt_GenewiseH_1.C_1770129
ENSG00000150753	ENSG00000163468	CCT5	CCT3	1	1	FBgn0010621--FBgn0015019	XB-GENE-980281--XB-GENE-6250719	ENSMUSG00000022234--ENSMUSG00000001416	ENSG00000150753--ENSG00000163468	DDB_G0281849--DDB_G0281741	SPU_025484--SPU_009300	C07G2.3--F54A3.3	YJR064W--YJL014W	jgi|Nemve1|233945|estExt_fgenesh1_pm.C_30048--jgi|Nemve1|247897|estExt_fgenesh1_pg.C_3740001 jgi|Nemve1|233945|estExt_fgenesh1_pm.C_30048--jgi|Nemve1|237354|estExt_fgenesh1_kg.C_1930003
ENSG00000160563	ENSG00000175221	MED27	MED16	1	1	FBgn0037359--FBgn0034707			ENSG00000160563--ENSG00000175221					
ENSG00000136930	ENSG00000108294	PSMB7	PSMB3	1	1	FBgn0023174--FBgn0026380	XB-GENE-946045--XB-GENE-1008330	ENSMUSG00000026750--ENSMUSG00000069744	ENSG00000136930--ENSG00000108294	DDB_G0283679--DDB_G0269772	SPU_024168--SPU_019829	C47B2.4--Y38A8.2	YOR157C--YER094C	jgi|Nemve1|127396|e_gw.237.48.1--jgi|Nemve1|99390|e_gw.53.170.1
ENSG00000110801	ENSG00000161057	PSMD9	PSMC2	1	1	FBgn0038166--FBgn0028687		ENSMUSG00000029440--ENSMUSG00000028932	ENSG00000110801--ENSG00000161057			C44B7.1--C52E4.4		
ENSG00000095139	ENSG00000184432	ARCN1	COPB2	1	0	FBgn0028969--FBgn0025724		ENSMUSG00000032096--ENSMUSG00000032458	ENSG00000095139--ENSG00000184432			C13B9.3--F38E11.5		jgi|Nemve1|192736|estExt_GenewiseH_1.C_2570029--jgi|Nemve1|239070|estExt_fgenesh1_pg.C_110137
ENSG00000133997	ENSG00000008838	MED6	MED24	1	1	FBgn0024330--FBgn0035851			ENSG00000133997--ENSG00000008838					
ENSG00000163159	ENSG00000178028	VPS72	DMAP1	1	1	FBgn0032321--FBgn0034537			ENSG00000163159--ENSG00000178028					
ENSG00000160917	ENSG00000136709	CPSF4	WDR33	1	0	FBgn0015621--FBgn0046222		ENSMUSG00000029625--ENSMUSG00000024400	ENSG00000160917--ENSG00000136709					
ENSG00000166477	ENSG00000140395	LEO1	WDR61	1	1	FBgn0019637--FBgn0027524		ENSMUSG00000042487--ENSMUSG00000061559	ENSG00000166477--ENSG00000140395					
ENSG00000082014	ENSG00000049618	SMARCD3	ARID1B	1	0	FBgn0025463--FBgn0261885			ENSG00000082014--ENSG00000049618					
ENSG00000095139	ENSG00000181789	ARCN1	COPG1	1	0	FBgn0028969--FBgn0028968	XB-GENE-986169--XB-GENE-920005		ENSG00000095139--ENSG00000181789		SPU_025016--SPU_019286	C13B9.3--T14G10.5		jgi|Nemve1|192736|estExt_GenewiseH_1.C_2570029--jgi|Nemve1|186367|estExt_GenewiseH_1.C_830052
ENSG00000135698	ENSG00000223496	MPHOSPH6	EXOSC6	1	0				ENSG00000135698--ENSG00000223496		SPU_015804--SPU_012851			
ENSG00000101843	ENSG00000185627	PSMD10	PSMD13	1	0		AAI41732--XB-GENE-1005578 XB-GENE-6253009--XB-GENE-1005578		ENSG00000101843--ENSG00000185627			F40G9.17--T06D8.8		
ENSG00000101310	ENSG00000113615	SEC23B	SEC24A	1	0	FBgn0262125--FBgn0033460			ENSG00000101310--ENSG00000113615	DDB_G0281985--DDB_G0281255	SPU_020029--SPU_000559	Y113G7A.3--ZC518.2	YPR181C--YIL109C	
ENSG00000113643	ENSG00000136628	RARS	EPRS	1	1	FBgn0027093--FBgn0005674	XB-GENE-955972--XB-GENE-966795	ENSMUSG00000018848--ENSMUSG00000026615	ENSG00000113643--ENSG00000136628			F26F4.10--ZC434.5		jgi|Nemve1|229489|fgenesh1_pm.scaffold_80000004--jgi|Nemve1|60023|gw.5.360.1
ENSG00000146457	ENSG00000164944	WTAP	KIAA1429	1	1	FBgn0000662--FBgn0003977		ENSMUSG00000060475--ENSMUSG00000040720	ENSG00000146457--ENSG00000164944					
ENSG00000130713	ENSG00000223496	EXOSC2	EXOSC6	1	0				ENSG00000130713--ENSG00000223496	DDB_G0291310--DDB_G0271396	SPU_008561--SPU_012851			
ENSG00000150753	ENSG00000132141	CCT5	CCT6B	1	0	FBgn0010621--FBgn0027329		ENSMUSG00000022234--ENSMUSG00000020698	ENSG00000150753--ENSG00000132141		SPU_025484--SPU_019081	C07G2.3--F01F1.8		jgi|Nemve1|233945|estExt_fgenesh1_pm.C_30048--jgi|Nemve1|160314|estExt_gwp.C_130126
ENSG00000197170	ENSG00000100519	PSMD12	PSMC6	1	1	FBgn0028690--FBgn0028685	XB-GENE-970358--AAH45087	ENSMUSG00000020720--ENSMUSG00000021832	ENSG00000197170--ENSG00000100519	DDB_G0281051--DDB_G0284517		F10G7.8--F23F1.8		jgi|Nemve1|113443|e_gw.118.15.1--jgi|Nemve1|215693|fgenesh1_pg.scaffold_235000015
ENSG00000105618	ENSG00000169217	PRPF31	CD2BP2	1	1			ENSMUSG00000008373--ENSMUSG00000042502	ENSG00000105618--ENSG00000169217		SPU_016793--SPU_023519			
ENSG00000013503	ENSG00000132664	POLR3B	POLR3F	1	0			ENSMUSG00000034453--ENSMUSG00000027427	ENSG00000013503--ENSG00000132664			F09F7.3--W09C3.4	YOR207C--YNR003C	
ENSG00000101182	ENSG00000108294	PSMA7	PSMB3	1	1	FBgn0004066--FBgn0026380		ENSMUSG00000027566--ENSMUSG00000069744	ENSG00000101182--ENSG00000108294	DDB_G0272831--DDB_G0269772		C36B1.4--Y38A8.2	YOL038W--YER094C	jgi|Nemve1|179894|estExt_GenewiseH_1.C_140343--jgi|Nemve1|99390|e_gw.53.170.1
ENSG00000159352	ENSG00000163636	PSMD4	PSMD6	1	1	FBgn0015283--FBgn0028688		ENSMUSG00000005625--ENSMUSG00000021737	ENSG00000159352--ENSG00000163636	DDB_G0275775--DDB_G0270188	SPU_003324--SPU_018597	B0205.3--F49C12.8		
ENSG00000240682	ENSG00000101343	ISY1	CRNKL1	1	0	FBgn0037550--FBgn0000377		ENSMUSG00000030056--ENSMUSG00000001767	ENSG00000240682--ENSG00000101343			F53B7.3--M03F8.3		
ENSG00000117360	ENSG00000136875	PRPF3	PRPF4	1	1	FBgn0036915--FBgn0036733		ENSMUSG00000015748--ENSMUSG00000066148	ENSG00000117360--ENSG00000136875		SPU_019769--SPU_014361	M03C11.7--C36B1.5		
ENSG00000139613	ENSG00000082014	SMARCC2	SMARCD3	1	1	FBgn0002783--FBgn0025463			ENSG00000139613--ENSG00000082014		SPU_000801--SPU_003233	Y113G7B.23--ZK1128.5		
ENSG00000163636	ENSG00000103035	PSMD6	PSMD7	1	1	FBgn0028688--FBgn0002787	XB-GENE-974009--XB-GENE-1005429	ENSMUSG00000021737--ENSMUSG00000039067	ENSG00000163636--ENSG00000103035	DDB_G0270188--DDB_G0279633	SPU_018597--SPU_024140	F49C12.8--R12E2.3	YPR108W--YOR261C	jgi|Nemve1|195005|estExt_GenewiseH_1.C_4700004--jgi|Nemve1|161920|estExt_gwp.C_260003
ENSG00000173692	ENSG00000103035	PSMD1	PSMD7	1	1	FBgn0028692--FBgn0002787	XB-GENE-989965--XB-GENE-1005429	ENSMUSG00000026229--ENSMUSG00000039067	ENSG00000173692--ENSG00000103035	DDB_G0287953--DDB_G0279633		C23G10.4--R12E2.3	YIL075C--YOR261C	jgi|Nemve1|193603|estExt_GenewiseH_1.C_3040017--jgi|Nemve1|161920|estExt_gwp.C_260003
ENSG00000169189	ENSG00000163029	NSMCE1	SMC6	1	0	FBgn0031848--FBgn0039164			ENSG00000169189--ENSG00000163029					
ENSG00000100519	ENSG00000087191	PSMC6	PSMC5	1	1	FBgn0028685--FBgn0020369		ENSMUSG00000021832--ENSMUSG00000020708	ENSG00000100519--ENSG00000087191	DDB_G0284517--DDB_G0292382		F23F1.8--Y49E10.1 F23F1.8--F56F11.4		jgi|Nemve1|215693|fgenesh1_pg.scaffold_235000015--jgi|Nemve1|196829|fgenesh1_pg.scaffold_3000150
ENSG00000114942	ENSG00000204394	EEF1B2	VARS	1	0		XB-GENE-966960--XB-GENE-865697	ENSMUSG00000025967--ENSMUSG00000007029	ENSG00000114942--ENSG00000204394			F54H12.6--Y87G2A.5		
ENSG00000197170	ENSG00000115233	PSMD12	PSMD14	1	1	FBgn0028690--FBgn0028694		ENSMUSG00000020720--ENSMUSG00000026914	ENSG00000197170--ENSG00000115233	DDB_G0281051--DDB_G0272566	SPU_001247--SPU_019233	F10G7.8--K07D4.3	YDL147W--YFR004W	jgi|Nemve1|113443|e_gw.118.15.1--jgi|Nemve1|239961|estExt_fgenesh1_pg.C_220093
ENSG00000180182	ENSG00000008838	MED14	MED24	1	1	FBgn0035145--FBgn0035851			ENSG00000180182--ENSG00000008838					
ENSG00000183431	ENSG00000104897	SF3A3	SF3A2	1	1	FBgn0014366--FBgn0036314		ENSMUSG00000028902--ENSMUSG00000020211	ENSG00000183431--ENSG00000104897					
ENSG00000147133	ENSG00000148835	TAF1	TAF5	1	1			ENSMUSG00000031314--ENSMUSG00000025049	ENSG00000147133--ENSG00000148835					
ENSG00000006712	ENSG00000134371	PAF1	CDC73	1	1	FBgn0010750--FBgn0037657		ENSMUSG00000003437--ENSMUSG00000026361	ENSG00000006712--ENSG00000134371		SPU_011734--SPU_004049	C55A6.9--F35F11.1		
ENSG00000175166	ENSG00000197170	PSMD2	PSMD12	1	1	FBgn0028695--FBgn0028690	XB-GENE-972403--XB-GENE-970358	ENSMUSG00000006998--ENSMUSG00000020720	ENSG00000175166--ENSG00000197170	DDB_G0293752--DDB_G0281051	SPU_015013--SPU_001247	T22D1.9--F10G7.8		jgi|Nemve1|10204|gw.292.16.1--jgi|Nemve1|113443|e_gw.118.15.1
ENSG00000132383	ENSG00000117748	RPA1	RPA2	1	1	FBgn0010173--FBgn0032906	XB-GENE-945055--XB-GENE-865703	ENSMUSG00000000751--ENSMUSG00000028884	ENSG00000132383--ENSG00000117748			F18A1.5--M04F3.1	YAR007C--YNL312W	
ENSG00000165916	ENSG00000087191	PSMC3	PSMC5	1	1	FBgn0028684--FBgn0020369	XB-GENE-1009853--AAH77223 XB-GENE-962533--AAH77223 XB-GENE-962533--XB-GENE-999933 XB-GENE-1009853--XB-GENE-999933	ENSMUSG00000002102--ENSMUSG00000020708	ENSG00000165916--ENSG00000087191	DDB_G0284415--DDB_G0292382	SPU_003847--SPU_007670	F56H1.4--Y49E10.1		jgi|Nemve1|244951|estExt_fgenesh1_pg.C_1390070--jgi|Nemve1|196829|fgenesh1_pg.scaffold_3000150
ENSG00000004897	ENSG00000053900	CDC27	ANAPC4	1	1			ENSMUSG00000020687--ENSMUSG00000029176	ENSG00000004897--ENSG00000053900		SPU_022322--SPU_021195			
ENSG00000072958	ENSG00000166747	AP1M1	AP1G1	1	1	FBgn0024833--FBgn0030089			ENSG00000072958--ENSG00000166747		SPU_004297--SPU_001332	K11D2.3--Y105E8A.9	YPL259C--YPR029C	jgi|Nemve1|162648|estExt_gwp.C_320239--jgi|Nemve1|102295|e_gw.64.20.1
ENSG00000070061	ENSG00000134014	IKBKAP	ELP3	1	1	FBgn0037926--FBgn0031604			ENSG00000070061--ENSG00000134014	DDB_G0284075--DDB_G0290103		Y110A7A.16--ZK863.3	YLR384C--YPL086C	
ENSG00000013275	ENSG00000099341	PSMC4	PSMD8	1	1	FBgn0028686--FBgn0028693	XB-GENE-5855587--XB-GENE-961860 XB-GENE-5855587--XB-GENE-6252271		ENSG00000013275--ENSG00000099341	DDB_G0289003--DDB_G0272564	SPU_016198--SPU_014969	F23F12.6--ZK20.5		
ENSG00000049618	ENSG00000073584	ARID1B	SMARCE1	1	0			ENSMUSG00000069729--ENSMUSG00000037935	ENSG00000049618--ENSG00000073584			C01G8.9--Y71H2AM.17		
ENSG00000112282	ENSG00000104973	MED23	MED25	1	1	FBgn0034795--FBgn0038760			ENSG00000112282--ENSG00000104973					
ENSG00000150753	ENSG00000115484	CCT5	CCT4	1	1	FBgn0010621--FBgn0032444	XB-GENE-980281--XB-GENE-974489	ENSMUSG00000022234--ENSMUSG00000007739	ENSG00000150753--ENSG00000115484		SPU_025484--SPU_028735	C07G2.3--K01C8.10		jgi|Nemve1|233945|estExt_fgenesh1_pm.C_30048--jgi|Nemve1|176357|estExt_gwp.C_7080008
ENSG00000063322	ENSG00000156603	MED29	MED19	1	1	FBgn0001276--FBgn0036761			ENSG00000063322--ENSG00000156603					
ENSG00000013503	ENSG00000058600	POLR3B	POLR3E	1	0	FBgn0004463--FBgn0028402		ENSMUSG00000034453--ENSMUSG00000030880	ENSG00000013503--ENSG00000058600			F09F7.3--W06E11.1		
ENSG00000087191	ENSG00000108344	PSMC5	PSMD3	1	1	FBgn0020369--FBgn0261396	AAH77223--XB-GENE-958540 XB-GENE-999933--XB-GENE-958540	ENSMUSG00000020708--ENSMUSG00000017221	ENSG00000087191--ENSG00000108344	DDB_G0292382--DDB_G0288621	SPU_007670--SPU_028912	Y49E10.1--C30C11.2		jgi|Nemve1|196829|fgenesh1_pg.scaffold_3000150--jgi|Nemve1|233482|fgsh_est.C_scaffold_243000005
ENSG00000066117	ENSG00000127616	SMARCD1	SMARCA4	1	1	FBgn0025463--FBgn0000212		ENSMUSG00000023018--ENSMUSG00000032187	ENSG00000066117--ENSG00000127616		SPU_003233--SPU_025657			
ENSG00000106462	ENSG00000178691	EZH2	SUZ12	1	1	FBgn0000629--FBgn0020887		ENSMUSG00000029687--ENSMUSG00000017548						
ENSG00000094880	ENSG00000130177	CDC23	CDC16	1	1				ENSG00000094880--ENSG00000130177		SPU_012696--SPU_002193			
ENSG00000241685	ENSG00000163466	ARPC1A	ARPC2	1	0	FBgn0001961--FBgn0032859		ENSMUSG00000029621--ENSMUSG00000006304	ENSG00000241685--ENSG00000163466	DDB_G0277825--DDB_G0282813	SPU_027974--SPU_017502	Y79H2A.6--Y6D11A.2	YBR234C--YNR035C	jgi|Nemve1|236117|estExt_fgenesh1_pm.C_4510002--jgi|Nemve1|241492|estExt_fgenesh1_pg.C_460075
ENSG00000072501	ENSG00000121892	SMC1A	PDS5A	1	1	FBgn0040283--FBgn0260012		ENSMUSG00000041133--ENSMUSG00000029202	ENSG00000072501--ENSG00000121892					
ENSG00000175221	ENSG00000180182	MED16	MED14	1	1	FBgn0034707--FBgn0035145			ENSG00000175221--ENSG00000180182					
ENSG00000108671	ENSG00000110801	PSMD11	PSMD9	1	1	FBgn0028689--FBgn0038166		ENSMUSG00000017428--ENSMUSG00000029440	ENSG00000108671--ENSG00000110801		SPU_028659--SPU_001184	F57B9.10--C44B7.1		
ENSG00000047315	ENSG00000181222	POLR2B	POLR2A	1	1	FBgn0262955--FBgn0003277			ENSG00000047315--ENSG00000181222	DDB_G0288257--DDB_G0279193	SPU_021703--SPU_022309	C26E6.4--F36A4.7	YOR151C--YDL140C	
ENSG00000001497	ENSG00000065268	LAS1L	WDR18	1	0			ENSMUSG00000057421--ENSMUSG00000035754	ENSG00000001497--ENSG00000065268					
ENSG00000115233	ENSG00000185627	PSMD14	PSMD13	1	1	FBgn0028694--FBgn0028691		ENSMUSG00000026914--ENSMUSG00000025487	ENSG00000115233--ENSG00000185627	DDB_G0272566--DDB_G0285105		K07D4.3--T06D8.8	YFR004W--YDR427W	jgi|Nemve1|239961|estExt_fgenesh1_pg.C_220093--jgi|Nemve1|79078|e_gw.1.90.1
ENSG00000127616	ENSG00000099956	SMARCA4	SMARCB1	1	1	FBgn0000212--FBgn0011715		ENSMUSG00000032187--ENSMUSG00000000902	ENSG00000127616--ENSG00000099956		SPU_025657--SPU_013577			
ENSG00000130772	ENSG00000136146	MED18	MED4	1	1	FBgn0026873--FBgn0035754			ENSG00000130772--ENSG00000136146					
ENSG00000154611	ENSG00000100804	PSMA8	PSMB5	1	0	FBgn0004066--FBgn0029134			ENSG00000154611--ENSG00000100804	DDB_G0272831--DDB_G0293784		C36B1.4--K05C4.1	YOL038W--YPR103W	jgi|Nemve1|179894|estExt_GenewiseH_1.C_140343--jgi|Nemve1|173323|estExt_gwp.C_2450065
ENSG00000163918	ENSG00000111445	RFC4	RFC5	1	1	FBgn0030871--FBgn0032244			ENSG00000163918--ENSG00000111445					
ENSG00000140395	ENSG00000134371	WDR61	CDC73	1	1	FBgn0027524--FBgn0037657		ENSMUSG00000061559--ENSMUSG00000026361	ENSG00000140395--ENSG00000134371	DDB_G0282793--DDB_G0274885				
ENSG00000150961	ENSG00000100934	SEC24D	SEC23A	1	0	FBgn0262126--FBgn0262125		ENSMUSG00000039234--ENSMUSG00000020986	ENSG00000150961--ENSG00000100934	DDB_G0277797--DDB_G0281985		F12F6.6--Y113G7A.3		jgi|Nemve1|103120|e_gw.67.14.1--jgi|Nemve1|187740|estExt_GenewiseH_1.C_1060139
ENSG00000164022	ENSG00000166986	AIMP1	MARS	1	1	FBgn0033351--FBgn0034401	XB-GENE-958447--XB-GENE-5952584	ENSMUSG00000028029--ENSMUSG00000040354	ENSG00000164022--ENSG00000166986	DDB_G0291926--DDB_G0279113	SPU_013261--SPU_010323			
ENSG00000159377	ENSG00000204264	PSMB4	PSMB8	1	0	FBgn0250746--FBgn0029134	XB-GENE-6253413--XB-GENE-479068		ENSG00000159377--ENSG00000204264		SPU_027932--SPU_014490	F39H11.5--K05C4.1	YFR050C--YPR103W	
ENSG00000123737	ENSG00000171311	EXOSC9	EXOSC1	1	1	FBgn0030789--FBgn0032346			ENSG00000123737--ENSG00000171311					
ENSG00000090372	ENSG00000163681	STRN4	SLMAP	1	0				ENSG00000090372--ENSG00000163681			K07C5.8--M4.1		
ENSG00000132664	ENSG00000113356	POLR3F	POLR3G	1	0	FBgn0038951--FBgn0053051		ENSMUSG00000027427--ENSMUSG00000035834	ENSG00000132664--ENSG00000113356			W09C3.4--Y47G6A.9		
ENSG00000101843	ENSG00000161057	PSMD10	PSMC2	1	0				ENSG00000101843--ENSG00000161057		SPU_021647--SPU_024670	F40G9.17--C52E4.4		
ENSG00000156603	ENSG00000042429	MED19	MED17	1	1	FBgn0036761--FBgn0038578			ENSG00000156603--ENSG00000042429					
ENSG00000049618	ENSG00000099385	ARID1B	BCL7C	1	0	FBgn0261885--FBgn0026149			ENSG00000049618--ENSG00000099385					
ENSG00000165916	ENSG00000175166	PSMC3	PSMD2	1	1	FBgn0028684--FBgn0028695	XB-GENE-962533--XB-GENE-972403 XB-GENE-1009853--XB-GENE-972403	ENSMUSG00000002102--ENSMUSG00000006998	ENSG00000165916--ENSG00000175166	DDB_G0284415--DDB_G0293752	SPU_003847--SPU_015013	F56H1.4--T22D1.9		jgi|Nemve1|244951|estExt_fgenesh1_pg.C_1390070--jgi|Nemve1|10204|gw.292.16.1
ENSG00000074266	ENSG00000106462	EED	EZH2	1	1			ENSMUSG00000030619--ENSMUSG00000029687	ENSG00000074266--ENSG00000106462					
ENSG00000090989	ENSG00000131558	EXOC1	EXOC4	1	1	FBgn0086475--FBgn0262603			ENSG00000090989--ENSG00000131558			F52E4.7--Y106G6H.7		
ENSG00000129084	ENSG00000143106	PSMA1	PSMA5	1	1	FBgn0250843--FBgn0016697	XB-GENE-995837--XB-GENE-982656		ENSG00000129084--ENSG00000143106	DDB_G0282363--DDB_G0268538	SPU_023286--SPU_002299	CD4.6--F25H2.9	YMR314W--YGR253C	jgi|Nemve1|10968|gw.159.3.1--jgi|Nemve1|168163|estExt_gwp.C_1000135
ENSG00000063322	ENSG00000159479	MED29	MED8	1	1	FBgn0001276--FBgn0034503			ENSG00000063322--ENSG00000159479					
ENSG00000011451	ENSG00000181090	WIZ	EHMT1	1	0			ENSMUSG00000024050--ENSMUSG00000036893	ENSG00000011451--ENSG00000181090					
ENSG00000166333	ENSG00000197702	ILK	PARVA	1	0	FBgn0028427--FBgn0052528			ENSG00000166333--ENSG00000197702		SPU_025428--SPU_021209	C29F9.7--T21D12.4		
ENSG00000095319	ENSG00000102900	NUP188	NUP93	1	0				ENSG00000095319--ENSG00000102900		SPU_009682--SPU_003075			
ENSG00000080503	ENSG00000099385	SMARCA2	BCL7C	1	0	FBgn0000212--FBgn0026149			ENSG00000080503--ENSG00000099385					
ENSG00000103363	ENSG00000154582	TCEB2	TCEB1	1	1	FBgn0023212--FBgn0023211	XB-GENE-959175--XB-GENE-6254689	ENSMUSG00000055839--ENSMUSG00000079658	ENSG00000103363--ENSG00000154582			Y41C4A.10--Y82E9BR.15		jgi|Nemve1|116912|e_gw.142.75.1--jgi|Nemve1|214431|fgenesh1_pg.scaffold_200000013
