	id	length	mass
18042	K7ERB6_HUMAN	154	18042
40759	Q6R742_HUMAN	366	40759
79574	C6EVS4_HUMAN	686	79574
46251	NK1R_HUMAN	407	46251
41493	L7RSM2_HUMAN	360	41493
88061	BRD2_HUMAN	801	88061
37732	B2R7B1_HUMAN	331	37732
28433	Q569J7_HUMAN	251	28433
33005	E9PKY6_HUMAN	294	33005
44392	A0A024R549_HUMAN	398	44392
172121	CO5A3_HUMAN	1745	172121
41976	PEPA3_HUMAN	388	41976
67820	V9HWC0_HUMAN	577	67820
53501	KRT86_HUMAN	486	53501
42052	A0A0U1U562_HUMAN	369	42052
11729	H3BSP5_HUMAN	103	11729
83435	A0A0J9YWU3_HUMAN	748	83435
15649	Q6ZVW3_HUMAN	145	15649
57848	B4DPK0_HUMAN	528	57848
25268	G3V5Z1_HUMAN	233	25268
58763	G3XAJ6_HUMAN	542	58763
45416	Q4VAX6_HUMAN	397	45416
15736	M0R132_HUMAN	143	15736
39475	F8WA42_HUMAN	358	39475
68138	Q53TP4_HUMAN	589	68138
35555	Q5TZP7_HUMAN	318	35555
65105	AOAH_HUMAN	575	65105
32912	PIT1_HUMAN	291	32912
47656	A0A087WT09_HUMAN	426	47656
51805	Q8N6Z3_HUMAN	463	51805
123631	WDR64_HUMAN	1081	123631
47946	TEAD1_HUMAN	426	47946
31496	E3WH39_HUMAN	273	31496
122605	SMCA1_HUMAN	1054	122605
39298	F6IQF1_HUMAN	349	39298
82055	MZF1_HUMAN	734	82055
37654	B7Z7W0_HUMAN	341	37654
11117	M0QZF2_HUMAN	102	11117
33044	T2EB_HUMAN	291	33044
36333	A0A140T9J5_HUMAN	316	36333
62822	Q96SM8_HUMAN	574	62822
52202	NK3R_HUMAN	465	52202
192095	KDM5A_HUMAN	1690	192095
161044	CO4A5_HUMAN	1685	161044
160970	B3VK56_HUMAN	1434	160970
44565	B2R8V5_HUMAN	401	44565
67030	F6SS63_HUMAN	608	67030
48542	A0A024R6I9_HUMAN	427	48542
82431	OAS2_HUMAN	719	82431
31555	Q8SNC8_HUMAN	273	31555
22119	A8MW78_HUMAN	188	22119
17490	E9PRS3_HUMAN	166	17490
91867	CDC27_HUMAN	824	91867
32520	D3VVR5_HUMAN	278	32520
53365	Q59GR2_HUMAN	507	53365
41466	A0A140T912_HUMAN	372	41466
36512	AA1R_HUMAN	326	36512
50395	B2RD09_HUMAN	466	50395
37731	GNRHR_HUMAN	328	37731
72692	SDHA_HUMAN	664	72692
30172	X1WI32_HUMAN	282	30172
39727	B4DJB5_HUMAN	354	39727
35379	B4DY59_HUMAN	318	35379
42003	Q6W794_HUMAN	384	42003
70325	SC6A4_HUMAN	630	70325
42287	Q9BYF7_HUMAN	369	42287
23012	K7EJX8_HUMAN	217	23012
62639	V9HW72_HUMAN	543	62639
11740	C9JDP7_HUMAN	104	11740
48419	Q9BUG9_HUMAN	439	48419
51547	Q5S8X4_HUMAN	459	51547
41173	Q5U003_HUMAN	355	41173
66583	Q8WWB2_HUMAN	588	66583
16185	H0YJF8_HUMAN	144	16185
20016	Q6ZQW9_HUMAN	189	20016
33361	P5CR1_HUMAN	319	33361
44934	HPPD_HUMAN	393	44934
21989	A0A7R8C381_HUMAN	189	21989
59541	ICAM3_HUMAN	547	59541
10744	A7UMH4_HUMAN	89	10744
13950	A0A7S5EWS9_HUMAN	126	13950
97072	A0A1W2PQR8_HUMAN	854	97072
96558	WHRN_HUMAN	907	96558
55993	C7DTY5_HUMAN	495	55993
48666	Q9Y595_HUMAN	452	48666
46656	B7Z8V5_HUMAN	412	46656
35240	B3KVW7_HUMAN	311	35240
100071	A0A384MDY0_HUMAN	906	100071
29804	Q4EXJ4_HUMAN	260	29804
42622	SPB6_HUMAN	376	42622
68564	B0YJ88_HUMAN	583	68564
23130	Q4JI39_HUMAN	198	23130
28048	H7BZ16_HUMAN	255	28048
9877	J7HBD2_HUMAN	87	9877
7965	H7C5F8_HUMAN	67	7965
42660	E9PBP8_HUMAN	369	42660
29031	Q86SX1_HUMAN	262	29031
44195	X5D2G4_HUMAN	400	44195
312298	FBN1_HUMAN	2871	312298
314775	FBN2_HUMAN	2912	314775
174764	A0A0S2A4E4_HUMAN	1532	174764
53426	Q6IBQ5_HUMAN	526	53426
157263	ATP7B_HUMAN	1465	157263
91921	F5H5A3_HUMAN	810	91921
66035	C9IZ01_HUMAN	591	66035
34360	HMGCL_HUMAN	325	34360
59511	H0Y3C5_HUMAN	525	59511
42625	A0A0G2JQ08_HUMAN	381	42625
40380	A0A087X073_HUMAN	356	40380
64067	LIRB5_HUMAN	590	64067
106489	LONM_HUMAN	959	106489
61449	Q6I9S2_HUMAN	536	61449
55960	G8JLH2_HUMAN	489	55960
46709	TNR3_HUMAN	435	46709
37419	A0A2L0WW42_HUMAN	340	37419
56124	A0A0S2Z310_HUMAN	503	56124
42785	A0A346M0J1_HUMAN	380	42785
53255	A0A0S2Z5N7_HUMAN	477	53255
22313	Q6FGY1_HUMAN	193	22313
22391	Q9BWW0_HUMAN	193	22391
45419	LICH_HUMAN	399	45419
109149	SMBP2_HUMAN	993	109149
16060	H0YHZ8_HUMAN	141	16060
46109	B3KTX0_HUMAN	411	46109
38499	V9HW69_HUMAN	348	38499
140122	A0A0K0K1K3_HUMAN	1251	140122
61891	TXLNA_HUMAN	546	61891
26048	A0A8I5KT41_HUMAN	230	26048
45881	A0A024RCR3_HUMAN	430	45881
23577	B5MC36_HUMAN	218	23577
20418	Q6ZNX7_HUMAN	201	20418
36426	K7ENV9_HUMAN	321	36426
51109	IF2G_HUMAN	472	51109
42645	A0A7S9DJJ9_HUMAN	380	42645
40693	A0A494C0G6_HUMAN	362	40693
18641	B1ALV0_HUMAN	171	18641
28837	Q53GB3_HUMAN	256	28837
45210	Q9NXY8_HUMAN	417	45210
50704	H0Y3A4_HUMAN	459	50704
144498	SYIC_HUMAN	1262	144498
64868	Q2M1Q7_HUMAN	591	64868
36043	MC3R_HUMAN	323	36043
32816	A0A384NKJ3_HUMAN	302	32816
87335	Q68CY0_HUMAN	762	87335
73435	A0A384MTM1_HUMAN	645	73435
98656	EPS15_HUMAN	896	98656
97588	DPP6_HUMAN	865	97588
73581	CACB2_HUMAN	660	73581
58254	FRK_HUMAN	505	58254
57100	EAA3_HUMAN	524	57100
55723	Q53F03_HUMAN	532	55723
53938	ETV4_HUMAN	484	53938
34899	L0B1U4_HUMAN	312	34899
23310	H7C2Q5_HUMAN	213	23310
29341	A0A6S6XW13_HUMAN	258	29341
49098	Q5UCE2_HUMAN	444	49098
69957	ACHA4_HUMAN	627	69957
53820	A5YM74_HUMAN	490	53820
22225	E5RHZ1_HUMAN	192	22225
137312	KPB1_HUMAN	1223	137312
78806	B2CQT6_HUMAN	708	78806
63542	RAGP1_HUMAN	587	63542
35010	F1DAM5_HUMAN	330	35010
38508	A0A0C5BZP0_HUMAN	348	38508
55280	5HT3A_HUMAN	478	55280
282587	A4LAA3_HUMAN	2492	282587
33777	A0SXS8_HUMAN	297	33777
38453	X5D2A4_HUMAN	345	38453
16903	Q9NWH4_HUMAN	148	16903
18898	K4DIB8_HUMAN	177	18898
149114	NEDD4_HUMAN	1319	149114
38953	V5NSW9_HUMAN	349	38953
21671	Q6IB11_HUMAN	195	21671
85239	H0YDE2_HUMAN	753	85239
73361	RPGP1_HUMAN	663	73361
30629	M0QXK0_HUMAN	273	30629
59150	B2RAY1_HUMAN	540	59150
54009	GLR_HUMAN	477	54009
42072	A0A024R640_HUMAN	364	42072
17752	D6RC40_HUMAN	157	17752
39375	F5H0M4_HUMAN	347	39375
70606	S6A11_HUMAN	632	70606
18665	Q6N053_HUMAN	172	18665
72766	Q14TF0_HUMAN	637	72766
28295	C9JUU5_HUMAN	251	28295
57942	KCNC1_HUMAN	511	57942
43946	B3KUC9_HUMAN	388	43946
47330	KC1D_HUMAN	415	47330
50909	B4DKX1_HUMAN	448	50909
44808	B1VKB5_HUMAN	399	44808
47872	Q8NHI7_HUMAN	432	47872
91869	CO9A1_HUMAN	921	91869
44478	Q53EY9_HUMAN	403	44478
45568	A0PJB2_HUMAN	408	45568
53802	AL9A1_HUMAN	494	53802
40396	B1PZN7_HUMAN	362	40396
33269	Q0VGL7_HUMAN	300	33269
59872	NRAM1_HUMAN	550	59872
60221	FMO5_HUMAN	533	60221
48774	A0A384MEJ5_HUMAN	437	48774
15991	Q8WZ34_HUMAN	145	15991
10112	Q6UWJ0_HUMAN	97	10112
49831	TBB4B_HUMAN	445	49831
89124	DGKG_HUMAN	791	89124
36641	M0R235_HUMAN	324	36641
130539	MA2A2_HUMAN	1150	130539
58806	PRI2_HUMAN	509	58806
22156	Q8WY86_HUMAN	201	22156
37561	CEBPA_HUMAN	358	37561
70390	ACADV_HUMAN	655	70390
73515	A0A8Q3SJ01_HUMAN	675	73515
46883	VEGFC_HUMAN	419	46883
26416	H3BPK3_HUMAN	239	26416
153938	NU153_HUMAN	1475	153938
50817	E5KNH5_HUMAN	464	50817
28465	STK19_HUMAN	254	28465
28882	GRAK_HUMAN	264	28882
28924	A0A1V0E3N8_HUMAN	263	28924
12767	Q9UI86_HUMAN	121	12767
43174	SEPP1_HUMAN	381	43174
7205	Q5H9Q9_HUMAN	64	7205
39592	LRC69_HUMAN	347	39592
34310	N1NFJ0_HUMAN	298	34310
46954	W0S4B9_HUMAN	411	46954
88368	CPT1A_HUMAN	773	88368
44373	A0A8I5KS86_HUMAN	395	44373
20969	Q8WLS6_HUMAN	181	20969
35398	K7EJ04_HUMAN	338	35398
39830	J3KNQ3_HUMAN	349	39830
25454	M1VK08_HUMAN	224	25454
250749	KNTC1_HUMAN	2209	250749
67405	I7KDP0_HUMAN	628	67405
34193	PPT1_HUMAN	306	34193
112265	A0A0S2Z3W6_HUMAN	1020	112265
69721	FXR1_HUMAN	621	69721
72659	A0A087WT67_HUMAN	633	72659
69521	MMP16_HUMAN	607	69521
120415	DNA2_HUMAN	1060	120415
181279	SMCA2_HUMAN	1590	181279
184646	A7E2E1_HUMAN	1647	184646
76537	IRAK1_HUMAN	712	76537
54848	AL3A2_HUMAN	485	54848
90785	CLCN5_HUMAN	816	90785
97289	CLCN6_HUMAN	869	97289
78011	BMX_HUMAN	675	78011
40896	Q2LC93_HUMAN	365	40896
37377	A0A140VJJ8_HUMAN	340	37377
38429	A0A384N669_HUMAN	338	38429
37643	Q7KZE5_HUMAN	349	37643
57705	NEK3_HUMAN	506	57705
34074	CCNG1_HUMAN	295	34074
20105	Q6PK75_HUMAN	187	20105
45672	B3KMS2_HUMAN	403	45672
119159	KIF11_HUMAN	1056	119159
71422	ZN131_HUMAN	623	71422
102380	HXK2_HUMAN	917	102380
22386	X5D9E1_HUMAN	201	22386
36923	D6RBA1_HUMAN	337	36923
100875	PCDGE_HUMAN	931	100875
11832	H7C2M0_HUMAN	103	11832
34918	A0A0S2Z383_HUMAN	324	34918
36335	A4QPA4_HUMAN	322	36335
37856	A0A0C4DG29_HUMAN	322	37856
16408	K7ER42_HUMAN	161	16408
107142	COPB_HUMAN	953	107142
28023	A0A0D9SFX4_HUMAN	268	28023
30602	Q96RZ6_HUMAN	275	30602
229869	TTC3_HUMAN	2025	229869
139562	E5KNU5_HUMAN	1239	139562
26215	Q9UPY7_HUMAN	233	26215
111835	HIRA_HUMAN	1017	111835
124568	CA2D1_HUMAN	1103	124568
164869	MYOM2_HUMAN	1465	164869
51848	LIPR1_HUMAN	467	51848
115511	SSH1_HUMAN	1049	115511
7283	Q86TG9_HUMAN	63	7283
82266	A0A140VJE4_HUMAN	743	82266
27296	A0A087WUY6_HUMAN	258	27296
80989	B4DK76_HUMAN	745	80989
25940	H9KVA8_HUMAN	239	25940
61036	B3KSC6_HUMAN	523	61036
33233	A0A2U7WTS9_HUMAN	296	33233
11186	Q6ICE7_HUMAN	101	11186
40737	A0A7R9KD30_HUMAN	365	40737
89322	TERA_HUMAN	806	89322
40165	E9PQG0_HUMAN	364	40165
99351	MTP_HUMAN	894	99351
206804	AFAD_HUMAN	1824	206804
59480	GP2_HUMAN	537	59480
40545	C9JBF9_HUMAN	369	40545
17700	F8W0V1_HUMAN	157	17700
87965	CAD11_HUMAN	796	87965
24327	TPD52_HUMAN	224	24327
56158	A0A494BZU6_HUMAN	488	56158
11637	Q75MK9_HUMAN	102	11637
48608	Q9BRW1_HUMAN	448	48608
5780	K7EJ41_HUMAN	52	5780
35941	Q6FHZ4_HUMAN	323	35941
21487	C9JA29_HUMAN	189	21487
42140	PEX3_HUMAN	373	42140
131888	A2I2N5_HUMAN	1201	131888
17584	W0UV31_HUMAN	147	17584
23515	I4DSV7_HUMAN	209	23515
33403	STX17_HUMAN	302	33403
77901	D9ZHP6_HUMAN	720	77901
74123	UBS3A_HUMAN	661	74123
27978	TMM33_HUMAN	247	27978
15928	Q96NM8_HUMAN	155	15928
120037	GEMI4_HUMAN	1058	120037
10138	F8VW64_HUMAN	96	10138
23496	Q5EDD0_HUMAN	206	23496
100605	J3QT39_HUMAN	905	100605
20917	Q08GM9_HUMAN	181	20917
177676	ATS12_HUMAN	1594	177676
25719	A0A8Q3SHU5_HUMAN	219	25719
13936	E5RIL4_HUMAN	125	13936
98768	NLRP6_HUMAN	892	98768
10245	O75566_HUMAN	88	10245
65055	BPIB4_HUMAN	614	65055
19667	I3QJX9_HUMAN	179	19667
7420	E7ER21_HUMAN	66	7420
25809	CD81_HUMAN	236	25809
26669	V9HWK1_HUMAN	249	26669
25616	B0QY36_HUMAN	225	25616
27537	Q6P432_HUMAN	247	27537
30243	B4DVK1_HUMAN	263	30243
21379	I1W1M0_HUMAN	181	21379
23707	B4DPP3_HUMAN	208	23707
17138	K7EJY4_HUMAN	163	17138
23897	A0A0S2Z5V6_HUMAN	215	23897
47371	B3KXM9_HUMAN	428	47371
44761	G5E9Z4_HUMAN	385	44761
42614	A6NC16_HUMAN	382	42614
20601	Q5JVM0_HUMAN	174	20601
29945	H3BRK3_HUMAN	269	29945
33245	D3VVR4_HUMAN	289	33245
27368	ULBP2_HUMAN	246	27368
10932	S4T760_HUMAN	89	10932
11078	Q9H3B0_HUMAN	93	11078
8481	U5YCL3_HUMAN	71	8481
10871	V5JA18_HUMAN	89	10871
17994	Q96JS4_HUMAN	166	17994
14478	Q99517_HUMAN	127	14478
29174	V9HW98_HUMAN	255	29174
15808	Q96SE3_HUMAN	148	15808
17222	F5GYJ3_HUMAN	149	17222
18431	RS11_HUMAN	158	18431
10804	Q5JPA5_HUMAN	94	10804
11845	J3QSD4_HUMAN	107	11845
13282	Q9NWZ1_HUMAN	123	13282
22123	A0A3F2YP85_HUMAN	204	22123
24423	Q6FHW3_HUMAN	228	24423
9876	F6WVI0_HUMAN	86	9876
40361	A0A858LGX8_HUMAN	362	40361
19300	Q53R94_HUMAN	185	19300
27745	J3QLH3_HUMAN	248	27745
123620	POK9_HUMAN	1117	123620
12452	K7EN99_HUMAN	113	12452
24942	Q9NXX3_HUMAN	230	24942
28522	Q9UJD7_HUMAN	268	28522
17862	I3L4B3_HUMAN	169	17862
50152	B4DJQ8_HUMAN	446	50152
128644	RBM6_HUMAN	1123	128644
156267	CNTP1_HUMAN	1384	156267
105534	PHC1_HUMAN	1004	105534
35760	A0A075X6X5_HUMAN	318	35760
40968	A0A858LGH6_HUMAN	366	40968
48240	IRX6_HUMAN	446	48240
54445	IRX4_HUMAN	519	54445
133799	JAG1_HUMAN	1218	133799
17416	V9GY66_HUMAN	157	17416
86474	B3KUB6_HUMAN	772	86474
11200	C9JT10_HUMAN	99	11200
22588	H3BUH3_HUMAN	197	22588
50223	E0YMJ3_HUMAN	471	50223
56439	X5D8S1_HUMAN	500	56439
7697	Q7Z2T8_HUMAN	67	7697
122842	TMF1_HUMAN	1093	122842
14227	Q8NAS4_HUMAN	132	14227
16786	Q5T739_HUMAN	151	16786
21418	U6BZR3_HUMAN	183	21418
19330	B2R6F3_HUMAN	164	19330
15328	Q8TED8_HUMAN	144	15328
67948	ALEX_HUMAN	626	67948
53484	B7Z2I6_HUMAN	478	53484
31203	Q5SY21_HUMAN	292	31203
82448	DAB2_HUMAN	770	82448
96098	VLDLR_HUMAN	873	96098
100577	AT2C1_HUMAN	919	100577
137440	AT8B2_HUMAN	1209	137440
11749	J3QS83_HUMAN	110	11749
40095	A0A126GVV9_HUMAN	354	40095
141456	VIGLN_HUMAN	1268	141456
59582	J3KPD6_HUMAN	526	59582
40295	B4DE42_HUMAN	370	40295
50791	PLIN5_HUMAN	463	50791
6007	H3BV17_HUMAN	57	6007
61380	PDE1B_HUMAN	536	61380
27872	Q8NF00_HUMAN	261	27872
193493	SCN7A_HUMAN	1682	193493
23042	Q6ZUT0_HUMAN	214	23042
62134	RELB_HUMAN	579	62134
26534	A0A858B7T6_HUMAN	232	26534
51901	CAP1_HUMAN	475	51901
35012	B4E2V7_HUMAN	312	35012
57294	A0A1B1PES1_HUMAN	513	57294
245141	CAC1D_HUMAN	2161	245141
33927	A0A126GWN2_HUMAN	308	33927
60311	FMO1_HUMAN	532	60311
85596	PFKAP_HUMAN	784	85596
136876	AT2B2_HUMAN	1243	136876
28819	Q6ZQR8_HUMAN	260	28819
104205	OCRL_HUMAN	901	104205
104757	ROR2_HUMAN	943	104757
80735	A8K1Z2_HUMAN	727	80735
40066	A0A7I2V607_HUMAN	357	40066
44198	A0A6S6PEI8_HUMAN	409	44198
77452	GCYA1_HUMAN	690	77452
113748	DSG1_HUMAN	1049	113748
81985	B4E150_HUMAN	718	81985
42149	A0A9E8S0H5_HUMAN	361	42149
14618	Q5T203_HUMAN	133	14618
49799	A0A7I2V3E8_HUMAN	446	49799
12388	E5RIC0_HUMAN	113	12388
59348	CP4AB_HUMAN	519	59348
138136	MECOM_HUMAN	1230	138136
14284	K7EL27_HUMAN	132	14284
36978	B3KUD8_HUMAN	323	36978
79841	TLE2_HUMAN	743	79841
31295	S5GGI0_HUMAN	273	31295
70682	HGFA_HUMAN	655	70682
65411	Q5VZ30_HUMAN	585	65411
105373	NMDZ1_HUMAN	938	105373
93231	CALD1_HUMAN	793	93231
83533	A0A8V8TPU7_HUMAN	763	83533
57399	A0A0J9YVP6_HUMAN	534	57399
68937	NPT2A_HUMAN	639	68937
47263	SOX4_HUMAN	474	47263
66022	M0R0S1_HUMAN	610	66022
22559	Q53ZX0_HUMAN	199	22559
253925	TRHY_HUMAN	1943	253925
24890	Q6IB04_HUMAN	219	24890
58688	H7BXN9_HUMAN	533	58688
101128	DDR1_HUMAN	913	101128
99987	DSC1_HUMAN	894	99987
25249	A6ZIS4_HUMAN	222	25249
24830	B4DH94_HUMAN	215	24830
81075	SSRP1_HUMAN	709	81075
87973	B7ZAV2_HUMAN	916	87973
91839	NCBP1_HUMAN	790	91839
16379	Q9BZ69_HUMAN	143	16379
128709	TBC8B_HUMAN	1120	128709
29793	B7Z554_HUMAN	263	29793
64914	LMOD3_HUMAN	560	64914
26817	Q9BTU8_HUMAN	233	26817
41760	Q4JM63_HUMAN	368	41760
59711	U17LO_HUMAN	530	59711
160884	CPSF1_HUMAN	1443	160884
136001	MN1_HUMAN	1320	136001
162121	NU160_HUMAN	1436	162121
48368	A0A024R2X3_HUMAN	435	48368
85863	A0A8V8TKR0_HUMAN	758	85863
338262	BPTF_HUMAN	3046	338262
59400	H3BNC6_HUMAN	537	59400
113320	AF10_HUMAN	1068	113320
213574	TP53B_HUMAN	1972	213574
62166	A0A024RCP3_HUMAN	539	62166
45993	A0A8V8TMZ3_HUMAN	415	45993
21711	B7Z725_HUMAN	194	21711
127062	Q4KMR3_HUMAN	1108	127062
100607	GNDS_HUMAN	914	100607
36018	H0Y8D8_HUMAN	319	36018
82922	CSTF3_HUMAN	717	82922
17350	Q59EP4_HUMAN	152	17350
71656	A0A0U1RRA7_HUMAN	694	71656
55630	Q59GV2_HUMAN	552	55630
159582	BIRC1_HUMAN	1403	159582
106910	CAF1A_HUMAN	956	106910
63111	A0A7I2V2V3_HUMAN	563	63111
50396	A0A8V8TNU4_HUMAN	440	50396
23279	K7EJ65_HUMAN	209	23279
30540	V9HW63_HUMAN	271	30540
58043	E9PQ56_HUMAN	541	58043
44055	C9JYJ8_HUMAN	393	44055
132357	GRM1_HUMAN	1194	132357
23510	A0A7G3W904_HUMAN	207	23510
88550	TIF1B_HUMAN	835	88550
88381	SEM3F_HUMAN	785	88381
33155	F8W6I7_HUMAN	307	33155
47761	H0YKH0_HUMAN	445	47761
38705	A0A583ZBW2_HUMAN	345	38705
55847	A0A0J9YYE2_HUMAN	520	55847
66152	A0A140VJY6_HUMAN	578	66152
58960	BT1A1_HUMAN	526	58960
65972	ORC2_HUMAN	577	65972
88617	Q769H0_HUMAN	782	88617
152106	TCOF_HUMAN	1488	152106
100228	SF3B2_HUMAN	895	100228
261140	GOGA4_HUMAN	2230	261140
37393	LSAMP_HUMAN	338	37393
243401	B0I1T6_HUMAN	2157	243401
72468	TNK1_HUMAN	666	72468
60439	H3BQV3_HUMAN	534	60439
68372	BIRC3_HUMAN	604	68372
28989	GPM6B_HUMAN	265	28989
50433	TBB3_HUMAN	450	50433
60246	ULA1_HUMAN	534	60246
61494	SNW1_HUMAN	536	61494
77423	STIM1_HUMAN	685	77423
43665	B3KPE2_HUMAN	396	43665
89679	A0A090N7U0_HUMAN	776	89679
35893	A0A140VKC8_HUMAN	321	35893
212350	CAC1S_HUMAN	1873	212350
57724	E5RIA2_HUMAN	498	57724
91918	B6RFS7_HUMAN	796	91918
129572	A0A0S2Z3R6_HUMAN	1172	129572
78508	THOC5_HUMAN	683	78508
6030	Q5FC07_HUMAN	55	6030
98994	A0A2X0SFA4_HUMAN	881	98994
52562	SNP47_HUMAN	464	52562
51834	B7Z8C6_HUMAN	450	51834
58061	SNTB1_HUMAN	538	58061
76364	KGP1_HUMAN	671	76364
163807	CO4A6_HUMAN	1691	163807
33897	B4DHL3_HUMAN	298	33897
128120	DHX34_HUMAN	1143	128120
166569	EIF3A_HUMAN	1382	166569
64581	A0A8V8TP40_HUMAN	588	64581
49236	TFDP2_HUMAN	446	49236
43201	SELPL_HUMAN	412	43201
97683	A0A5F9ZHE7_HUMAN	871	97683
115875	K7EM33_HUMAN	1036	115875
291022	FLNC_HUMAN	2725	291022
71979	LRC32_HUMAN	662	71979
95568	GRM2_HUMAN	872	95568
59681	A0A0S2Z4F6_HUMAN	532	59681
29541	M0QX61_HUMAN	272	29541
31286	W1ICE9_HUMAN	273	31286
75208	A0A9L9PY43_HUMAN	673	75208
62672	B2RCN8_HUMAN	573	62672
226940	SCN5A_HUMAN	2016	226940
88889	B4DVS2_HUMAN	800	88889
92889	MCM6_HUMAN	821	92889
107413	NBR1_HUMAN	966	107413
95699	B2RBC6_HUMAN	839	95699
253700	BLTP2_HUMAN	2235	253700
220434	TRIPC_HUMAN	1992	220434
84428	RRP1B_HUMAN	758	84428
219145	NCOA6_HUMAN	2063	219145
69992	2A5D_HUMAN	602	69992
70703	LBR_HUMAN	615	70703
50789	HLX_HUMAN	488	50789
55391	AINX_HUMAN	499	55391
9263	J3QRQ2_HUMAN	86	9263
218005	CHD4_HUMAN	1912	218005
50502	ZN773_HUMAN	442	50502
140762	MYPC3_HUMAN	1274	140762
22350	Q9UNC5_HUMAN	203	22350
55098	SEPT4_HUMAN	478	55098
99011	SL9A5_HUMAN	896	99011
42475	Q96HV8_HUMAN	384	42475
73603	NOLC1_HUMAN	699	73603
64643	A0A994J464_HUMAN	578	64643
164980	GAPD1_HUMAN	1478	164980
144379	FRPD4_HUMAN	1322	144379
38651	A0A384N6B9_HUMAN	366	38651
112292	NAA25_HUMAN	972	112292
30926	B4E0M4_HUMAN	281	30926
109935	D6RD46_HUMAN	980	109935
157182	CND1_HUMAN	1401	157182
31821	B7Z458_HUMAN	290	31821
81536	ACAP1_HUMAN	740	81536
17319	Q8N2B9_HUMAN	157	17319
68929	IQCB1_HUMAN	598	68929
27385	IF4H_HUMAN	248	27385
48548	A0A384NLA7_HUMAN	435	48548
36429	Q59FR9_HUMAN	347	36429
46939	AP3M1_HUMAN	418	46939
26353	A0A024QYX0_HUMAN	230	26353
56194	2A5A_HUMAN	486	56194
18697	A0A6Q8PG77_HUMAN	161	18697
102452	PWP2_HUMAN	919	102452
99290	RABE1_HUMAN	862	99290
37052	PO4F3_HUMAN	338	37052
70963	ZMY11_HUMAN	602	70963
37610	A0A494C0A5_HUMAN	338	37610
38580	Q6H2H3_HUMAN	348	38580
123923	UBE3C_HUMAN	1083	123923
135577	SF3B3_HUMAN	1217	135577
82723	KS6A1_HUMAN	735	82723
41564	H0YIS1_HUMAN	435	41564
88886	SF3A1_HUMAN	793	88886
14287	A0A7S5C4P1_HUMAN	128	14287
52676	A0A2R8Y5J3_HUMAN	464	52676
74681	A0A0S2Z4Q2_HUMAN	683	74681
77478	DIXC1_HUMAN	683	77478
227586	TRIPB_HUMAN	1979	227586
48551	B2R7F2_HUMAN	431	48551
59226	E9PGW9_HUMAN	530	59226
168478	MED1_HUMAN	1581	168478
284525	JHD2C_HUMAN	2540	284525
50288	J7NNX4_HUMAN	463	50288
14705	KISS1_HUMAN	138	14705
107197	PI5PA_HUMAN	1006	107197
41900	H0YMW4_HUMAN	367	41900
30603	A0A8Q3WL54_HUMAN	277	30603
210715	MYLK_HUMAN	1914	210715
195422	ITSN1_HUMAN	1721	195422
59346	TBCE_HUMAN	527	59346
47122	E7EWZ1_HUMAN	410	47122
63526	GRK1_HUMAN	563	63526
11309	Q6XYC9_HUMAN	103	11309
26414	A0A8E4NFX1_HUMAN	232	26414
14288	W4VSR3_HUMAN	131	14288
50680	B4DY96_HUMAN	469	50680
29130	X6RJ95_HUMAN	265	29130
78838	CNGA3_HUMAN	694	78838
38592	A0A7D5CA51_HUMAN	348	38592
202524	LAMA4_HUMAN	1823	202524
17924	A0A499FIZ3_HUMAN	157	17924
42994	SNPC1_HUMAN	368	42994
20132	J3KTJ7_HUMAN	180	20132
28565	H7C0R3_HUMAN	253	28565
12829	H0YK91_HUMAN	112	12829
56903	C6KMR8_HUMAN	555	56903
92688	M3K11_HUMAN	847	92688
28974	K7EMM6_HUMAN	259	28974
17665	Q8WYU1_HUMAN	165	17665
10678	R4QGJ2_HUMAN	89	10678
27367	SRSF7_HUMAN	238	27367
31849	C7C5G9_HUMAN	273	31849
82681	MK06_HUMAN	721	82681
92670	D0VY79_HUMAN	826	92670
23805	CDKN3_HUMAN	212	23805
56688	Q96IV8_HUMAN	487	56688
13459	H0Y3H0_HUMAN	128	13459
13988	Q6UY40_HUMAN	126	13988
67068	V9JXJ3_HUMAN	603	67068
125767	PPR3A_HUMAN	1122	125767
133281	PTN21_HUMAN	1174	133281
34294	A0A140VK76_HUMAN	314	34294
105848	PTPRN_HUMAN	979	105848
13370	Q8WYW1_HUMAN	123	13370
22972	CDO1_HUMAN	200	22972
83678	MIC60_HUMAN	758	83678
86725	LOXL2_HUMAN	774	86725
175496	COOA1_HUMAN	1714	175496
46324	Q05BT0_HUMAN	439	46324
33863	Q8N0Y1_HUMAN	304	33863
110110	T132A_HUMAN	1023	110110
150830	G1UI16_HUMAN	1337	150830
117715	CL16A_HUMAN	1053	117715
150587	KIF7_HUMAN	1343	150587
156985	A0A8S0MHV1_HUMAN	1444	156985
78587	Q6ZSX9_HUMAN	716	78587
136403	WASC4_HUMAN	1173	136403
134609	CTC1_HUMAN	1217	134609
210770	RGPA2_HUMAN	1873	210770
89988	ZXDC_HUMAN	858	89988
103039	CCD57_HUMAN	915	103039
78636	PWP3A_HUMAN	710	78636
35282	OR2L3_HUMAN	312	35282
69257	KLH40_HUMAN	621	69257
45873	M0R0M7_HUMAN	408	45873
30056	A0A7G2CXH1_HUMAN	266	30056
50142	Q53HM9_HUMAN	462	50142
28115	B4E183_HUMAN	245	28115
