diseaseid	disease_name	disease_class	disease_class_name	disease_semantic_type	hpo_name	do_name	source	num_genes	num_variants	num_diseases	type
C1623258	Electrocardiography			Diagnostic Procedure			GWASCAT	8	16	38	phenotype
C1629609	Age at menopause			Finding			GWASCAT	122	190	196	phenotype
C1704272	Benign Prostatic Hyperplasia	C12	   Male Urogenital Diseases	Disease or Syndrome	Abnormality of the genitourinary system	disease of anatomical entity	GWASCAT	16	29	117	disease
C1704436	Peripheral Arterial Diseases	C14	   Cardiovascular Diseases	Disease or Syndrome		disease of anatomical entity	GWASCAT	47	78	253	group
C1706410	Atopic IgE-mediated allergic disorder	C20	   Immune System Diseases	Disease or Syndrome			GWASCAT	1	1	11	disease
C1707439	Colorectal Mucinous Adenocarcinoma	C04	   Neoplasms	Neoplastic Process			GWASCAT	2	2	24	disease
C1720164	Central corneal thickness			Clinical Attribute			GWASCAT	35	61	161	phenotype
C1739108	Latent Autoimmune Diabetes in Adults	C18;C20;C19	   Nutritional and Metabolic Diseases;    Immune System Diseases;    Endocrine System Diseases	Disease or Syndrome			GWASCAT	6	6	124	disease
C1800706	Idiopathic Pulmonary Fibrosis	C08	   Respiratory Tract Diseases	Disease or Syndrome		disease of anatomical entity	GWASCAT	4	9	22	disease
C1821417	RESTING HEART RATE			Finding			GWASCAT	80	128	244	phenotype
C1832423	Cataract, Age-Related Nuclear	C11	   Eye Diseases	Pathologic Function	Abnormality of the eye	genetic disease; disease of anatomical entity	GWASCAT	4	6	10	phenotype
C1836230	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO			Finding			GWASCAT	104	188	250	disease
C1836231	HIV-1, RESISTANCE TO			Finding			GWASCAT	104	188	250	phenotype
C1836232	ACQUIRED IMMUNODEFICIENCY SYNDROME, PROGRESSION TO			Finding			GWASCAT	104	188	250	phenotype
C1836233	AIDS, PROGRESSION TO			Finding			GWASCAT	104	188	250	phenotype
C1837315	COLORECTAL CANCER, SUSCEPTIBILITY TO, 1			Finding			GWASCAT	165	368	350	disease
C1837461	SCOLIOSIS, ISOLATED, SUSCEPTIBILITY TO, 3			Finding			GWASCAT	578	1158	514	disease
C1840555	Hip Dysplasia, Congenital, Nonsyndromic	C16;C05	   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Musculoskeletal Diseases	Disease or Syndrome			GWASCAT	1	1	13	disease
C1842675	AMYOTROPHIC LATERAL SCLEROSIS 6 (disorder)			Disease or Syndrome		genetic disease; disease of anatomical entity	GWASCAT	26	51	87	disease
C1844020	HETEROTAXY, VISCERAL, 1, X-LINKED	C16;C15;C14	   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Hemic and Lymphatic Diseases;    Cardiovascular Diseases	Disease or Syndrome		physical disorder	GWASCAT	1	2	27	disease
C1853959	Birdshot chorioretinopathy			Disease or Syndrome		disease of anatomical entity	GWASCAT	2	2	8	disease
C1857586	CONOTRUNCAL HEART MALFORMATIONS (disorder)	C16;C14	   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Cardiovascular Diseases	Disease or Syndrome		disease of anatomical entity	GWASCAT	4	14	5	disease
C1858558	Rheumatoid Arthritis, Systemic Juvenile	C17;C05;C20	   Skin and Connective Tissue Diseases;    Musculoskeletal Diseases;    Immune System Diseases	Disease or Syndrome		disease of anatomical entity	GWASCAT	27	41	195	disease
C1861172	Venous Thromboembolism	C14	   Cardiovascular Diseases	Disease or Syndrome		disease of anatomical entity	GWASCAT	95	193	200	phenotype
C1862939	AMYOTROPHIC LATERAL SCLEROSIS 1	C18;C10	   Nutritional and Metabolic Diseases;    Nervous System Diseases	Disease or Syndrome		genetic disease; disease of anatomical entity	GWASCAT	26	51	87	disease
C1862941	Amyotrophic Lateral Sclerosis, Sporadic	C18;C10	   Nutritional and Metabolic Diseases;    Nervous System Diseases	Disease or Syndrome		genetic disease; disease of anatomical entity	GWASCAT	26	51	87	disease
C1863416	Autosomal dominant compelling helio ophthalmic outburst syndrome	C23	   Pathological Conditions, Signs and Symptoms	Disease or Syndrome			GWASCAT	26	54	140	disease
C1865343	OSSIFICATION OF THE POSTERIOR LONGITUDINAL LIGAMENT OF SPINE	C23;C05	   Pathological Conditions, Signs and Symptoms;    Musculoskeletal Diseases	Disease or Syndrome		disease of anatomical entity	GWASCAT	2	6	20	disease
C1869024	Severe cutaneous adverse reactions (SMQ)			Classification			GWASCAT	2	2	54	phenotype
C1883008	Serum Alanine Aminotransferase Measurement			Laboratory Procedure			GWASCAT	41	77	200	phenotype
C1956346	Coronary Artery Disease	C14	   Cardiovascular Diseases	Disease or Syndrome	Abnormality of the cardiovascular system	disease of anatomical entity	GWASCAT	252	551	415	disease
C1956391	Temporal Arteritis	C17;C20;C10;C14	   Skin and Connective Tissue Diseases;    Immune System Diseases;    Nervous System Diseases;    Cardiovascular Diseases	Disease or Syndrome		disease of anatomical entity	GWASCAT	4	6	52	disease
C1961102	Precursor Cell Lymphoblastic Leukemia Lymphoma	C04;C20;C15	   Neoplasms;    Immune System Diseases;    Hemic and Lymphatic Diseases	Neoplastic Process		disease of anatomical entity; disease of cellular proliferation	GWASCAT	42	65	181	disease
C1963167	Memory Impairment, CTCAE 3.0			Finding			GWASCAT	1	2	6	phenotype
C1970117	Tooth Agenesis, Selective, With Orofacial Cleft	C16;C05;C07	   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Musculoskeletal Diseases;    Stomatognathic Diseases	Disease or Syndrome		disease of anatomical entity	GWASCAT	5	8	57	disease
C1970118	Hypodontia Oligodontia with Orofacial Cleft	C16;C05;C07	   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Musculoskeletal Diseases;    Stomatognathic Diseases	Disease or Syndrome		disease of anatomical entity	GWASCAT	5	8	57	disease
C2004491	Cicatrix	C23	   Pathological Conditions, Signs and Symptoms	Pathologic Function			GWASCAT	2	2	54	phenotype
C2063866	Depressive Disorder, Treatment-Resistant	F03	   Mental Disorders	Mental or Behavioral Dysfunction			GWASCAT	6	5	7	disease
C2076600	Influenza due to Influenza A virus subtype H1N1	C01;C08	   Infections;    Respiratory Tract Diseases	Disease or Syndrome			GWASCAT	44	65	110	disease
C2213246	Non-Hodgkin's lymphoma of central nervous system	C04;C20;C15	   Neoplasms;    Immune System Diseases;    Hemic and Lymphatic Diseases	Neoplastic Process			GWASCAT	3	5	55	disease
C2237660	exudative macular degeneration	C11	   Eye Diseases	Disease or Syndrome			GWASCAT	46	69	186	disease
C2239176	Liver carcinoma	C06;C04	   Digestive System Diseases;    Neoplasms	Neoplastic Process	Abnormality of the digestive system; Neoplasm	disease of anatomical entity; disease of cellular proliferation	GWASCAT	16	24	143	disease
C2239219	von Willebrand's factor (lab test)			Laboratory Procedure			GWASCAT	25	67	122	phenotype
C2239222	Vascular Endothelial Growth Factor Measurement			Laboratory Procedure			GWASCAT	12	28	72	phenotype
C2242456	thyroid function			Physiologic Function			GWASCAT	4	5	11	phenotype
C2242776	Plexiform leiomyoma			Neoplastic Process		disease of anatomical entity; disease of cellular proliferation	GWASCAT	41	103	167	disease
C2242817	Homocysteine measurement			Laboratory Procedure			GWASCAT	23	33	139	phenotype
C2267227	Bulimia Nervosa	F03	   Mental Disorders	Mental or Behavioral Dysfunction		disease of mental health	GWASCAT	2	3	4	disease
C2316832	Arachidonic acid measurement			Laboratory Procedure			GWASCAT	4	4	89	phenotype
C2349952	Oropharyngeal Carcinoma	C04;C07;C09	   Neoplasms;    Stomatognathic Diseases;    Otorhinolaryngologic Diseases	Neoplastic Process		disease of anatomical entity; disease of cellular proliferation	GWASCAT	4	5	48	disease
C2363741	HIV-1 infection			Disease or Syndrome			GWASCAT	19	32	122	disease
C2599768	Fractional shortening			Finding			GWASCAT	4	4	10	phenotype
C2607914	Allergic rhinitis (disorder)	C08;C20;C09	   Respiratory Tract Diseases;    Immune System Diseases;    Otorhinolaryngologic Diseases	Disease or Syndrome	Abnormality of the immune system; Abnormality of head or neck	disease of anatomical entity	GWASCAT	46	72	297	disease
C2675481	COLORECTAL CANCER, SUSCEPTIBILITY TO, 10			Finding			GWASCAT	165	368	350	disease
C2676272	Alopecia, Androgenetic, 3	C23;C17	   Pathological Conditions, Signs and Symptoms;    Skin and Connective Tissue Diseases	Disease or Syndrome		disease of anatomical entity	GWASCAT	39	104	171	disease
C2677123	COLORECTAL CANCER, SUSCEPTIBILITY TO, 3			Finding			GWASCAT	165	368	350	phenotype
C2678038	Alopecia, Androgenetic, 2	C23;C17	   Pathological Conditions, Signs and Symptoms;    Skin and Connective Tissue Diseases	Disease or Syndrome		disease of anatomical entity	GWASCAT	39	104	171	disease
C2697503	Glucagon-like Peptide-1 measurement			Laboratory Procedure			GWASCAT	1	1	1	phenotype
C2697758	Interleukin 10 Measurement			Laboratory Procedure			GWASCAT	14	24	101	phenotype
C2697760	Interleukin 12 Measurement			Laboratory Procedure			GWASCAT	5	11	56	phenotype
C2697761	Interleukin 13 Measurement			Laboratory Procedure			GWASCAT	4	9	25	phenotype
C2697764	Interleukin 16 Measurement			Laboratory Procedure			GWASCAT	9	12	20	phenotype
C2697765	Interleukin 17 Measurement			Laboratory Procedure			GWASCAT	7	8	42	phenotype
C2697766	Interleukin 18 Measurement			Laboratory Procedure			GWASCAT	16	23	30	phenotype
C2697767	Interleukin 19 Measurement			Laboratory Procedure			GWASCAT	1	1	8	phenotype
C2697774	Interleukin 25 Measurement			Laboratory Procedure			GWASCAT	2	2	1	phenotype
C2697779	Interleukin 2 Measurement			Laboratory Procedure			GWASCAT	5	6	37	phenotype
C2697785	Interleukin 4 Measurement			Laboratory Procedure			GWASCAT	3	7	8	phenotype
C2697786	Interleukin 5 Measurement			Laboratory Procedure			GWASCAT	2	4	9	phenotype
C2697787	Interleukin 7 Measurement			Laboratory Procedure			GWASCAT	3	8	12	phenotype
C2697788	Interleukin 8 Measurement			Laboratory Procedure			GWASCAT	5	5	18	phenotype
C2697789	Interleukin 9 Measurement			Laboratory Procedure			GWASCAT	1	1	2	phenotype
C2697999	Macrophage Colony Stimulating Factor Measurement			Laboratory Procedure			GWASCAT	3	4	28	phenotype
C2698027	Matrix Metalloproteinase 8 Measurement			Laboratory Procedure			GWASCAT	1	2	15	phenotype
C2698399	Myeloperoxidase Measurement			Laboratory Procedure			GWASCAT	5	7	40	phenotype
C2699063	Resistin Measurement			Laboratory Procedure			GWASCAT	2	6	5	phenotype
C2699419	Complement C3 Measurement			Laboratory Procedure			GWASCAT	1	2	5	phenotype
C2699541	Cytokine Measurement			Laboratory Procedure			GWASCAT	66	93	175	phenotype
C2700366	Adiponectin Measurement			Laboratory Procedure			GWASCAT	14	40	59	phenotype
C2700406	SCOLIOSIS, IDIOPATHIC, SUSCEPTIBILITY TO, 1 (finding)			Finding			GWASCAT	1	1	6	phenotype
C2711227	Steatohepatitis	C06	   Digestive System Diseases	Disease or Syndrome	Abnormality of the digestive system		GWASCAT	2	3	24	disease
C2734068	Arm span			Finding			GWASCAT	2	2	27	phenotype
C2745963	Kashin-Beck Disease	C05	   Musculoskeletal Diseases	Disease or Syndrome			GWASCAT	1	1	4	disease
C2825856	Factor VII measurement			Laboratory Procedure			GWASCAT	14	30	98	phenotype
C2825857	Factor VIII measurement			Laboratory Procedure			GWASCAT	15	42	81	phenotype
C2825875	Interferon Alpha Measurement			Laboratory Procedure			GWASCAT	3	4	18	phenotype
C2825877	Interferon Gamma Measurement			Laboratory Procedure			GWASCAT	5	10	63	phenotype
C2825895	Granulocyte Colony Stimulating Factor Measurement			Laboratory Procedure			GWASCAT	4	7	18	phenotype
C2825910	Stem Cell Factor Measurement			Laboratory Procedure			GWASCAT	4	8	45	phenotype
C2825916	Vascular Cell Adhesion Molecule 1 Measurement			Laboratory Procedure			GWASCAT	1	3	5	phenotype
C2827503	HFE-Associated Hereditary Hemochromatosis	C16;C18	   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Nutritional and Metabolic Diseases	Disease or Syndrome			GWASCAT	1	1	18	disease
C2931171	Juvenile pauciarticular chronic arthritis	C17;C05;C20	   Skin and Connective Tissue Diseases;    Musculoskeletal Diseases;    Immune System Diseases	Disease or Syndrome			GWASCAT	24	31	181	disease
C2931384	Moyamoya disease 1	C10;C14	   Nervous System Diseases;    Cardiovascular Diseases	Disease or Syndrome		disease of anatomical entity	GWASCAT	19	30	117	disease
C2937358	Cerebral Hemorrhage	C23;C10;C14	   Pathological Conditions, Signs and Symptoms;    Nervous System Diseases;    Cardiovascular Diseases	Pathologic Function	Abnormality of the nervous system; Abnormality of blood and blood-forming tissues; Abnormality of the cardiovascular system		GWASCAT	3	3	8	phenotype
C2938924	Oestrogen receptor positive breast cancer			Neoplastic Process			GWASCAT	7	13	33	disease
C2973725	Pulmonary arterial hypertension	C08;C14	   Respiratory Tract Diseases;    Cardiovascular Diseases	Disease or Syndrome	Abnormality of the respiratory system; Abnormality of the cardiovascular system		GWASCAT	1	5	10	disease
C2985280	Blood Protein Measurement			Laboratory Procedure			GWASCAT	1156	2575	596	phenotype
C3150797	AUTOIMMUNE DISEASE, SUSCEPTIBILITY TO, 6			Finding			GWASCAT	81	130	238	disease
C3151088	IMMUNODEFICIENCY 31B			Disease or Syndrome			GWASCAT	3	5	9	disease
C3151867	CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 1, X-LINKED			Disease or Syndrome		physical disorder	GWASCAT	1	2	27	disease
C3158111	response to SSRI			Cell Function			GWASCAT	28	53	94	phenotype
C3160814	Cannabis use			Mental or Behavioral Dysfunction			GWASCAT	14	30	81	disease
C3165521	Primary malignant neoplasm of lateral wall of oropharynx			Neoplastic Process			GWASCAT	4	5	48	disease
C3241937	Nonalcoholic Steatohepatitis	C06	   Digestive System Diseases	Disease or Syndrome			GWASCAT	2	3	24	disease
C3272931	Fibroblast Growth Factor 23 Measurement			Laboratory Procedure			GWASCAT	6	13	79	phenotype
C3280795	HYPOPLASTIC LEFT HEART SYNDROME 2			Disease or Syndrome		disease of anatomical entity	GWASCAT	7	10	26	disease
C3469186	HEMOCHROMATOSIS, TYPE 1	C16;C18	   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Nutritional and Metabolic Diseases	Disease or Syndrome		genetic disease; disease of metabolism	GWASCAT	1	1	18	disease
C3489529	Tooth Agenesis, Familial	C16;C07	   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Stomatognathic Diseases	Congenital Abnormality		disease of anatomical entity	GWASCAT	5	8	57	disease
C3495559	Juvenile arthritis	C17;C05;C20	   Skin and Connective Tissue Diseases;    Musculoskeletal Diseases;    Immune System Diseases	Disease or Syndrome		disease of anatomical entity	GWASCAT	40	60	182	disease
C3495801	Granulomatosis with polyangiitis	C08;C20;C14	   Respiratory Tract Diseases;    Immune System Diseases;    Cardiovascular Diseases	Disease or Syndrome		disease of anatomical entity	GWASCAT	1	5	16	disease
C3496493	Galectin-3 measurement			Laboratory Procedure			GWASCAT	1	1	2	phenotype
C3536958	Surfactant protein D measurement			Laboratory Procedure			GWASCAT	6	12	103	phenotype
C3539878	Triple Negative Breast Neoplasms	C04;C17	   Neoplasms;    Skin and Connective Tissue Diseases	Neoplastic Process			GWASCAT	1	3	2	disease
C3541318	Soluble Transferrin Receptor Measurement			Laboratory Procedure			GWASCAT	6	6	48	phenotype
C3541908	Sperm Motility Measurement			Laboratory Procedure			GWASCAT	1	1	22	phenotype
C3541994	Drug Hypersensitivity Syndrome	C17;C20;C25	   Skin and Connective Tissue Diseases;    Immune System Diseases;    Chemically-Induced Disorders	Disease or Syndrome			GWASCAT	1	1	12	disease
C3542025	AMYOTROPHIC LATERAL SCLEROSIS 1, AUTOSOMAL RECESSIVE			Disease or Syndrome		genetic disease; disease of anatomical entity	GWASCAT	26	51	87	disease
C3546787	response to ketamine			Cell Function			GWASCAT	2	2	8	phenotype
C3548479	response to bronchodilator			Organism Function			GWASCAT	131	1106	271	phenotype
C3548510	response to antineoplastic agent			Organism Function			GWASCAT	4	4	29	phenotype
C3548532	response to alcohol			Cell Function			GWASCAT	5	10	50	phenotype
C3548801	response to irinotecan			Cell Function			GWASCAT	1	7	3	phenotype
C3548805	response to aromatase inhibitor			Cell Function			GWASCAT	3	20	3	phenotype
C3549252	response to statin			Organism Function			GWASCAT	6	8	60	phenotype
C3554279	CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 2			Disease or Syndrome; Congenital Abnormality			GWASCAT	1	2	27	disease
C3554460	COLORECTAL CANCER, SUSCEPTIBILITY TO, 12			Finding			GWASCAT	165	368	350	disease
C3661523	Congenital Intestinal Aganglionosis	C16;C06	   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Digestive System Diseases	Disease or Syndrome		disease of anatomical entity	GWASCAT	3	16	32	disease
C3714625	Neuropathic pain	C23	   Pathological Conditions, Signs and Symptoms	Finding			GWASCAT	3	9	28	phenotype
C3714744	Psychosexual dysfunction	F03	   Mental Disorders	Mental or Behavioral Dysfunction			GWASCAT	3	4	21	disease
C3811131	Estrogen Receptor Measurement			Laboratory Procedure			GWASCAT	1	1	2	phenotype
C3812686	Interleukin 1 Receptor Antagonist Measurement			Laboratory Procedure			GWASCAT	6	11	26	phenotype
C3815172	Interleukin 1 Beta Measurement			Laboratory Procedure			GWASCAT	11	149	51	phenotype
C3822553	response to cyclophosphamide			Cell Function			GWASCAT	1	1	4	phenotype
C3828530	Platelet Component Distribution Width Measurement			Laboratory Procedure			GWASCAT	134	200	273	phenotype
C3830345	ECOG Performance Status 1			Finding			GWASCAT	5	7	8	phenotype
C3850153	Ovarian Reserve			Organ or Tissue Function			GWASCAT	2	4	13	phenotype
C3887551	Memory dysfunction	F03	   Mental Disorders	Mental or Behavioral Dysfunction		disease of mental health	GWASCAT	1	2	6	disease
C3890205	Polyarticular Juvenile Idiopathic Arthritis, Rheumatoid Factor Negative	C17;C05;C20	   Skin and Connective Tissue Diseases;    Musculoskeletal Diseases;    Immune System Diseases	Disease or Syndrome		disease of anatomical entity	GWASCAT	24	31	181	disease
C3890352	P-Selectin Measurement			Laboratory Procedure			GWASCAT	1	2	2	phenotype
C3893645	response to ACE inhibitor			Organism Function			GWASCAT	15	26	72	phenotype
C3894553	response to simvastatin			Cell Function			GWASCAT	21	37	71	phenotype
C3897558	Soluble Interleukin 6 Receptor Measurement			Laboratory Procedure			GWASCAT	17	25	132	phenotype
C3898105	Oligoarticular Juvenile Idiopathic Arthritis	C17;C05;C20	   Skin and Connective Tissue Diseases;    Musculoskeletal Diseases;    Immune System Diseases	Disease or Syndrome			GWASCAT	24	31	181	disease
C3899405	Decreased Attention			Sign or Symptom			GWASCAT	2	2	19	phenotype
C4014795	AUTOIMMUNE DISEASE, MULTISYSTEM, INFANTILE-ONSET, 1			Disease or Syndrome			GWASCAT	81	130	238	disease
C4021375	Attached earlobe			Finding	Abnormality of the ear		GWASCAT	1	2	10	phenotype
C4021813	Oral cleft			Congenital Abnormality	Abnormality of head or neck		GWASCAT	8	20	66	disease
C4022792	Reduced ejection fraction			Finding	Abnormality of the cardiovascular system		GWASCAT	9	30	27	phenotype
C4025843	Abnormality of refraction			Anatomical Abnormality	Abnormality of the eye		GWASCAT	20	29	59	disease
C4048548	Anti-Mullerian Hormone Measurement			Laboratory Procedure			GWASCAT	7	9	44	phenotype
C4049006	Selective immunoglobulin A deficiency			Disease or Syndrome		genetic disease; disease of anatomical entity	GWASCAT	11	19	99	disease
C4049090	Alopecia, Androgenetic, 1			Disease or Syndrome		disease of anatomical entity	GWASCAT	39	104	171	disease
C4049919	Insulin Sensitivity Measurement			Laboratory Procedure			GWASCAT	14	32	143	phenotype
C4049938	Physical Activity Measurement			Laboratory Procedure			GWASCAT	160	355	357	phenotype
C4050214	Cholesteryl Ester Transfer Protein Measurement			Laboratory Procedure			GWASCAT	1	3	13	phenotype
C4050407	Pauci-immune Glomerulonephritis associated with Granulomatosis with Polyangiitis	C13;C12	   Female Urogenital Diseases and Pregnancy Complications;    Male Urogenital Diseases	Disease or Syndrome			GWASCAT	1	5	16	disease
C4050627	Soluble P-Selectin Measurement			Laboratory Procedure			GWASCAT	1	3	2	phenotype
C4082304	Oligodontia			Congenital Abnormality	Abnormality of head or neck	disease of anatomical entity	GWASCAT	5	8	57	disease
C4082937	Necrotizing enterocolitis in fetus OR newborn	C06	   Digestive System Diseases	Disease or Syndrome		disease of anatomical entity	GWASCAT	2	3	5	disease
C4083212	Alopecia, Male Pattern	C23;C17	   Pathological Conditions, Signs and Symptoms;    Skin and Connective Tissue Diseases	Disease or Syndrome	Abnormality of the integument	disease of anatomical entity	GWASCAT	39	104	171	disease
C4235577	response to bleomycin			Cell Function			GWASCAT	1	2	4	phenotype
C4255374	Frontal fibrosing alopecia			Disease or Syndrome			GWASCAT	6	13	118	disease
C4268744	Atypical femoral fracture			Pathologic Function			GWASCAT	12	23	61	phenotype
C4275079	Posterior cortical atrophy syndrome			Disease or Syndrome			GWASCAT	2	5	20	disease
C4277682	Chemical and Drug Induced Liver Injury	C06;C25	   Digestive System Diseases;    Chemically-Induced Disorders	Disease or Syndrome			GWASCAT	22	38	205	disease
C4280669	Velopharyngeal dysfunction			Finding	Abnormality of head or neck		GWASCAT	18	33	60	phenotype
C4280778	Modic type vertebral endplate changes			Finding	Abnormality of the skeletal system		GWASCAT	1	2	33	phenotype
C4285693	HIV-associated neurocognitive disorder	C01;C20	   Infections;    Immune System Diseases	Disease or Syndrome			GWASCAT	1	3	8	disease
C4310638	TOOTH AGENESIS, SELECTIVE, 9			Congenital Abnormality			GWASCAT	5	8	57	disease
C4310768	AUTOIMMUNE DISEASE, MULTISYSTEM, INFANTILE-ONSET, 2			Disease or Syndrome			GWASCAT	81	130	238	disease
C4315130	Hippocampal atrophy			Finding	Abnormality of the nervous system		GWASCAT	9	11	34	phenotype
C4317009	Diverticular Diseases	C06	   Digestive System Diseases	Disease or Syndrome			GWASCAT	56	88	189	group
C4318750	Chemokine (C-C Motif) Ligand 19 Measurement			Laboratory Procedure			GWASCAT	4	2	33	phenotype
C4321465	Chemokine (C-X-C Motif) Ligand 6 Measurement			Laboratory Procedure			GWASCAT	1	1	5	phenotype
C4505222	Sleep Onset Latency			Finding			GWASCAT	5	9	39	phenotype
C4521577	Neck Pain Score 1			Finding			GWASCAT	5	7	8	phenotype
C4522089	Hepatocyte Growth Factor Measurement			Laboratory Procedure			GWASCAT	3	6	16	phenotype
C4522123	Nerve Growth Factor Measurement			Laboratory Procedure			GWASCAT	3	5	12	phenotype
C4524092	Chronic rhinosinusitis with nasal polyps			Neoplastic Process			GWASCAT	1	1	3	disease
C4528257	Corpuscular Hemoglobin Concentration Mean			Laboratory or Test Result			GWASCAT	86	165	210	phenotype
C4551854	HYPOPLASTIC LEFT HEART SYNDROME 1	C16;C14	   Congenital, Hereditary, and Neonatal Diseases and Abnormalities;    Cardiovascular Diseases	Disease or Syndrome		disease of anatomical entity	GWASCAT	7	10	26	disease
C4553013	Chemokine (C-C Motif) Ligand 21 Measurement			Laboratory Procedure			GWASCAT	2	1	8	phenotype
C4553157	Interleukin 1 Receptor-Like 1 Measurement			Laboratory Procedure			GWASCAT	5	6	27	phenotype
C4706572	Invasive non-typhoidal salmonellosis	C01	   Infections	Disease or Syndrome			GWASCAT	2	2	29	disease
C4721453	Peripheral Nervous System Diseases	C10	   Nervous System Diseases	Disease or Syndrome	Abnormality of the nervous system	disease of anatomical entity	GWASCAT	2	6	15	group
C4721579	Secondary malignant neoplasm of colon and/or rectum	C06;C04	   Digestive System Diseases;    Neoplasms	Neoplastic Process			GWASCAT	17	28	88	disease
C4721610	Carcinoma, Ovarian Epithelial	C04;C13;C19	   Neoplasms;    Female Urogenital Diseases and Pregnancy Complications;    Endocrine System Diseases	Neoplastic Process	Abnormality of the genitourinary system; Neoplasm	disease of anatomical entity; disease of cellular proliferation	GWASCAT	1	1	4	disease
C4722014	Kynurenine Measurement			Laboratory Procedure			GWASCAT	2	3	9	phenotype
C4722217	E-selectin Measurement			Laboratory Procedure			GWASCAT	2	6	66	phenotype
C4722224	Vascular Endothelial Growth Factor Receptor 2 Measurement			Laboratory Procedure			GWASCAT	1	2	2	phenotype
C4722277	NEUROPATHY, CONGENITAL HYPOMYELINATING, 2			Disease or Syndrome			GWASCAT	3	6	12	disease
C4748608	NEUROPATHY, CONGENITAL HYPOMYELINATING, 3			Disease or Syndrome			GWASCAT	3	6	12	disease
C4749367	Mesial temporal lobe epilepsy with hippocampal sclerosis	C10	   Nervous System Diseases	Disease or Syndrome			GWASCAT	2	1	8	disease
