	ComplexID	ComplexName	GO ID	GO description	NumSubunits
165	376	PCNA-MutS-alpha-MutL-alpha-DNA complex	GO:0006281;GO:0003677;GO:0006974;GO:0005634	DNA repair;DNA binding;cellular response to DNA damage stimulus;nucleus	5
166	379	MutL-alpha complex	GO:0006281;GO:0003677;GO:0006974;GO:0005634	DNA repair;DNA binding;cellular response to DNA damage stimulus;nucleus	2
167	380	MutL-beta complex	GO:0006281;GO:0003677;GO:0006974;GO:0005634	DNA repair;DNA binding;cellular response to DNA damage stimulus;nucleus	2
168	386	Ubiquitin E3 ligase (UBADC1, RNF123)	GO:0016567;GO:0043161;GO:0006511;GO:0005515;GO:0005737	protein ubiquitination;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;protein binding;cytoplasm	2
169	387	MCM complex	GO:0051276;GO:0006260;GO:0005524;GO:0005694	chromosome organization;DNA replication;ATP binding;chromosome	6
170	390	Ubiquitin E3 ligase (SKP1A, FBXW2, CUL1)	GO:0016567;GO:0043161;GO:0006511;GO:0005515;GO:0030878;GO:0005737	protein ubiquitination;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;protein binding;thyroid gland development;cytoplasm	3
171	391	Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)	GO:0016567;GO:0005515;GO:0006974;GO:0006511;GO:0045087;GO:0051607;GO:0019048	protein ubiquitination;protein binding;cellular response to DNA damage stimulus;ubiquitin-dependent protein catabolic process;innate immune response;defense response to virus;modulation by virus of host process	3
172	393	Succinyl-CoA synthetase, GDP-forming	GO:0006163;GO:0006144;GO:0008152;GO:0005515;GO:0005525;GO:0005739	purine nucleotide metabolic process;purine nucleobase metabolic process;metabolic process;protein binding;GTP binding;mitochondrion	2
173	394	Succinyl-CoA synthetase, ADP-forming	GO:0006163;GO:0006144;GO:0008152;GO:0005515;GO:0005524;GO:0005739	purine nucleotide metabolic process;purine nucleobase metabolic process;metabolic process;protein binding;ATP binding;mitochondrion	2
174	404	Isocitrate dehydrogenase, cytoplasmic	GO:0008152;GO:0050661;GO:0005737;GO:0005777	metabolic process;NADP binding;cytoplasm;peroxisome	1
175	407	Guanylyl cyclase, soluble (GUCY1A2, GUCY1B3)	GO:0009187;GO:0005515;GO:0005737	cyclic nucleotide metabolic process;protein binding;cytoplasm	2
176	408	Guanylyl cyclase, soluble (GUCY1A3, GUCY1B3)	GO:0009187;GO:0005515;GO:0005737	cyclic nucleotide metabolic process;protein binding;cytoplasm	2
177	415	EXO1-MLH1-PMS2 complex	GO:0006308;GO:0006974;GO:0005634;GO:0006298	DNA catabolic process;cellular response to DNA damage stimulus;nucleus;mismatch repair	3
178	419	Farnesyltransferase	GO:0006497;GO:0005515	protein lipidation;protein binding	2
179	422	CAV3-DAG1 complex	GO:0005886;GO:0065003	plasma membrane;protein-containing complex assembly	2
180	424	EXO1-MLH1-PCNA complex	GO:0006308;GO:0006281;GO:0006974;GO:0005634	DNA catabolic process;DNA repair;cellular response to DNA damage stimulus;nucleus	3
181	425	MSH4-MSH5-GPS2 complex	GO:0006281;GO:0007131;GO:0006974	DNA repair;reciprocal meiotic recombination;cellular response to DNA damage stimulus	3
182	426	Meprin A	GO:0005515;GO:0005886;GO:0030163	protein binding;plasma membrane;protein catabolic process	2
183	428	Molybdopterin synthase	GO:0051191;GO:0009110;GO:0005515;GO:0032324	prosthetic group biosynthetic process;vitamin biosynthetic process;protein binding;molybdopterin cofactor biosynthetic process	2
184	429	Phosphatidylinositol 3-kinase complex (PIK3C3, PIK3R4)	GO:0006605;GO:0005515;GO:0007167;GO:0005886;GO:0046854;GO:0090160	protein targeting;protein binding;enzyme-linked receptor protein signaling pathway;plasma membrane;phosphatidylinositol phosphate biosynthetic process;Golgi to lysosome transport	2
185	430	18S U11/U12 snRNP	GO:0000398;GO:0006397;GO:0005634	mRNA splicing, via spliceosome;mRNA processing;nucleus	24
186	432	N-NOS-CHIP-HSP70-1 complex	GO:0043161;GO:0006511;GO:0005737	proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;cytoplasm	3
187	433	BASC complex (BRCA1-associated genome surveillance complex)	GO:0006281;GO:0006974;GO:0005634	DNA repair;cellular response to DNA damage stimulus;nucleus	12
188	434	BASC (Ab 80) complex (BRCA1-associated genome surveillance complex)	GO:0006281;GO:0006974;GO:0005634	DNA repair;cellular response to DNA damage stimulus;nucleus	8
189	435	BASC (Ab 81) complex (BRCA1-associated genome surveillance complex)	GO:0006281;GO:0006974;GO:0005634	DNA repair;cellular response to DNA damage stimulus;nucleus	6
190	436	BASC (Ab C-20) complex (BRCA1-associated genome surveillance complex)	GO:0006281;GO:0006974;GO:0005634	DNA repair;cellular response to DNA damage stimulus;nucleus	3
191	438	GCN5-TRRAP histone acetyltransferase complex	GO:0006281;GO:0006265;GO:2001141;GO:0006355;GO:0006974;GO:0051276	DNA repair;DNA topological change;regulation of RNA biosynthetic process;regulation of DNA-templated transcription;cellular response to DNA damage stimulus;chromosome organization	10
192	441	TFTC-type histone acetyl transferase complex	GO:0006265;GO:2001141;GO:0006355;GO:0023052;GO:0051276;GO:0005634;GO:0005102;GO:0016573	DNA topological change;regulation of RNA biosynthetic process;regulation of DNA-templated transcription;signaling;chromosome organization;nucleus;signaling receptor binding;histone acetylation	11
193	443	BP-SMAD complex	GO:0045893;GO:0005634	positive regulation of DNA-templated transcription;nucleus	8
194	460	CRB1-MPP5- PATJ complex	GO:0051211;GO:0009798;GO:0007043;GO:0030054	anisotropic cell growth;axis specification;cell-cell junction assembly;cell junction	3
195	461	CRB1-MPP4-MPP5 complex	GO:0009583;GO:0009416;GO:0007601	detection of light stimulus;response to light stimulus;visual perception	3
196	462	TFTC complex (TATA-binding protein-free TAF-II-containing complex)	GO:0006265;GO:0006352;GO:0045893;GO:0051276;GO:0005634;GO:0016573	DNA topological change;DNA-templated transcription initiation;positive regulation of DNA-templated transcription;chromosome organization;nucleus;histone acetylation	16
197	463	TFIID complex	GO:0006352;GO:0006355;GO:0003677;GO:0005634	DNA-templated transcription initiation;regulation of DNA-templated transcription;DNA binding;nucleus	11
198	466	Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)	GO:0016485;GO:0007219;GO:0005886;GO:0005794	protein processing;Notch signaling pathway;plasma membrane;Golgi apparatus	4
199	467	Gamma-secretase complex (APH1B, PSEN2, PSENEN, NCSTN)	GO:0016485;GO:0051090;GO:0023052;GO:0007219;GO:0005886;GO:0005794	protein processing;regulation of DNA-binding transcription factor activity;signaling;Notch signaling pathway;plasma membrane;Golgi apparatus	4
200	468	Gamma-secretase complex (APH1A, PSEN2, PSENEN, NCSTN)	GO:0016485;GO:0051090;GO:0023052;GO:0007219;GO:0005886;GO:0005794	protein processing;regulation of DNA-binding transcription factor activity;signaling;Notch signaling pathway;plasma membrane;Golgi apparatus	4
201	469	TFIID-beta complex	GO:0006352;GO:2001141;GO:0006355;GO:0005634	DNA-templated transcription initiation;regulation of RNA biosynthetic process;regulation of DNA-templated transcription;nucleus	12
202	470	TFTC complex (TATA-binding protein-free TAF-II-containing complex)	GO:0006265;GO:0006352;GO:0045893;GO:0051276;GO:0005634;GO:0016573	DNA topological change;DNA-templated transcription initiation;positive regulation of DNA-templated transcription;chromosome organization;nucleus;histone acetylation	17
203	471	PCAF complex	GO:0006265;GO:0006351;GO:2001141;GO:0006355;GO:0006473;GO:0051276;GO:0005634	DNA topological change;DNA-templated transcription;regulation of RNA biosynthetic process;regulation of DNA-templated transcription;protein acetylation;chromosome organization;nucleus	10
204	472	Prolyl 4-hydroxylase (alpha(I)-type)	GO:0018126;GO:0006479;GO:0005515;GO:0005783	protein hydroxylation;protein methylation;protein binding;endoplasmic reticulum	2
205	474	Prolyl 4-hydroxylase (alpha(III)-type)	GO:0018126;GO:0006479;GO:0005515;GO:0005783	protein hydroxylation;protein methylation;protein binding;endoplasmic reticulum	2
206	475	STAGA complex	GO:0006265;GO:0045893;GO:0006974;GO:0051276;GO:0005634;GO:0016573	DNA topological change;positive regulation of DNA-templated transcription;cellular response to DNA damage stimulus;chromosome organization;nucleus;histone acetylation	12
207	476	STAGA complex	GO:0006265;GO:0045893;GO:0006974;GO:0051276;GO:0005634;GO:0016573	DNA topological change;positive regulation of DNA-templated transcription;cellular response to DNA damage stimulus;chromosome organization;nucleus;histone acetylation	13
208	478	STAGA core complex	GO:0006265;GO:0045893;GO:0051276;GO:0005634;GO:0016573	DNA topological change;positive regulation of DNA-templated transcription;chromosome organization;nucleus;histone acetylation	3
209	485	TFIID complex, B-cell specific	GO:0006352;GO:2001141;GO:0006355;GO:0003677;GO:0005634	DNA-templated transcription initiation;regulation of RNA biosynthetic process;regulation of DNA-templated transcription;DNA binding;nucleus	12
210	486	WIP-WASp-actin-myosin-IIa complex	GO:0050896;GO:0030036;GO:0005856	response to stimulus;actin cytoskeleton organization;cytoskeleton	6
211	490	TFIIA complex	GO:0006352;GO:2001141;GO:0006355;GO:0005634	DNA-templated transcription initiation;regulation of RNA biosynthetic process;regulation of DNA-templated transcription;nucleus	2
212	492	DA complex	GO:0006352;GO:2001141;GO:0006355;GO:0003677;GO:0005634	DNA-templated transcription initiation;regulation of RNA biosynthetic process;regulation of DNA-templated transcription;DNA binding;nucleus	15
213	493	DAB complex	GO:0006352;GO:2001141;GO:0006355;GO:0003677;GO:0005634	DNA-templated transcription initiation;regulation of RNA biosynthetic process;regulation of DNA-templated transcription;DNA binding;nucleus	16
214	497	TAF4-TAF12 subcomplex of TFIID complex	GO:0006352;GO:2001141;GO:0006355;GO:0005515;GO:0005634	DNA-templated transcription initiation;regulation of RNA biosynthetic process;regulation of DNA-templated transcription;protein binding;nucleus	2
215	499	RYK-WNT1 complex	GO:0016055	Wnt signaling pathway	2
216	500	RYK-WNT3A complex	GO:0016055	Wnt signaling pathway	2
217	501	DVL1-RYK complex	GO:0016055	Wnt signaling pathway	2
218	508	TFIID complex	GO:0006352;GO:2001141;GO:0006355;GO:0003677;GO:0005634	DNA-templated transcription initiation;regulation of RNA biosynthetic process;regulation of DNA-templated transcription;DNA binding;nucleus	10
219	509	TFIID complex	GO:0006352;GO:2001141;GO:0006355;GO:0003677;GO:0005634	DNA-templated transcription initiation;regulation of RNA biosynthetic process;regulation of DNA-templated transcription;DNA binding;nucleus	12
220	513	TFTC complex (TATA-binding protein-free TAF-II-containing complex)	GO:0006265;GO:0006352;GO:0045893;GO:0006473;GO:0051276;GO:0005634	DNA topological change;DNA-templated transcription initiation;positive regulation of DNA-templated transcription;protein acetylation;chromosome organization;nucleus	17
221	514	TFIID-beta complex	GO:0006352;GO:2001141;GO:0006355;GO:0003677;GO:0005634	DNA-templated transcription initiation;regulation of RNA biosynthetic process;regulation of DNA-templated transcription;DNA binding;nucleus	12
222	517	AKAP5-PRKAR2A-PPP3CA complex	GO:0006605;GO:0015031;GO:0006468;GO:0006470;GO:0005886;GO:0005856;GO:0048167;GO:0019722	protein targeting;protein transport;protein phosphorylation;protein dephosphorylation;plasma membrane;cytoskeleton;regulation of synaptic plasticity;calcium-mediated signaling	3
223	518	AKAP250-PKA-PDE4D complex	GO:0006886;GO:0006605;GO:0008104;GO:0030234;GO:0050790;GO:0019933;GO:0005886	intracellular protein transport;protein targeting;protein localization;enzyme regulator activity;regulation of catalytic activity;cAMP-mediated signaling;plasma membrane	3
224	519	AMY-1-S-AKAP84-RII-beta complex	GO:0019933;GO:0007276;GO:0005739	cAMP-mediated signaling;gamete generation;mitochondrion	3
225	520	KCNQ1 macromolecular complex	GO:0005216;GO:0019933;GO:0050896	ion channel activity;cAMP-mediated signaling;response to stimulus	5
226	521	Polycystin-1-E-cadherin-beta-catenin complex	GO:0045216;GO:0007043;GO:0030855;GO:0002009;GO:0001822;GO:0005886;GO:0005737	cell-cell junction organization;cell-cell junction assembly;epithelial cell differentiation;morphogenesis of an epithelium;kidney development;plasma membrane;cytoplasm	3
227	522	Polycystin-1-E-cadherin-beta-catenin-Flotillin-2 complex	GO:0030301	cholesterol transport	4
228	525	TIP60 histone acetylase complex	GO:0006281;GO:0006915;GO:0003677	DNA repair;apoptotic process;DNA binding	5
229	527	TRPC3-TRPC4 channel complex, redox-sensitive	GO:0008324;GO:0006812;GO:0005216;GO:0000302;GO:0006979;GO:0005886	cation transmembrane transporter activity;cation transport;ion channel activity;response to reactive oxygen species;response to oxidative stress;plasma membrane	2
230	528	NuA4/Tip60-HAT complex	GO:0051276;GO:0006281;GO:0006265;GO:0003677;GO:0005634;GO:0016573	chromosome organization;DNA repair;DNA topological change;DNA binding;nucleus;histone acetylation	15
231	529	NuA4/Tip60-HAT complex	GO:0051276;GO:0006281;GO:0006265;GO:0003677;GO:0005634;GO:0016573	chromosome organization;DNA repair;DNA topological change;DNA binding;nucleus;histone acetylation	16
232	531	XPA-ERCC1-ERCC4 complex	GO:0006281;GO:0006950;GO:0005634	DNA repair;response to stress;nucleus	3
233	533	IMP3-IMP4-MPP10 complex	GO:0005515;GO:0003723;GO:0005634;GO:0065003	protein binding;RNA binding;nucleus;protein-containing complex assembly	3
234	535	TRAP complex	GO:2001141;GO:0006355;GO:0051090;GO:0009755;GO:0023052;GO:0005634	regulation of RNA biosynthetic process;regulation of DNA-templated transcription;regulation of DNA-binding transcription factor activity;hormone-mediated signaling pathway;signaling;nucleus	16
235	536	TRPC1-TRPC3-TRPC7 complex	GO:0008324;GO:0006812;GO:0015267;GO:0006875;GO:0005886	cation transmembrane transporter activity;cation transport;channel activity;cellular metal ion homeostasis;plasma membrane	3
236	541	IGF1-IGFBP3-ALS complex	GO:0050896	response to stimulus	3
237	547	SMCC complex	GO:2001141;GO:0006355;GO:0005515;GO:0051090;GO:0005634	regulation of RNA biosynthetic process;regulation of DNA-templated transcription;protein binding;regulation of DNA-binding transcription factor activity;nucleus	14
238	548	DRIP complex	GO:0045893;GO:0051090;GO:0009755;GO:0005634;GO:0016573	positive regulation of DNA-templated transcription;regulation of DNA-binding transcription factor activity;hormone-mediated signaling pathway;nucleus;histone acetylation	14
239	550	NOS3-CAV1-NOSTRIN complex	GO:0006886;GO:0006605;GO:0015031;GO:0005886	intracellular protein transport;protein targeting;protein transport;plasma membrane	3
240	551	core-histone (H2A/H2B/H3/H4)-TDIF2-TDT complex	GO:0005634;GO:0006338;GO:0003677	nucleus;chromatin remodeling;DNA binding	6
241	552	IFNAR1-IFNAR2-IFNB1 complex	GO:0060337;GO:0045087;GO:0019221;GO:0051607	type I interferon signaling pathway;innate immune response;cytokine-mediated signaling pathway;defense response to virus	3
242	553	RHOA-IP3R-TRPC1 complex	GO:0008324;GO:0006812;GO:0005216;GO:0006875;GO:0005886	cation transmembrane transporter activity;cation transport;ion channel activity;cellular metal ion homeostasis;plasma membrane	3
243	554	PBAF complex	GO:0005634;GO:0051276;GO:0003677;GO:0006265;GO:0009755;GO:0045893	nucleus;chromosome organization;DNA binding;DNA topological change;hormone-mediated signaling pathway;positive regulation of DNA-templated transcription	10
244	555	BAF complex	GO:0006265;GO:0045893;GO:0003677;GO:0051276;GO:0005694	DNA topological change;positive regulation of DNA-templated transcription;DNA binding;chromosome organization;chromosome	9
245	556	PBAF complex, BAF200-specific	GO:0006265;GO:0045893;GO:0003677;GO:0009755;GO:0051276;GO:0005694;GO:0005634	DNA topological change;positive regulation of DNA-templated transcription;DNA binding;hormone-mediated signaling pathway;chromosome organization;chromosome;nucleus	8
246	557	TRP1-G alpha-11-IP3R3-CAV1 signaling complex	GO:0008324;GO:0006812;GO:0005216;GO:0006875;GO:0005886	cation transmembrane transporter activity;cation transport;ion channel activity;cellular metal ion homeostasis;plasma membrane	4
247	558	Channel complex TRPM6-TRPM7	GO:0008324;GO:0006812;GO:0005216;GO:0005886	cation transmembrane transporter activity;cation transport;ion channel activity;plasma membrane	2
248	559	Decapping complex	GO:0043488;GO:0005737	regulation of mRNA stability;cytoplasm	5
249	561	LSm1-7 complex	GO:0043488;GO:0003723;GO:0005737	regulation of mRNA stability;RNA binding;cytoplasm	7
250	562	LSm2-8 complex	GO:0008380;GO:0003723;GO:0005737;GO:0005634	RNA splicing;RNA binding;cytoplasm;nucleus	7
251	563	F1F0-ATPase, mitochondrial	GO:0009060;GO:0022904;GO:0005743;GO:0006754;GO:0042776;GO:1904949	aerobic respiration;respiratory electron transport chain;mitochondrial inner membrane;ATP biosynthetic process;proton motive force-driven mitochondrial ATP synthesis;ATPase complex	16
