Network	GO Branch	Term	Term name	P-value	Term_size	Intersection	Expected	Observed/Expected
InBio	CC	GO:0000228	nuclear chromosome	7.23E-05	206	201	186.10	1.08
InBio	CC	GO:0005811	lipid droplet	3.83E-03	102	100	92.15	1.09
InBio	CC	GO:0005777	peroxisome	2.24E-02	142	136	128.28	1.06
InBio	CC	GO:0031012	extracellular matrix	3.56E-02	564	524	509.53	1.03
InBio	CC	GO:0005929	cilium	9.05E-01	842	760	760.67	1.00
InnateDB All	CC	GO:0005730	nucleolus	2.87E-48	988	946	792.24	1.19
InnateDB All	CC	GO:0005739	mitochondrion	5.56E-41	1671	1531	1339.91	1.14
InnateDB All	CC	GO:0005615	extracellular space	2.55E-35	3190	2801	2557.93	1.10
InnateDB All	CC	GO:0005768	endosome	5.78E-32	1037	964	831.53	1.16
InnateDB All	CC	GO:0005815	microtubule organizing center	2.45E-27	843	786	675.97	1.16
InnateDB All	CC	GO:0005783	endoplasmic reticulum	2.07E-21	2020	1773	1619.76	1.09
InnateDB All	CC	GO:0005840	ribosome	8.26E-19	222	220	178.01	1.24
InnateDB All	CC	GO:0005635	nuclear envelope	1.14E-17	493	462	395.32	1.17
InnateDB All	CC	GO:0005764	lysosome	1.84E-16	747	680	598.99	1.14
InnateDB All	CC	GO:0005794	Golgi apparatus	3.92E-11	1636	1410	1311.84	1.07
InnateDB All	CC	GO:0000228	nuclear chromosome	5.44E-08	206	193	165.18	1.17
InnateDB All	CC	GO:0005777	peroxisome	1.17E-04	142	131	113.86	1.15
InnateDB All	CC	GO:0005811	lipid droplet	8.64E-03	102	92	81.79	1.12
InnateDB All	CC	GO:0005929	cilium	1.33E-01	842	658	675.17	0.97
InnateDB All	CC	GO:0031012	extracellular matrix	2.18E-01	564	464	452.25	1.03
InnateDB Curated	CC	GO:0005615	extracellular space	2.04E-47	3190	1287	939.67	1.37
InnateDB Curated	CC	GO:0005730	nucleolus	3.97E-40	988	484	291.03	1.66
InnateDB Curated	CC	GO:0005840	ribosome	1.44E-19	222	130	65.39	1.99
InnateDB Curated	CC	GO:0005815	microtubule organizing center	2.44E-11	843	337	248.32	1.36
InnateDB Curated	CC	GO:0005635	nuclear envelope	2.06E-09	493	207	145.22	1.43
InnateDB Curated	CC	GO:0000228	nuclear chromosome	8.28E-08	206	97	60.68	1.60
InnateDB Curated	CC	GO:0005768	endosome	6.17E-07	1037	378	305.47	1.24
InnateDB Curated	CC	GO:0005739	mitochondrion	1.97E-06	1671	578	492.22	1.17
InnateDB Curated	CC	GO:0005764	lysosome	1.63E-05	747	274	220.04	1.25
InnateDB Curated	CC	GO:0031012	extracellular matrix	5.08E-04	564	204	166.14	1.23
InnateDB Curated	CC	GO:0005783	endoplasmic reticulum	1.24E-03	2020	658	595.03	1.11
InnateDB Curated	CC	GO:0005794	Golgi apparatus	2.15E-02	1636	523	481.91	1.09
InnateDB Curated	CC	GO:0005811	lipid droplet	1.29E-01	102	37	30.05	1.23
InnateDB Curated	CC	GO:0005929	cilium	1.52E-01	842	229	248.03	0.92
InnateDB Curated	CC	GO:0005777	peroxisome	2.68E-01	142	48	41.83	1.15
IntAct	CC	GO:0005739	mitochondrion	1.00E-34	1671	1616	1483.18	1.09
IntAct	CC	GO:0005815	microtubule organizing center	1.20E-25	843	827	748.25	1.11
IntAct	CC	GO:0005730	nucleolus	2.45E-25	988	963	876.95	1.10
IntAct	CC	GO:0005615	extracellular space	2.90E-23	3190	2984	2831.45	1.05
IntAct	CC	GO:0005768	endosome	3.05E-18	1037	997	920.44	1.08
IntAct	CC	GO:0005783	endoplasmic reticulum	1.11E-16	2020	1897	1792.95	1.06
IntAct	CC	GO:0005764	lysosome	2.31E-15	747	722	663.04	1.09
IntAct	CC	GO:0005794	Golgi apparatus	1.78E-10	1636	1526	1452.11	1.05
IntAct	CC	GO:0005635	nuclear envelope	3.12E-10	493	476	437.59	1.09
IntAct	CC	GO:0005840	ribosome	2.51E-09	222	220	197.05	1.12
IntAct	CC	GO:0000228	nuclear chromosome	8.24E-05	206	199	182.85	1.09
IntAct	CC	GO:0005777	peroxisome	4.31E-04	142	138	126.04	1.09
IntAct	CC	GO:0005811	lipid droplet	4.02E-02	102	97	90.54	1.07
IntAct	CC	GO:0005929	cilium	8.35E-02	842	763	747.36	1.02
IntAct	CC	GO:0031012	extracellular matrix	1.76E-01	564	511	500.61	1.02
iRefIndex	CC	GO:0005815	microtubule organizing center	1.13E-04	843	796	765.68	1.04
iRefIndex	CC	GO:0005739	mitochondrion	2.89E-03	1671	1551	1517.73	1.02
iRefIndex	CC	GO:0005615	extracellular space	5.75E-03	3190	2938	2897.40	1.01
iRefIndex	CC	GO:0005783	endoplasmic reticulum	7.95E-03	2020	1867	1834.72	1.02
iRefIndex	CC	GO:0005794	Golgi apparatus	1.54E-02	1636	1513	1485.94	1.02
iRefIndex	CC	GO:0005635	nuclear envelope	3.93E-02	493	461	447.78	1.03
iRefIndex	CC	GO:0031012	extracellular matrix	4.51E-02	564	526	512.27	1.03
iRefIndex	CC	GO:0005730	nucleolus	6.15E-02	988	914	897.38	1.02
iRefIndex	CC	GO:0005768	endosome	9.68E-02	1037	957	941.88	1.02
iRefIndex	CC	GO:0005929	cilium	1.12E-01	842	778	764.77	1.02
iRefIndex	CC	GO:0000228	nuclear chromosome	1.81E-01	206	193	187.10	1.03
iRefIndex	CC	GO:0005777	peroxisome	1.87E-01	142	134	128.98	1.04
iRefIndex	CC	GO:0005840	ribosome	2.91E-01	222	197	201.64	0.98
iRefIndex	CC	GO:0005764	lysosome	4.38E-01	747	685	678.48	1.01
iRefIndex	CC	GO:0005811	lipid droplet	1.00E+00	102	93	92.64	1.00
MatrixDB	CC	GO:0005615	extracellular space	2.32E-85	3190	2413	1933.53	1.25
MatrixDB	CC	GO:0005730	nucleolus	1.07E-63	988	836	598.85	1.40
MatrixDB	CC	GO:0005739	mitochondrion	1.41E-49	1671	1286	1012.83	1.27
MatrixDB	CC	GO:0005815	microtubule organizing center	2.46E-44	843	695	510.96	1.36
MatrixDB	CC	GO:0005840	ribosome	2.41E-36	222	214	134.56	1.59
MatrixDB	CC	GO:0005768	endosome	1.35E-21	1037	771	628.55	1.23
MatrixDB	CC	GO:0031012	extracellular matrix	2.51E-21	564	446	341.85	1.30
MatrixDB	CC	GO:0005635	nuclear envelope	1.02E-15	493	382	298.82	1.28
MatrixDB	CC	GO:0000228	nuclear chromosome	1.24E-12	206	172	124.86	1.38
MatrixDB	CC	GO:0005764	lysosome	1.89E-10	747	535	452.77	1.18
MatrixDB	CC	GO:0005783	endoplasmic reticulum	3.76E-08	2020	1338	1224.37	1.09
MatrixDB	CC	GO:0005794	Golgi apparatus	4.00E-05	1636	1069	991.62	1.08
MatrixDB	CC	GO:0005777	peroxisome	5.73E-03	142	102	86.07	1.19
MatrixDB	CC	GO:0005811	lipid droplet	8.40E-01	102	63	61.82	1.02
MatrixDB	CC	GO:0005929	cilium	8.85E-01	842	508	510.35	1.00
Mentha	CC	GO:0005739	mitochondrion	5.93E-34	1671	1609	1473.72	1.09
Mentha	CC	GO:0005730	nucleolus	4.53E-29	988	965	871.35	1.11
Mentha	CC	GO:0005615	extracellular space	1.53E-20	3190	2960	2813.38	1.05
Mentha	CC	GO:0005815	microtubule organizing center	1.78E-18	843	814	743.47	1.09
Mentha	CC	GO:0005768	endosome	1.08E-17	1037	992	914.57	1.08
Mentha	CC	GO:0005783	endoplasmic reticulum	9.18E-16	2020	1885	1781.52	1.06
Mentha	CC	GO:0005764	lysosome	3.65E-15	747	719	658.81	1.09
Mentha	CC	GO:0005840	ribosome	3.50E-11	222	221	195.79	1.13
Mentha	CC	GO:0005635	nuclear envelope	3.90E-11	493	476	434.80	1.09
Mentha	CC	GO:0005794	Golgi apparatus	7.26E-10	1636	1516	1442.85	1.05
Mentha	CC	GO:0000228	nuclear chromosome	3.13E-07	206	202	181.68	1.11
Mentha	CC	GO:0005777	peroxisome	2.05E-04	142	138	125.24	1.10
Mentha	CC	GO:0005811	lipid droplet	2.98E-02	102	97	89.96	1.08
Mentha	CC	GO:0031012	extracellular matrix	4.26E-01	564	504	497.41	1.01
Mentha	CC	GO:0005929	cilium	7.43E-01	842	746	742.59	1.00
MINT	CC	GO:0005730	nucleolus	9.36E-75	988	756	482.26	1.57
MINT	CC	GO:0005739	mitochondrion	4.78E-47	1671	1095	815.64	1.34
MINT	CC	GO:0005840	ribosome	1.21E-43	222	204	108.36	1.88
MINT	CC	GO:0005815	microtubule organizing center	1.23E-31	843	576	411.48	1.40
MINT	CC	GO:0005768	endosome	1.88E-23	1037	662	506.17	1.31
MINT	CC	GO:0000228	nuclear chromosome	8.05E-22	206	167	100.55	1.66
MINT	CC	GO:0005635	nuclear envelope	7.21E-19	493	337	240.64	1.40
MINT	CC	GO:0005615	extracellular space	4.76E-16	3190	1766	1557.08	1.13
MINT	CC	GO:0005764	lysosome	2.95E-08	747	439	364.62	1.20
MINT	CC	GO:0005783	endoplasmic reticulum	1.05E-06	2020	1090	985.99	1.11
MINT	CC	GO:0005794	Golgi apparatus	8.34E-06	1636	885	798.55	1.11
MINT	CC	GO:0031012	extracellular matrix	1.14E-03	564	237	275.30	0.86
MINT	CC	GO:0005929	cilium	1.12E-01	842	388	410.99	0.94
MINT	CC	GO:0005811	lipid droplet	3.21E-01	102	55	49.79	1.10
MINT	CC	GO:0005777	peroxisome	4.49E-01	142	74	69.31	1.07
MultiNet	CC	GO:0005730	nucleolus	9.06E-56	988	894	693.91	1.29
MultiNet	CC	GO:0005739	mitochondrion	1.25E-39	1671	1397	1173.60	1.19
MultiNet	CC	GO:0005840	ribosome	1.32E-24	222	215	155.92	1.38
MultiNet	CC	GO:0005615	extracellular space	2.08E-21	3190	2460	2240.45	1.10
MultiNet	CC	GO:0005768	endosome	2.15E-20	1037	855	728.32	1.17
MultiNet	CC	GO:0005815	microtubule organizing center	2.61E-16	843	694	592.07	1.17
MultiNet	CC	GO:0005635	nuclear envelope	9.68E-16	493	422	346.25	1.22
MultiNet	CC	GO:0005783	endoplasmic reticulum	1.84E-12	2020	1553	1418.72	1.09
MultiNet	CC	GO:0005764	lysosome	2.94E-12	747	607	524.64	1.16
MultiNet	CC	GO:0005794	Golgi apparatus	3.11E-10	1636	1258	1149.02	1.09
MultiNet	CC	GO:0000228	nuclear chromosome	2.19E-09	206	181	144.68	1.25
MultiNet	CC	GO:0005777	peroxisome	5.95E-04	142	118	99.73	1.18
MultiNet	CC	GO:0031012	extracellular matrix	1.31E-02	564	369	396.12	0.93
MultiNet	CC	GO:0005929	cilium	4.49E-02	842	565	591.37	0.96
MultiNet	CC	GO:0005811	lipid droplet	4.99E-02	102	81	71.64	1.13
PathwayCommons	CC	GO:0005615	extracellular space	2.27E-14	3190	3136	3066.62	1.02
PathwayCommons	CC	GO:0005783	endoplasmic reticulum	6.26E-11	2020	1990	1941.87	1.02
PathwayCommons	CC	GO:0005768	endosome	7.45E-11	1037	1030	996.89	1.03
PathwayCommons	CC	GO:0005815	microtubule organizing center	6.71E-08	843	836	810.40	1.03
PathwayCommons	CC	GO:0005764	lysosome	2.94E-07	747	741	718.11	1.03
PathwayCommons	CC	GO:0005794	Golgi apparatus	1.56E-05	1636	1603	1572.72	1.02
PathwayCommons	CC	GO:0005635	nuclear envelope	4.41E-05	493	489	473.93	1.03
PathwayCommons	CC	GO:0005739	mitochondrion	6.12E-05	1671	1635	1606.37	1.02
PathwayCommons	CC	GO:0031012	extracellular matrix	3.30E-04	564	557	542.19	1.03
PathwayCommons	CC	GO:0005730	nucleolus	6.41E-04	988	969	949.79	1.02
PathwayCommons	CC	GO:0005840	ribosome	2.55E-03	222	221	213.41	1.04
PathwayCommons	CC	GO:0000228	nuclear chromosome	2.68E-02	206	204	198.03	1.03
PathwayCommons	CC	GO:0005811	lipid droplet	3.50E-02	102	102	98.05	1.04
PathwayCommons	CC	GO:0005777	peroxisome	3.81E-01	142	139	136.51	1.02
PathwayCommons	CC	GO:0005929	cilium	8.55E-01	842	811	809.43	1.00
Phosphosite	CC	GO:0005815	microtubule organizing center	1.80E-37	843	281	134.07	2.10
Phosphosite	CC	GO:0005730	nucleolus	1.31E-28	988	292	157.13	1.86
Phosphosite	CC	GO:0000228	nuclear chromosome	5.96E-14	206	77	32.76	2.35
Phosphosite	CC	GO:0005768	endosome	9.80E-12	1037	247	164.92	1.50
Phosphosite	CC	GO:0005635	nuclear envelope	4.34E-10	493	132	78.40	1.68
Phosphosite	CC	GO:0031012	extracellular matrix	6.14E-10	564	41	89.70	0.46
Phosphosite	CC	GO:0005739	mitochondrion	3.50E-08	1671	347	265.75	1.31
Phosphosite	CC	GO:0005794	Golgi apparatus	3.95E-05	1636	320	260.18	1.23
Phosphosite	CC	GO:0005929	cilium	2.33E-02	842	158	133.91	1.18
Phosphosite	CC	GO:0005615	extracellular space	8.41E-02	3190	540	507.33	1.06
Phosphosite	CC	GO:0005811	lipid droplet	1.34E-01	102	22	16.22	1.36
Phosphosite	CC	GO:0005783	endoplasmic reticulum	2.60E-01	2020	339	321.25	1.06
Phosphosite	CC	GO:0005777	peroxisome	3.01E-01	142	27	22.58	1.20
Phosphosite	CC	GO:0005764	lysosome	3.58E-01	747	128	118.80	1.08
Phosphosite	CC	GO:0005840	ribosome	1.00E+00	222	35	35.31	0.99
PID2	CC	GO:0005615	extracellular space	3.64E-48	3190	701	430.13	1.63
PID2	CC	GO:0005768	endosome	2.25E-22	1037	253	139.83	1.81
PID2	CC	GO:0031012	extracellular matrix	1.09E-16	564	149	76.05	1.96
PID2	CC	GO:0005815	microtubule organizing center	1.33E-13	843	191	113.67	1.68
PID2	CC	GO:0005794	Golgi apparatus	5.64E-12	1636	316	220.59	1.43
PID2	CC	GO:0000228	nuclear chromosome	2.51E-08	206	58	27.78	2.09
PID2	CC	GO:0005730	nucleolus	9.49E-08	988	192	133.22	1.44
PID2	CC	GO:0005764	lysosome	6.75E-06	747	144	100.72	1.43
PID2	CC	GO:0005635	nuclear envelope	2.30E-05	493	100	66.47	1.50
PID2	CC	GO:0005783	endoplasmic reticulum	3.42E-05	2020	334	272.37	1.23
PID2	CC	GO:0005840	ribosome	4.03E-03	222	16	29.93	0.53
PID2	CC	GO:0005777	peroxisome	9.29E-03	142	9	19.15	0.47
PID2	CC	GO:0005739	mitochondrion	5.56E-02	1671	251	225.31	1.11
PID2	CC	GO:0005811	lipid droplet	1.44E-01	102	19	13.75	1.38
PID2	CC	GO:0005929	cilium	7.18E-01	842	117	113.53	1.03
PIPs	CC	GO:0005615	extracellular space	2.76E-79	3190	1345	895.53	1.50
PIPs	CC	GO:0005730	nucleolus	3.97E-31	988	444	277.36	1.60
PIPs	CC	GO:0005768	endosome	2.56E-19	1037	422	291.12	1.45
PIPs	CC	GO:0031012	extracellular matrix	1.04E-14	564	243	158.33	1.53
PIPs	CC	GO:0000228	nuclear chromosome	3.22E-08	206	95	57.83	1.64
PIPs	CC	GO:0005635	nuclear envelope	8.28E-08	493	193	138.40	1.39
PIPs	CC	GO:0005764	lysosome	7.09E-07	747	271	209.71	1.29
PIPs	CC	GO:0005794	Golgi apparatus	3.48E-06	1636	541	459.28	1.18
PIPs	CC	GO:0005840	ribosome	1.11E-05	222	93	62.32	1.49
PIPs	CC	GO:0005739	mitochondrion	5.55E-04	1671	409	469.10	0.87
PIPs	CC	GO:0005929	cilium	4.15E-03	842	200	236.38	0.85
PIPs	CC	GO:0005777	peroxisome	1.11E-01	142	31	39.86	0.78
PIPs	CC	GO:0005783	endoplasmic reticulum	1.35E-01	2020	596	567.08	1.05
PIPs	CC	GO:0005815	microtubule organizing center	1.58E-01	843	255	236.66	1.08
PIPs	CC	GO:0005811	lipid droplet	6.59E-01	102	26	28.63	0.91
PrePPI	CC	GO:0005730	nucleolus	2.81E-13	988	505	394.38	1.28
PrePPI	CC	GO:0005615	extracellular space	4.14E-12	3190	1449	1273.34	1.14
PrePPI	CC	GO:0005768	endosome	1.79E-09	1037	507	413.94	1.22
PrePPI	CC	GO:0005739	mitochondrion	6.96E-09	1671	557	667.01	0.84
PrePPI	CC	GO:0005815	microtubule organizing center	1.14E-07	843	411	336.50	1.22
PrePPI	CC	GO:0000228	nuclear chromosome	9.50E-07	206	117	82.23	1.42
PrePPI	CC	GO:0005794	Golgi apparatus	3.35E-03	1636	709	653.04	1.09
PrePPI	CC	GO:0031012	extracellular matrix	9.96E-03	564	255	225.13	1.13
PrePPI	CC	GO:0005635	nuclear envelope	1.98E-02	493	222	196.79	1.13
PrePPI	CC	GO:0005783	endoplasmic reticulum	3.12E-01	2020	785	806.32	0.97
PrePPI	CC	GO:0005929	cilium	4.29E-01	842	325	336.10	0.97
PrePPI	CC	GO:0005764	lysosome	5.17E-01	747	307	298.18	1.03
PrePPI	CC	GO:0005777	peroxisome	7.31E-01	142	59	56.68	1.04
PrePPI	CC	GO:0005811	lipid droplet	7.62E-01	102	39	40.71	0.96
PrePPI	CC	GO:0005840	ribosome	7.83E-01	222	91	88.61	1.03
PROPER	CC	GO:0005730	nucleolus	3.12E-80	988	724	437.45	1.66
PROPER	CC	GO:0005739	mitochondrion	7.11E-66	1671	1073	739.85	1.45
PROPER	CC	GO:0005840	ribosome	1.17E-50	222	203	98.29	2.07
PROPER	CC	GO:0005815	microtubule organizing center	1.66E-46	843	575	373.25	1.54
PROPER	CC	GO:0005635	nuclear envelope	3.54E-28	493	338	218.28	1.55
PROPER	CC	GO:0031012	extracellular matrix	2.63E-20	564	145	249.72	0.58
PROPER	CC	GO:0000228	nuclear chromosome	9.33E-18	206	152	91.21	1.67
PROPER	CC	GO:0005783	endoplasmic reticulum	2.95E-09	2020	1020	894.37	1.14
PROPER	CC	GO:0005794	Golgi apparatus	3.74E-09	1636	838	724.35	1.16
PROPER	CC	GO:0005768	endosome	6.52E-09	1037	550	459.14	1.20
PROPER	CC	GO:0005764	lysosome	2.92E-05	747	387	330.74	1.17
PROPER	CC	GO:0005777	peroxisome	2.40E-04	142	85	62.87	1.35
PROPER	CC	GO:0005811	lipid droplet	6.74E-03	102	59	45.16	1.31
PROPER	CC	GO:0005615	extracellular space	4.18E-02	3190	1360	1412.40	0.96
PROPER	CC	GO:0005929	cilium	2.28E-01	842	390	372.80	1.05
ProteomeHD	CC	GO:0005739	mitochondrion	1.13E-21	1671	186	91.23	2.04
ProteomeHD	CC	GO:0005730	nucleolus	1.70E-11	988	106	53.94	1.97
ProteomeHD	CC	GO:0031012	extracellular matrix	8.28E-09	564	5	30.79	0.16
ProteomeHD	CC	GO:0005840	ribosome	1.43E-08	222	35	12.12	2.89
ProteomeHD	CC	GO:0000228	nuclear chromosome	2.67E-06	206	29	11.25	2.58
ProteomeHD	CC	GO:0005768	endosome	1.15E-05	1037	90	56.62	1.59
ProteomeHD	CC	GO:0005764	lysosome	6.96E-05	747	67	40.78	1.64
ProteomeHD	CC	GO:0005635	nuclear envelope	1.12E-04	493	48	26.92	1.78
ProteomeHD	CC	GO:0005815	microtubule organizing center	2.52E-04	843	71	46.03	1.54
ProteomeHD	CC	GO:0005929	cilium	6.51E-03	842	29	45.97	0.63
ProteomeHD	CC	GO:0005615	extracellular space	2.33E-02	3190	201	174.16	1.15
ProteomeHD	CC	GO:0005783	endoplasmic reticulum	6.95E-02	2020	128	110.29	1.16
ProteomeHD	CC	GO:0005811	lipid droplet	5.08E-01	102	7	5.57	1.26
ProteomeHD	CC	GO:0005777	peroxisome	5.78E-01	142	9	7.75	1.16
ProteomeHD	CC	GO:0005794	Golgi apparatus	8.20E-01	1636	91	89.32	1.02
PTMCode2	CC	GO:0005615	extracellular space	9.76E-51	3190	1295	935.58	1.38
PTMCode2	CC	GO:0005730	nucleolus	3.29E-26	988	443	289.77	1.53
PTMCode2	CC	GO:0005768	endosome	6.89E-18	1037	431	304.14	1.42
PTMCode2	CC	GO:0005815	microtubule organizing center	2.56E-15	843	353	247.24	1.43
PTMCode2	CC	GO:0005840	ribosome	6.63E-13	222	116	65.11	1.78
PTMCode2	CC	GO:0000228	nuclear chromosome	2.51E-11	206	106	60.42	1.75
PTMCode2	CC	GO:0005794	Golgi apparatus	3.19E-11	1636	599	479.81	1.25
PTMCode2	CC	GO:0031012	extracellular matrix	4.92E-11	564	238	165.41	1.44
PTMCode2	CC	GO:0005764	lysosome	2.96E-10	747	298	219.08	1.36
PTMCode2	CC	GO:0005635	nuclear envelope	8.93E-09	493	204	144.59	1.41
PTMCode2	CC	GO:0005783	endoplasmic reticulum	5.25E-04	2020	660	592.44	1.11
PTMCode2	CC	GO:0005739	mitochondrion	5.20E-02	1671	525	490.08	1.07
PTMCode2	CC	GO:0005811	lipid droplet	3.27E-01	102	25	29.92	0.84
PTMCode2	CC	GO:0005929	cilium	6.15E-01	842	240	246.95	0.97
PTMCode2	CC	GO:0005777	peroxisome	8.53E-01	142	40	41.65	0.96
Reactome	CC	GO:0005615	extracellular space	2.51E-68	3190	1198	795.33	1.51
Reactome	CC	GO:0005768	endosome	1.63E-45	1037	462	258.54	1.79
Reactome	CC	GO:0005794	Golgi apparatus	1.18E-20	1636	569	407.89	1.39
Reactome	CC	GO:0005783	endoplasmic reticulum	2.96E-18	2020	668	503.62	1.33
Reactome	CC	GO:0005764	lysosome	6.25E-18	747	291	186.24	1.56
Reactome	CC	GO:0000228	nuclear chromosome	3.52E-15	206	104	51.36	2.02
Reactome	CC	GO:0031012	extracellular matrix	1.53E-13	564	219	140.62	1.56
Reactome	CC	GO:0005840	ribosome	1.70E-09	222	20	55.35	0.36
Reactome	CC	GO:0005635	nuclear envelope	3.59E-07	493	173	122.91	1.41
Reactome	CC	GO:0005815	microtubule organizing center	4.12E-07	843	274	210.18	1.30
Reactome	CC	GO:0005739	mitochondrion	5.24E-04	1671	476	416.61	1.14
Reactome	CC	GO:0005730	nucleolus	8.79E-04	988	291	246.33	1.18
Reactome	CC	GO:0005929	cilium	2.49E-02	842	238	209.93	1.13
Reactome	CC	GO:0005811	lipid droplet	5.17E-02	102	34	25.43	1.34
Reactome	CC	GO:0005777	peroxisome	1.44E-01	142	43	35.40	1.21
ReactomeFI	CC	GO:0005615	extracellular space	2.35E-36	3190	2563	2278.45	1.12
ReactomeFI	CC	GO:0005730	nucleolus	3.93E-32	988	858	705.68	1.22
ReactomeFI	CC	GO:0005768	endosome	5.22E-28	1037	887	740.67	1.20
ReactomeFI	CC	GO:0000228	nuclear chromosome	5.97E-20	206	198	147.13	1.35
ReactomeFI	CC	GO:0005840	ribosome	2.43E-19	222	211	158.56	1.33
ReactomeFI	CC	GO:0005815	microtubule organizing center	2.01E-14	843	696	602.11	1.16
ReactomeFI	CC	GO:0005794	Golgi apparatus	1.02E-13	1636	1295	1168.51	1.11
ReactomeFI	CC	GO:0005783	endoplasmic reticulum	1.34E-11	2020	1570	1442.78	1.09
ReactomeFI	CC	GO:0005764	lysosome	5.35E-11	747	610	533.54	1.14
ReactomeFI	CC	GO:0031012	extracellular matrix	1.16E-08	564	461	402.84	1.14
ReactomeFI	CC	GO:0005635	nuclear envelope	3.08E-08	493	405	352.12	1.15
ReactomeFI	CC	GO:0005739	mitochondrion	5.36E-04	1671	1254	1193.51	1.05
ReactomeFI	CC	GO:0005777	peroxisome	1.46E-03	142	118	101.42	1.16
ReactomeFI	CC	GO:0005929	cilium	5.58E-02	842	626	601.40	1.04
ReactomeFI	CC	GO:0005811	lipid droplet	5.83E-01	102	76	72.85	1.04
ReactomeFI(2022)	CC	GO:0005615	extracellular space	4.76E-43	3190	2610	2303.33	1.13
ReactomeFI(2022)	CC	GO:0005730	nucleolus	1.14E-28	988	856	713.38	1.20
ReactomeFI(2022)	CC	GO:0005768	endosome	4.71E-23	1037	880	748.76	1.18
ReactomeFI(2022)	CC	GO:0005840	ribosome	3.11E-22	222	215	160.29	1.34
ReactomeFI(2022)	CC	GO:0000228	nuclear chromosome	1.30E-15	206	194	148.74	1.30
ReactomeFI(2022)	CC	GO:0005764	lysosome	5.65E-13	747	622	539.37	1.15
ReactomeFI(2022)	CC	GO:0005783	endoplasmic reticulum	7.53E-12	2020	1586	1458.54	1.09
ReactomeFI(2022)	CC	GO:0005794	Golgi apparatus	3.87E-08	1636	1275	1181.27	1.08
ReactomeFI(2022)	CC	GO:0031012	extracellular matrix	2.73E-06	564	455	407.23	1.12
ReactomeFI(2022)	CC	GO:0005739	mitochondrion	6.97E-06	1671	1284	1206.54	1.06
ReactomeFI(2022)	CC	GO:0005815	microtubule organizing center	1.01E-05	843	664	608.69	1.09
ReactomeFI(2022)	CC	GO:0005777	peroxisome	1.47E-04	142	122	102.53	1.19
ReactomeFI(2022)	CC	GO:0005635	nuclear envelope	4.29E-04	493	390	355.97	1.10
ReactomeFI(2022)	CC	GO:0005929	cilium	2.71E-01	842	594	607.96	0.98
ReactomeFI(2022)	CC	GO:0005811	lipid droplet	3.76E-01	102	78	73.65	1.06
SignaLink	CC	GO:0005739	mitochondrion	2.50E-29	1671	1632	1524.07	1.07
SignaLink	CC	GO:0005815	microtubule organizing center	3.66E-23	843	834	768.87	1.08
SignaLink	CC	GO:0005615	extracellular space	5.48E-20	3190	3035	2909.50	1.04
SignaLink	CC	GO:0005730	nucleolus	1.80E-17	988	965	901.12	1.07
SignaLink	CC	GO:0005768	endosome	4.66E-16	1037	1009	945.81	1.07
SignaLink	CC	GO:0005764	lysosome	3.37E-14	747	731	681.31	1.07
SignaLink	CC	GO:0005783	endoplasmic reticulum	1.57E-12	2020	1922	1842.38	1.04
SignaLink	CC	GO:0005794	Golgi apparatus	2.76E-12	1636	1563	1492.14	1.05
SignaLink	CC	GO:0005635	nuclear envelope	1.01E-08	493	481	449.65	1.07
SignaLink	CC	GO:0005840	ribosome	5.81E-08	222	221	202.48	1.09
SignaLink	CC	GO:0000228	nuclear chromosome	2.58E-06	206	204	187.89	1.09
SignaLink	CC	GO:0005929	cilium	3.36E-03	842	791	767.96	1.03
SignaLink	CC	GO:0005777	peroxisome	7.01E-03	142	138	129.51	1.07
SignaLink	CC	GO:0031012	extracellular matrix	1.02E-02	564	531	514.41	1.03
SignaLink	CC	GO:0005811	lipid droplet	3.38E-02	102	99	93.03	1.06
SIGNOR	CC	GO:0005615	extracellular space	1.03E-44	3190	1183	854.63	1.38
SIGNOR	CC	GO:0005815	microtubule organizing center	1.60E-21	843	351	225.85	1.55
SIGNOR	CC	GO:0005768	endosome	1.96E-17	1037	400	277.82	1.44
SIGNOR	CC	GO:0005794	Golgi apparatus	8.78E-12	1636	558	438.30	1.27
SIGNOR	CC	GO:0005730	nucleolus	2.03E-09	988	348	264.69	1.31
SIGNOR	CC	GO:0005840	ribosome	8.52E-07	222	29	59.48	0.49
SIGNOR	CC	GO:0005635	nuclear envelope	1.92E-06	493	180	132.08	1.36
SIGNOR	CC	GO:0005783	endoplasmic reticulum	1.12E-05	2020	625	541.18	1.15
SIGNOR	CC	GO:0031012	extracellular matrix	2.53E-05	564	196	151.10	1.30
SIGNOR	CC	GO:0005764	lysosome	1.03E-04	747	247	200.13	1.23
SIGNOR	CC	GO:0000228	nuclear chromosome	1.49E-03	206	76	55.19	1.38
SIGNOR	CC	GO:0005739	mitochondrion	1.83E-01	1671	471	447.68	1.05
SIGNOR	CC	GO:0005777	peroxisome	2.16E-01	142	31	38.04	0.81
SIGNOR	CC	GO:0005811	lipid droplet	2.17E-01	102	33	27.33	1.21
SIGNOR	CC	GO:0005929	cilium	2.83E-01	842	239	225.58	1.06
SPIKE	CC	GO:0005615	extracellular space	8.98E-77	3190	2080	1605.99	1.30
SPIKE	CC	GO:0005730	nucleolus	6.29E-63	988	748	497.40	1.50
SPIKE	CC	GO:0005635	nuclear envelope	8.74E-22	493	352	248.20	1.42
