Gene Set Group	Gene Set Name	Source	Gene List (NCBI Gene IDs)	
Literature	Acute Megakaryocytic Leukemias	DisGeNET	"4613,3589,2056,2057,51727,10257,4629,4118,25,85019,2078,619554,5155,2597,3110,6198,60,2623,6722,2114,2120,2122,4684,5196,2125,6223,399959,3674,5216,5217,3683,3684,2147,2152,5739,8301,6772,6774,5243,1666,3717,6790,3718,8328,2186,2187,81037,5775,3222,57496,10395,9892,9700,7849,8877,2735,84662,8378,4283,53947,196,23237,4297,4300,207,388815,1236,9429,2260,213,4830,57591,5371,2811,7421,4352,4353,2308,2309,5894,7433,64783,5906,2322,7450,284,4893,286,801,290,805,5927,808,9513,3371,25901,4914,28471,4928,169792,1859,325,10578,341,344,8028,861,862,863,7010,8546,5478,875,4982,1401,7037,406912,7040,100293516,7056,6037,7066,1436,925,1437,5542,4015,6576,114609,952,3516,10180,102724560,93649,1490,6612,7124,472,3552,3553,4068,23013,3558,3047,3048,85477,3562,2539,23532,10221,7145,3569,3570,148979,7157"	
Literature	Acute Undifferentiated Leukemia	DisGeNET	"54790,2056,10765,3087,55824,3091,4629,25,100124700,2078,6688,8743,3131,2623,2624,596,3669,3674,604,6237,30817,2146,100,613,2149,3690,160364,4208,4211,27253,6776,6777,3205,7852,2736,54972,196,4297,6348,207,3791,2260,4311,8932,57060,6886,3815,7913,3309,6899,246,5371,10492,1789,7422,2305,4353,3855,2322,6418,22807,4893,2335,290,54583,10051,5956,84295,842,57167,5970,51540,8021,10584,6490,6491,2908,861,5468,863,6495,7015,1385,1387,10099,406913,22914,22918,10642,3479,1436,100528032,3490,4005,3497,947,55223,952,1977,26040,5562,5583,976,9173,1499,4066,5090,4582,3559,1511,3562,27115,6638,10225,23028,7157,3576,79870,389119"	
Literature	Acute monoblastic leukemia	DisGeNET	"100310785,4353,10243,3717,54790,4869,6790,7178,2187,171023,55824,2322,8851,286102,6427,43,1977,960,5956,115482694,4297,4170,8028,6237,10972,862,861,23522,8163,57060,867,3558,10728,3561,1387,7157,9212"	
Literature	Acute myelomonocytic leukemia	DisGeNET	"1536,55824,4629,25,1050,3109,3110,5163,43,653361,10801,2624,2113,4170,2125,64595,140885,79968,4193,3684,613,3177,1131,23157,3205,2185,2187,5781,3222,9370,3229,2209,3237,7852,1719,196,4297,10962,2260,4318,57060,238,5359,3315,4851,3316,57082,1788,11006,100310785,4353,10499,4869,2316,5903,2322,8988,4893,2335,79139,7974,7994,4928,5956,64324,5979,8028,861,862,860,865,1387,7037,896,7054,3479,923,1436,1435,1437,1440,929,930,121256,10153,100507056,947,952,1977,26040,7124,472,5594,2526,407008,993,101180900,4582,10216,63976,137196,7157,4602"	
Literature	Acute pancreatitis	DisGeNET	"2048,55297,2054,2064,2066,284697,10267,2081,94241,10282,49,2099,79924,2100,51257,378938,4153,60,2119,342096,115482705,10327,10330,340061,10333,4192,2147,2152,2153,90226,4210,2169,10365,126,128,6280,2185,6283,729230,10399,10401,2214,2215,167,10413,177,183,4282,191,197,6343,10439,4295,6347,6348,207,2260,213,4313,217,4318,6387,2294,6401,4353,6419,51477,80150,284,285,2335,8484,10533,6441,302,10544,306,325,331,335,338,343,344,345,348,355,10598,362,6513,8564,6530,338328,408,409,4507,10657,4513,22981,29126,8651,338382,462,51669,6616,473,2524,23011,8678,6641,6647,2551,6662,27152,51738,442907,8737,6690,551,4650,148022,8767,92737,23118,2641,596,602,84570,6749,6750,102724197,64102,10855,100125288,8811,10859,2671,6774,10875,23164,2688,6786,197259,10891,283297,64170,4780,685,8878,10928,2736,2740,4792,710,6857,6863,100188881,27352,4843,90865,4852,494324,2806,11005,2813,4878,6929,11035,8988,796,8999,113451,823,4922,2875,9021,834,842,846,847,6992,58191,11093,54106,864,2919,2920,875,7019,23411,9075,885,2936,7037,2944,7040,84868,80772,2950,2952,23436,693136,2965,7066,929,930,5027,388015,947,100289462,5047,7097,7098,7099,5054,54210,5058,7108,5068,102724560,7124,7128,7130,56288,7157,3082,5133,3091,7187,23583,1056,100506658,664617,100133941,1080,11330,3146,23636,3162,7298,5265,9365,9370,5290,5291,5293,5294,64689,7351,9402,5320,7369,3273,1241,7386,5340,7389,3297,9447,3303,3304,3306,3308,3315,3316,7412,1269,7421,7422,7432,7442,64788,5406,5408,25897,9518,3375,30001,79155,140596,3383,5444,1360,222545,1361,1364,5478,5481,3434,3439,1392,1398,3447,1401,406906,114041,3456,406914,3458,415116,5524,406933,1432,56729,406940,1440,5539,406947,1471,5580,406991,50639,5587,1491,406998,26073,5594,1499,5599,3552,3553,1508,3557,5606,3559,1511,407018,407021,3565,3569,3575,3576,5624,407040,3586,1540,3593,3596,5644,5645,5646,56848,3605,3606,1591,5697,5700,9807,3669,5728,1636,65125,5741,5743,5744,1649,3708,3710,1666,3717,9863,1672,1673,5788,7852,5806,26291,57016,59067,1728,7873,7879,3791,107075310,3827,9971,5879,5891,7941,7942,81671,151306,1803,3852,116496,10011,7965,5919,1827,116519,374569,1834,1843,5950,503618,5970,5972,79710,3934,3952,114548,3958,10105,26503,51083,8085,10139,1950,1956,1958,55213,4018,92086,4023,339896,79813,1991,4049,6098,2004,153562,51164,4068,2028,4087,4092,2047"	
Literature	Acute respiratory distress	DisGeNET	"3586,1033,3091,3605,3606,4638,3627,9261,450095,1080,4153,2114,3146,1612,100188754,3162,1634,1636,65125,2153,6761,1131,5743,4214,6774,7295,1153,2694,81031,1672,26762,5265,5266,9365,729238,9370,10397,3240,5290,5291,7852,54443,5294,5293,4780,64689,177,4790,183,185,4282,7356,1728,706,653509,710,5320,3273,6857,2252,8399,5329,8914,5334,738,6374,3308,340205,4846,90865,7422,4353,9474,5891,6404,7941,1287,102659353,7450,284,285,6439,6440,6441,7984,55604,3383,5443,325,5970,5972,5973,5465,2908,56160,106480993,355,356,362,1903,114548,406906,4988,7040,59272,8074,1421,7056,10135,4504,3479,27035,1950,6558,3486,5027,406947,79792,7098,7099,5054,958,959,7108,1991,1994,693200,4049,3026,7124,3030,26073,3552,3553,407008,4068,3557,4582,1511,3558,56300,3569,2034,574452,2551,3576,7167"	
Literature	Adenocarcinoma Of Esophagus	DisGeNET	"2048,2052,4103,4105,10,2064,2065,2067,2068,2072,25,90139,83998,57379,2099,4149,6198,60,2115,114757,2118,115482696,4170,51280,51283,10327,115482713,6236,4193,8289,115482723,8292,2149,653423,51330,4233,4236,51340,142,10381,2194,154,4255,10407,10413,6318,6317,185,147645,2246,2247,26827,6348,6351,6352,2258,213,4312,4313,4314,4316,4318,4320,2272,4321,4323,6373,2288,2289,2294,26871,55544,4350,2305,6414,270,2321,6422,2335,10534,301,57650,10551,28985,10562,324,80198,330,331,51534,339,246100,353,6497,355,356,133482,55662,2414,367,6513,6525,382,10628,390,4487,6535,4507,412,22943,4512,4513,373156,6566,407975,2475,4524,10671,434,2487,80314,443,445,6591,2495,6595,4548,51651,29126,29128,27086,2520,479,4582,8678,4583,4585,4586,495,27122,375287,100532731,80380,6657,4609,6659,6662,442891,55824,6678,442903,442902,51738,545,8743,6696,4650,558,2626,2627,170572,6736,595,596,602,8797,64115,6774,113278,6790,648,4745,8842,652,8847,8854,673,27306,8874,2735,688,4790,10950,718,6863,27349,10966,101954264,56033,4835,6885,4846,494324,6910,84740,6927,8988,799,8991,6949,811,11065,2882,11074,283460,11076,840,841,842,23373,857,4953,727897,864,9075,885,7031,2944,7040,693122,7045,2950,2952,60312,11162,5021,9122,931,7076,9123,7078,7097,7098,7099,958,11199,3014,7111,977,7124,983,994,999,9201,1012,7157,5111,1015,7161,574455,1019,1024,1025,1026,1029,3081,3082,5133,11278,7182,23569,1045,1048,23583,3105,3107,5156,5159,9261,23600,100133941,1080,5176,1084,1087,3146,9294,7249,158809,353376,5241,7298,9370,5277,5290,5291,5293,5294,7355,5307,1215,7361,259266,115908,5317,5319,7368,5321,7367,54474,7376,29919,5347,3308,3315,3316,7421,7422,9474,9475,7431,29974,3371,9518,5424,3383,728378,9536,7508,140628,7515,5468,7517,3429,406885,1387,7534,406899,9590,1401,3458,406919,1429,406935,3480,1432,3479,406937,406940,3485,3486,3490,3491,406951,406952,406963,406967,406972,406983,406986,406988,1485,406991,406997,5590,5594,1499,407008,407009,3553,1508,1509,407014,1510,5608,3569,3576,407034,407035,1540,1543,26122,151056,3605,83478,3606,5670,79400,26155,54828,1588,132660,1604,3655,3659,5715,3675,5728,5732,5734,1646,5743,5742,1666,3717,118430,50848,56996,7852,3757,57016,5820,1728,83655,3791,81631,57060,107075310,79602,9971,5879,1786,50943,100187907,3845,81671,151306,9997,3855,3860,5914,1822,5935,202559,51008,5956,51014,10057,3925,5983,1890,1901,3952,3965,3981,83853,100302736,59286,51094,151449,8091,1950,1954,1956,6060,1974,1977,1981,1991,4049,2018,2022,4072,92140,4084,4089,51196"	
Literature	Adenocarcinoma of colon	DisGeNET	"2048,2056,9,8201,2064,100616211,8220,4142,60,71,115482696,4170,4194,2147,2149,57447,2166,8313,8314,123,645249,6275,133,2182,6285,2192,148,151,165,177,51380,182,2235,190,4292,92359,90316,207,8399,4306,2260,101927125,214,213,4313,4314,4316,4318,4320,2272,231,6383,2288,2289,10479,6387,6401,8450,2308,4357,4360,4363,2316,51471,6416,346389,51478,283,284,2335,290,10534,302,2353,2354,10562,324,330,6476,335,6480,4436,4437,4440,2395,8549,55657,6513,6518,6523,22913,170384,63891,80279,410,8614,10663,10671,387521,387522,10690,6598,29126,168400,2524,2525,2526,2527,2528,6624,2529,4582,4583,4586,4588,6646,6647,4609,27165,143903,8737,84515,6693,8743,442920,10801,10808,6720,6722,583,150094,4691,596,6752,6754,10855,617,6768,27250,10869,23158,6778,8829,6783,2688,8837,4745,8842,652,84627,8856,673,680,682,8877,10928,23236,84687,6872,27352,6875,4830,10984,4841,10987,4851,2806,494336,84750,23314,6935,794,4893,801,805,808,2866,11061,4923,836,102724428,93010,857,727897,2921,2922,7019,2925,23411,9076,885,2934,889,890,892,7039,7040,7046,2956,7052,9122,9123,2980,9131,5047,11197,5054,960,5058,7108,965,7114,9170,7124,11226,693212,7138,998,999,1001,9201,7157,5111,1026,3078,7178,285708,3091,1044,1045,1048,1068,3117,100133941,11318,1087,353376,7289,7291,5243,7298,1159,87178,3219,9372,7335,5290,5291,5293,5294,345275,3265,5319,5320,100996301,5328,5329,7386,5338,283871,25824,5347,29927,1269,5371,7421,7422,1280,3329,7430,1295,5395,1301,1326,7472,79154,50484,50507,25937,1366,7512,5465,5464,5468,7518,3429,7534,3439,3447,1401,3458,54658,9603,406933,9622,3479,3481,1434,406937,1437,406942,1440,3490,100507056,406966,406967,406987,406988,406991,5594,5595,1499,5599,407008,1508,26085,3558,5608,3576,3586,1543,3600,151056,5653,3605,54822,1576,26168,5697,65094,5715,3673,1643,5743,100126320,5744,5753,54905,9869,1678,3727,3726,3725,5783,5789,56996,57007,5817,5829,1738,3814,3816,548596,5879,1789,50943,220930,5891,3845,83719,1803,1806,105682749,51014,3912,1869,3921,5970,3939,1909,3958,3960,1915,59272,8074,51083,8076,100302736,1950,1956,51114,1977,1993,51150,79823,55249,6098,59352,4060,51164,51176,4072,51182,4089,4092"	
Literature	Adenocarcinoma of large intestine	DisGeNET	"407040,2048,3586,6657,4609,1029,3078,1543,9,10,5130,5133,407053,2064,2065,3091,3605,5653,83478,1048,83992,538,1045,540,6690,6692,8741,79923,2100,1588,65078,9271,3643,3651,8772,581,2627,3576,115482696,100126794,10320,5715,595,596,55384,3162,340061,3678,441951,6750,4193,4194,100506211,1630,353376,641638,2151,5728,1644,2669,4601,5743,5111,5747,23158,6774,5243,2172,64127,7298,6275,6274,6277,56965,4233,8842,100130958,53905,4758,663,84634,9370,8862,2719,6304,673,4255,7335,8874,5291,5290,8877,5294,2735,27306,5293,23218,400566,404663,5820,54463,1215,3265,5314,4292,5829,6855,54474,1738,3791,3280,7378,4316,6868,27349,7385,10970,2778,1244,6364,4830,9950,6367,2272,4313,3811,100526820,4325,3814,54498,4843,7405,107075310,238,2288,3313,79602,4851,2289,3320,1789,494334,7422,2305,7428,3845,7430,11012,4360,3336,4363,2316,55054,407008,6418,5395,2324,346389,23314,6935,7448,57626,5915,8988,285,9501,541471,5920,100505887,290,284,10534,1830,2346,3371,100302124,10541,7472,105372978,308,28985,831,7490,324,836,51014,56648,143689,10058,1869,3920,1874,5972,341,4437,4436,5465,5979,860,5468,864,100506465,7010,10083,3429,8549,2919,133482,1387,79727,3952,6513,8050,23411,1395,3954,51573,10103,100506492,7039,2944,7040,3458,3456,2952,2956,100302736,9622,51094,3479,3481,27035,51100,1950,928,4513,9122,3489,373156,2980,1956,406948,6566,9123,3490,2475,4524,406958,10671,6576,11186,8626,406966,406968,1977,80316,9148,958,960,387521,387522,5058,1984,117189,6598,406982,406991,168400,22992,6098,7124,5590,2520,474,1499,6623,6624,407009,56288,2018,84961,4580,4582,998,55272,6121,4586,4583,407020,999,5617,3569,7157,5621,1015,10232,7161,2042,574460,55294"	
Literature	Adenocarcinoma of pancreas	DisGeNET	"2048,2056,9,8202,10253,2064,2065,2072,100124700,10287,10288,2099,2100,6198,57402,135228,60,2113,2120,115482696,4170,4171,51284,10327,115482713,2139,340061,84061,6239,6240,6241,2146,116833,4193,2149,2150,2152,2158,2160,4214,2168,4221,8317,6275,133,4233,10381,6298,2202,4253,10404,174,2237,2242,2246,6344,6346,207,2260,214,6358,8408,145624,6366,4318,2272,6376,6382,6383,240,2289,6387,248,250,8448,6400,4353,6402,2308,4360,2319,10519,284,285,2335,10534,6441,302,10555,324,6469,151888,6484,6487,351,84324,10598,55655,51564,6513,22915,4485,389,55693,29072,117145,410,4507,412,22943,4513,10671,22974,2494,6597,29126,338386,8660,472,2520,478,4582,4584,4585,4589,4597,10755,6662,23049,6667,6674,57876,442901,6678,84504,6687,84513,442913,6690,2597,442917,551,6696,8743,8741,6714,2627,4680,8780,595,596,6739,598,55902,6750,6752,27232,10855,10859,2669,6772,6774,6775,634,8828,8829,4734,6786,8839,649,6794,8856,672,673,675,27306,84651,8878,2735,4803,23239,84680,6857,738,10987,90865,6898,494324,6901,2806,760,4860,494336,2817,6928,6935,9002,113451,4922,4923,847,23383,9048,857,4953,864,7010,7015,11122,885,887,7037,894,2944,7040,7048,2952,84876,23436,7071,5037,91057,948,5047,7099,9149,5054,958,960,961,9154,11199,7108,23492,5068,5074,7124,9173,160728,574435,998,999,9201,7153,574453,23542,7157,3065,3066,7165,1026,1027,3077,1030,1029,3082,9230,23569,3091,1045,1048,23583,5159,3119,5171,126006,9271,1080,5176,5179,1084,1087,1089,11330,11335,400456,3159,3161,3164,56413,353376,5216,23650,3172,255082,23659,7276,7289,23682,81037,5265,3217,9365,9368,23705,9375,140453,5290,5291,5293,5294,64689,79026,404663,7351,9402,3265,9414,54474,79054,9423,5328,1234,1236,23765,5340,7422,25859,9476,7430,1301,7448,29985,25897,9518,3375,54577,7474,3383,5433,728378,5444,3397,50506,25945,7514,7515,7517,3429,100302187,406892,3437,9584,1398,100302202,406910,406913,3458,406921,100302220,3479,3480,1432,406937,406940,1437,3485,406947,26020,100302246,406952,26038,406983,406986,5578,406989,406991,406992,406994,406998,406999,26073,5594,1499,5599,3552,3553,3556,3559,407018,3569,407027,1524,3576,407040,1543,1544,407050,5644,7701,3606,3611,3620,5670,54822,1601,3651,28231,28234,1611,5715,3669,1630,5727,5728,1633,347745,1635,5726,65125,100126310,3691,54894,5743,5744,5747,54904,3714,3716,5768,3732,7839,56996,7852,57007,57016,5818,100093630,1728,5829,3791,79581,3814,7913,107075310,5879,9982,50943,5888,9984,7936,3845,5894,1800,7965,10013,3880,7980,5934,3897,105682749,5950,8000,51014,94025,5965,3918,5970,5979,10076,8029,8030,3934,26471,3949,79728,8050,3958,3960,102725509,57228,100302736,6037,3996,1948,1950,1956,81846,339896,51129,1994,4046,55248,2011,4060,100616157,8163,51176,4072,92140,2030,10232,4089,2043,8190"	
Literature	Adenocarcinoma of prostate	DisGeNET	"10247,8201,2064,55323,2078,31,4128,2099,2100,114757,10321,115482713,95,6241,4193,6256,51317,117,4218,51330,6275,6277,4236,2194,4254,2214,6319,4282,57534,4288,2247,6347,55502,207,55503,2260,8405,84182,4314,4316,4318,57584,10481,247,55554,2309,2321,10519,100505887,6441,2346,301,10551,10562,6478,4436,84317,353,354,358,367,6513,10614,374,8570,4477,6528,10626,6535,392,8600,27036,10657,4513,8611,6571,8624,8626,2483,8644,29126,219595,8655,4582,2534,4595,23028,6648,4601,6657,4609,4613,6664,55818,2571,8718,442903,442906,6690,8743,4654,23089,84530,571,2625,581,6736,595,596,613,6768,627,6774,8835,8840,651,664,90780,6814,673,23203,4772,27306,8877,8878,4803,6863,10970,4830,4851,4856,23309,6929,2837,221981,799,219938,158506,811,4922,9021,836,43847,2891,4956,7012,56165,7015,2922,7020,4985,7040,2950,7048,2956,80781,7052,23440,2965,11168,23462,23471,7088,947,7099,5054,960,7113,5071,7124,3032,7133,23519,9189,152559,3059,84981,7157,5111,1027,1029,3091,1048,5156,5163,11309,23600,113746,23636,1113,3170,3177,7298,87178,5270,9370,58531,3249,3250,7349,5304,54464,115908,7366,9420,5324,7380,3297,5349,7405,5361,1277,7422,9480,29968,1316,3371,9518,9520,79187,1365,5465,7515,5468,7517,5469,54623,3439,25970,7543,3447,7544,3458,140683,1429,406933,3479,1437,3486,3485,5536,5538,406947,146852,406959,1462,406984,5578,406987,406988,5579,406991,5586,1501,407006,407007,1508,1509,26086,3560,3569,5618,5619,1523,5623,3579,5627,407053,3605,3611,1588,3642,56904,5723,5728,147040,5743,5744,1672,341640,1678,81567,7852,1728,652995,3791,3815,79594,107075310,3845,79621,1805,10018,3875,10023,1844,51009,1857,5967,112476,112483,1906,1915,83856,3991,1950,4000,1956,1958,8125,6098,51164,6121,51181,6134,2039,2042"	
Literature	Adenocarcinoma of rectum	DisGeNET	"2048,1026,4615,8201,10257,3091,5141,1048,23583,65059,5670,23089,5176,54843,1084,1087,596,158809,1630,441951,608,91746,641638,107,7289,7298,2697,1678,10900,9370,105374879,672,673,4255,675,56996,10411,89780,5820,57534,4288,51400,54474,213,2775,4830,4320,10984,2792,9455,5874,5878,30968,494330,3845,102465800,79626,9997,3342,1806,57104,799,2346,811,113451,4907,11065,324,4436,401237,1890,406887,23405,3952,2932,114041,1401,6535,29072,693137,1956,85414,147372,9133,29106,339896,953,5054,29126,3014,1993,7124,5594,1508,574443,4588,3569,7157,7158,4087,4088,80380"	
Literature	Adenocarcinoma of small intestine	DisGeNET	"2944,7298,54658,3845,1029,4360,9100,2064,23583,673,675,1956,27306,5291,5290,5293,5294,196528,57026,4292,324,6597,4311,1499,91,92,5728,780897,8289,4583,4586,6513,7157,7291"	
Literature	"Adenocarcinoma, Clear Cell"	DisGeNET	"1029,6663,2064,132625,57876,145957,6696,23600,645682,2099,2100,201266,8242,580,2120,10825,81,2130,115482713,90,53340,5728,4193,8289,1645,57455,8314,219771,5243,4233,51352,2719,4255,675,140453,2739,7361,10436,207,2771,84692,2263,216,10970,4325,7403,7405,6382,3827,6906,2810,7422,9476,84740,3845,7428,7431,268,6928,10513,387882,8493,307,4916,823,57167,5460,5463,1385,7019,6517,3958,1401,7035,3965,10112,898,7045,29072,3987,923,11167,1956,85413,4012,9133,11186,8626,201163,8140,466,1491,1493,3029,6615,84441,1499,2526,6624,4582,3559,4584,6121,3569,27122,3570,7157,407029,5111,283130,642559"	
Literature	"Adenocarcinoma, Endometrioid"	DisGeNET	"3586,2050,1029,8205,23566,7184,2064,6678,10263,442914,2099,100133941,581,115482693,2119,115482696,4170,5715,595,3667,115482713,353376,8289,4194,5728,3172,23152,6774,5241,7291,6275,4739,6277,6280,5778,9370,57504,673,10403,3240,5290,5291,10923,5293,5294,57535,4288,196,10436,5829,4292,4301,2254,214,216,4313,6367,259307,9455,79602,4853,2303,9476,3845,4360,4363,268,6416,6935,28956,10534,5426,1843,57650,8507,6462,64321,10562,51014,94025,5971,1364,1365,4437,4440,9564,861,11102,64866,3429,57706,2922,6510,6513,23409,1913,7040,6530,3973,2956,100302736,51094,9112,3491,1956,7077,7080,406957,10671,11186,51639,6597,6598,406988,406989,84432,5585,2004,5076,1499,23013,2022,1000,407024,407025,7157,51703,1017,2047"	
Literature	Adenoid Cystic Carcinoma	DisGeNET	"6657,4609,1540,1029,10244,6663,407050,2064,2065,3091,7189,144406,442906,3611,31,32,23583,619556,6693,1063,8743,8754,5175,9790,2623,4162,115482696,10314,115482699,1612,6736,5713,2130,5715,595,339541,597,596,115482713,4089,5727,353376,4193,5728,102,57447,9839,5743,374897,4602,6774,8828,2173,7295,10879,6271,7298,132,9351,2697,8842,9355,6285,3217,664,56477,2719,672,57509,5290,5291,7852,5292,5294,57007,100873904,5293,682,4781,5300,4790,4282,699,9927,9416,84680,5324,3280,1234,10962,214,84182,10969,10970,4313,4318,4837,25830,3815,4842,4843,7405,6382,10481,8434,3315,4851,4853,6899,5879,4855,3316,494324,3835,1786,7422,7424,9474,3845,7431,3339,3855,10000,5396,346389,3861,8988,23326,2335,801,805,10534,29991,808,8487,2346,7468,8493,4908,6449,4916,10551,55107,3397,51014,56649,3921,246100,864,406884,3429,358,6502,360,362,6513,100302196,7030,889,406910,7040,100302736,5521,5524,406932,11156,3480,3485,406942,4000,407037,3491,1956,999,407975,406954,2475,5036,55727,7087,1969,11186,8626,10671,960,80381,6594,29126,1485,406991,79823,9169,466,5587,7124,5077,6615,472,84441,100507098,1499,5594,9181,407007,1508,4069,3558,1509,51176,8678,220134,1003,6121,2535,4072,1002,27113,27123,7157,5111,1017,3578,4603,80380,5629"	
