NCBI Gene ID A	NCBI Gene ID B	Network/Network Coverage	Analysis Set	Model Number	pTM	ipTM	Model Confidence
6620	10456	BioPlex 293T	Unreported	4	0.19	0.1	0.118
9716	389421	BioPlex 293T	Unreported	0	0.74	0.19	0.3
9716	389421	BioPlex 293T	Unreported	1	0.74	0.22	0.324
9716	389421	BioPlex 293T	Unreported	2	0.76	0.27	0.368
9716	389421	BioPlex 293T	Unreported	3	0.75	0.19	0.302
9716	389421	BioPlex 293T	Unreported	4	0.75	0.2	0.31
9623	400569	BioPlex 293T	Unreported	0	0.51	0.13	0.206
9623	400569	BioPlex 293T	Unreported	1	0.5	0.15	0.22
9623	400569	BioPlex 293T	Unreported	2	0.53	0.16	0.234
9623	400569	BioPlex 293T	Unreported	3	0.52	0.14	0.216
9623	400569	BioPlex 293T	Unreported	4	0.55	0.19	0.262
9623	116931	BioPlex 293T	Unreported	0	0.46	0.15	0.212
9623	116931	BioPlex 293T	Unreported	1	0.48	0.16	0.224
9623	116931	BioPlex 293T	Unreported	2	0.47	0.14	0.206
9623	116931	BioPlex 293T	Unreported	3	0.48	0.12	0.192
9623	116931	BioPlex 293T	Unreported	4	0.48	0.16	0.224
50863	55172	BioPlex 293T	Unreported	0	0.31	0.15	0.182
50863	55172	BioPlex 293T	Unreported	1	0.31	0.15	0.182
50863	55172	BioPlex 293T	Unreported	2	0.32	0.17	0.2
50863	55172	BioPlex 293T	Unreported	3	0.31	0.17	0.198
50863	55172	BioPlex 293T	Unreported	4	0.39	0.44	0.43
55262	57533	BioPlex 293T	Unreported	0	0.54	0.15	0.228
55262	57533	BioPlex 293T	Unreported	1	0.54	0.17	0.244
55262	57533	BioPlex 293T	Unreported	2	0.54	0.13	0.212
55262	57533	BioPlex 293T	Unreported	3	0.54	0.15	0.228
55262	57533	BioPlex 293T	Unreported	4	0.54	0.16	0.236
2036	6638	BioPlex 293T	Unreported	0	0.42	0.2	0.244
2036	6638	BioPlex 293T	Unreported	1	0.41	0.18	0.226
2036	6638	BioPlex 293T	Unreported	2	0.41	0.18	0.226
2036	6638	BioPlex 293T	Unreported	3	0.41	0.19	0.234
2036	6638	BioPlex 293T	Unreported	4	0.41	0.18	0.226
51362	140886	BioPlex 293T	Unreported	0	0.57	0.55	0.554
51362	140886	BioPlex 293T	Unreported	1	0.45	0.2	0.25
51362	140886	BioPlex 293T	Unreported	2	0.44	0.15	0.208
51362	140886	BioPlex 293T	Unreported	3	0.44	0.17	0.224
51362	140886	BioPlex 293T	Unreported	4	0.44	0.19	0.24
332	9969	BioPlex 293T	Unreported	0	0.6	0.34	0.392
332	9969	BioPlex 293T	Unreported	1	0.59	0.33	0.382
332	9969	BioPlex 293T	Unreported	2	0.59	0.26	0.326
332	9969	BioPlex 293T	Unreported	3	0.58	0.25	0.316
332	9969	BioPlex 293T	Unreported	4	0.58	0.22	0.292
10342	221301	BioPlex 293T	Unreported	0	0.34	0.18	0.212
10342	221301	BioPlex 293T	Unreported	1	0.38	0.26	0.284
10342	221301	BioPlex 293T	Unreported	2	0.36	0.15	0.192
10342	221301	BioPlex 293T	Unreported	3	0.36	0.16	0.2
10342	221301	BioPlex 293T	Unreported	4	0.36	0.18	0.216
9970	23389	BioPlex 293T	Unreported	0	0.56	0.29	0.344
9970	23389	BioPlex 293T	Unreported	1	0.57	0.29	0.346
9970	23389	BioPlex 293T	Unreported	2	0.56	0.34	0.384
9970	23389	BioPlex 293T	Unreported	3	0.57	0.28	0.338
9970	23389	BioPlex 293T	Unreported	4	0.56	0.29	0.344
58533	160298	BioPlex 293T	Unreported	0	0.5	0.15	0.22
58533	160298	BioPlex 293T	Unreported	1	0.51	0.17	0.238
58533	160298	BioPlex 293T	Unreported	2	0.51	0.16	0.23
58533	160298	BioPlex 293T	Unreported	3	0.5	0.16	0.228
58533	160298	BioPlex 293T	Unreported	4	0.49	0.13	0.202
91409	203562	BioPlex 293T	Unreported	0	0.19	0.15	0.158
91409	203562	BioPlex 293T	Unreported	1	0.18	0.13	0.14
91409	203562	BioPlex 293T	Unreported	2	0.2	0.16	0.168
91409	203562	BioPlex 293T	Unreported	3	0.21	0.15	0.162
91409	203562	BioPlex 293T	Unreported	4	0.18	0.13	0.14
3897	55156	BioPlex 293T	Unreported	0	0.42	0.2	0.244
3897	55156	BioPlex 293T	Unreported	1	0.45	0.21	0.258
3897	55156	BioPlex 293T	Unreported	2	0.44	0.21	0.256
3897	55156	BioPlex 293T	Unreported	3	0.45	0.32	0.346
3897	55156	BioPlex 293T	Unreported	4	0.44	0.27	0.304
55262	134147	BioPlex 293T	Unreported	0	0.48	0.15	0.216
55262	134147	BioPlex 293T	Unreported	1	0.47	0.12	0.19
55262	134147	BioPlex 293T	Unreported	2	0.47	0.12	0.19
55262	134147	BioPlex 293T	Unreported	3	0.47	0.11	0.182
55262	134147	BioPlex 293T	Unreported	4	0.47	0.14	0.206
115727	131578	BioPlex 293T	Unreported	0	0.47	0.36	0.382
115727	131578	BioPlex 293T	Unreported	1	0.46	0.22	0.268
115727	131578	BioPlex 293T	Unreported	2	0.46	0.2	0.252
115727	131578	BioPlex 293T	Unreported	3	0.45	0.19	0.242
115727	131578	BioPlex 293T	Unreported	4	0.46	0.19	0.244
3250	7203	BioPlex 293T	Unreported	0	0.52	0.16	0.232
3250	7203	BioPlex 293T	Unreported	1	0.51	0.14	0.214
3250	7203	BioPlex 293T	Unreported	2	0.52	0.21	0.272
3250	7203	BioPlex 293T	Unreported	3	0.51	0.15	0.222
3250	7203	BioPlex 293T	Unreported	4	0.53	0.18	0.25
332	10025	BioPlex 293T	Unreported	0	0.75	0.41	0.478
332	10025	BioPlex 293T	Unreported	1	0.74	0.35	0.428
332	10025	BioPlex 293T	Unreported	2	0.75	0.39	0.462
332	10025	BioPlex 293T	Unreported	3	0.75	0.19	0.302
332	10025	BioPlex 293T	Unreported	4	0.75	0.3	0.39
8209	91574	HIPPIE	Unreported	0	0.43	0.09	0.158
8209	91574	HIPPIE	Unreported	1	0.43	0.1	0.166
8209	91574	HIPPIE	Unreported	2	0.43	0.13	0.19
8209	91574	HIPPIE	Unreported	3	0.42	0.09	0.156
8209	91574	HIPPIE	Unreported	4	0.42	0.1	0.164
5163	9617	HIPPIE	Unreported	0	0.43	0.16	0.214
5163	9617	HIPPIE	Unreported	1	0.44	0.14	0.2
5163	9617	HIPPIE	Unreported	2	0.44	0.14	0.2
5163	9617	HIPPIE	Unreported	3	0.45	0.15	0.21
5163	9617	HIPPIE	Unreported	4	0.45	0.18	0.234
8209	26164	HIPPIE	Unreported	0	0.37	0.11	0.162
8209	26164	HIPPIE	Unreported	1	0.37	0.13	0.178
8209	26164	HIPPIE	Unreported	2	0.36	0.13	0.176
8209	26164	HIPPIE	Unreported	3	0.44	0.14	0.2
8209	26164	HIPPIE	Unreported	4	0.38	0.12	0.172
51250	63933	HIPPIE	Unreported	0	0.25	0.11	0.138
51250	63933	HIPPIE	Unreported	1	0.24	0.09	0.12
51250	63933	HIPPIE	Unreported	2	0.24	0.08	0.112
51250	63933	HIPPIE	Unreported	3	0.25	0.1	0.13
51250	63933	HIPPIE	Unreported	4	0.25	0.09	0.122
9617	79922	HIPPIE	Unreported	0	0.39	0.14	0.19
9617	79922	HIPPIE	Unreported	1	0.4	0.16	0.208
9617	79922	HIPPIE	Unreported	2	0.4	0.16	0.208
9617	79922	HIPPIE	Unreported	3	0.4	0.14	0.192
9617	79922	HIPPIE	Unreported	4	0.4	0.17	0.216
549	79922	HIPPIE	Unreported	0	0.49	0.16	0.226
549	79922	HIPPIE	Unreported	1	0.48	0.14	0.208
549	79922	HIPPIE	Unreported	2	0.62	0.54	0.556
549	79922	HIPPIE	Unreported	3	0.48	0.14	0.208
549	79922	HIPPIE	Unreported	4	0.48	0.15	0.216
549	122704	HIPPIE	Unreported	0	0.49	0.26	0.306
549	122704	HIPPIE	Unreported	1	0.47	0.22	0.27
549	122704	HIPPIE	Unreported	2	0.48	0.24	0.288
549	122704	HIPPIE	Unreported	3	0.46	0.19	0.244
549	122704	HIPPIE	Unreported	4	0.46	0.16	0.22
549	84881	HIPPIE	Unreported	0	0.43	0.19	0.238
549	84881	HIPPIE	Unreported	1	0.45	0.18	0.234
549	84881	HIPPIE	Unreported	2	0.45	0.18	0.234
549	84881	HIPPIE	Unreported	3	0.44	0.21	0.256
549	84881	HIPPIE	Unreported	4	0.47	0.22	0.27
549	9238	HIPPIE	Unreported	0	0.65	0.17	0.266
549	9238	HIPPIE	Unreported	1	0.66	0.2	0.292
549	9238	HIPPIE	Unreported	2	0.65	0.17	0.266
549	9238	HIPPIE	Unreported	3	0.66	0.19	0.284
549	9238	HIPPIE	Unreported	4	0.66	0.19	0.284
84648	387267	HIPPIE	Unreported	0	0.08	0.05	0.056
84648	387267	HIPPIE	Unreported	1	0.09	0.06	0.066
84648	387267	HIPPIE	Unreported	2	0.1	0.07	0.076
84648	387267	HIPPIE	Unreported	3	0.09	0.06	0.066
84648	387267	HIPPIE	Unreported	4	0.09	0.05	0.058
29088	54542	HIPPIE	Unreported	0	0.34	0.42	0.404
29088	54542	HIPPIE	Unreported	1	0.35	0.21	0.238
29088	54542	HIPPIE	Unreported	2	0.35	0.2	0.23
29088	54542	HIPPIE	Unreported	3	0.35	0.18	0.214
29088	54542	HIPPIE	Unreported	4	0.34	0.2	0.228
57129	149041	HIPPIE	Unreported	0	0.36	0.39	0.384
57129	149041	HIPPIE	Unreported	1	0.37	0.24	0.266
57129	149041	HIPPIE	Unreported	2	0.37	0.22	0.25
57129	149041	HIPPIE	Unreported	3	0.37	0.27	0.29
57129	149041	HIPPIE	Unreported	4	0.36	0.24	0.264
23203	91574	HIPPIE	Unreported	0	0.61	0.22	0.298
23203	91574	HIPPIE	Unreported	1	0.6	0.25	0.32
23203	91574	HIPPIE	Unreported	2	0.61	0.25	0.322
23203	91574	HIPPIE	Unreported	3	0.61	0.21	0.29
23203	91574	HIPPIE	Unreported	4	0.61	0.23	0.306
8209	64745	HIPPIE	Unreported	0	0.63	0.15	0.246
8209	64745	HIPPIE	Unreported	1	0.63	0.19	0.278
8209	64745	HIPPIE	Unreported	2	0.63	0.17	0.262
8209	64745	HIPPIE	Unreported	3	0.63	0.18	0.27
8209	64745	HIPPIE	Unreported	4	0.63	0.2	0.286
54516	55013	HIPPIE	Unreported	0	0.37	0.1	0.154
54516	55013	HIPPIE	Unreported	1	0.4	0.1	0.16
54516	55013	HIPPIE	Unreported	2	0.39	0.12	0.174
54516	55013	HIPPIE	Unreported	3	0.34	0.11	0.156
54516	55013	HIPPIE	Unreported	4	0.37	0.1	0.154
10102	60492	HIPPIE	Unreported	0	0.55	0.43	0.454
10102	60492	HIPPIE	Unreported	1	0.56	0.5	0.512
10102	60492	HIPPIE	Unreported	2	0.48	0.11	0.184
10102	60492	HIPPIE	Unreported	3	0.49	0.18	0.242
10102	60492	HIPPIE	Unreported	4	0.49	0.13	0.202
28976	91574	HIPPIE	Unreported	0	0.74	0.15	0.268
28976	91574	HIPPIE	Unreported	1	0.74	0.14	0.26
28976	91574	HIPPIE	Unreported	2	0.74	0.14	0.26
28976	91574	HIPPIE	Unreported	3	0.74	0.14	0.26
28976	91574	HIPPIE	Unreported	4	0.74	0.2	0.308
4704	158431	HIPPIE	Unreported	0	0.37	0.17	0.21
4704	158431	HIPPIE	Unreported	1	0.38	0.23	0.26
4704	158431	HIPPIE	Unreported	2	0.37	0.18	0.218
4704	158431	HIPPIE	Unreported	3	0.37	0.2	0.234
4704	158431	HIPPIE	Unreported	4	0.39	0.18	0.222
63933	84681	HIPPIE	Unreported	0	0.29	0.09	0.13
63933	84681	HIPPIE	Unreported	1	0.29	0.09	0.13
63933	84681	HIPPIE	Unreported	2	0.3	0.09	0.132
63933	84681	HIPPIE	Unreported	3	0.29	0.09	0.13
63933	84681	HIPPIE	Unreported	4	0.29	0.09	0.13
6119	338339	HIPPIE	Unreported	0	0.44	0.09	0.16
6119	338339	HIPPIE	Unreported	1	0.47	0.17	0.23
6119	338339	HIPPIE	Unreported	2	0.62	0.65	0.644
6119	338339	HIPPIE	Unreported	3	0.44	0.1	0.168
6119	338339	HIPPIE	Unreported	4	0.45	0.12	0.186
8209	63933	HIPPIE	Unreported	0	0.32	0.1	0.144
8209	63933	HIPPIE	Unreported	1	0.31	0.09	0.134
8209	63933	HIPPIE	Unreported	2	0.32	0.13	0.168
8209	63933	HIPPIE	Unreported	3	0.31	0.1	0.142
8209	63933	HIPPIE	Unreported	4	0.32	0.1	0.144
63933	92259	HIPPIE	Unreported	0	0.25	0.07	0.106
63933	92259	HIPPIE	Unreported	1	0.27	0.09	0.126
63933	92259	HIPPIE	Unreported	2	0.27	0.09	0.126
63933	92259	HIPPIE	Unreported	3	0.27	0.08	0.118
63933	92259	HIPPIE	Unreported	4	0.23	0.08	0.11
988	84676	HIPPIE	Unreported	0	0.26	0.24	0.244
988	84676	HIPPIE	Unreported	1	0.26	0.13	0.156
988	84676	HIPPIE	Unreported	2	0.26	0.14	0.164
988	84676	HIPPIE	Unreported	3	0.24	0.14	0.16
988	84676	HIPPIE	Unreported	4	0.25	0.14	0.162
9617	63933	HIPPIE	Unreported	0	0.4	0.12	0.176
9617	63933	HIPPIE	Unreported	1	0.39	0.14	0.19
9617	63933	HIPPIE	Unreported	2	0.38	0.13	0.18
9617	63933	HIPPIE	Unreported	3	0.38	0.13	0.18
9617	63933	HIPPIE	Unreported	4	0.39	0.12	0.174
9617	51335	HIPPIE	Unreported	0	0.42	0.17	0.22
9617	51335	HIPPIE	Unreported	1	0.44	0.23	0.272
9617	51335	HIPPIE	Unreported	2	0.42	0.15	0.204
9617	51335	HIPPIE	Unreported	3	0.41	0.15	0.202
9617	51335	HIPPIE	Unreported	4	0.43	0.18	0.23
549	219402	HIPPIE	Unreported	0	0.35	0.16	0.198
549	219402	HIPPIE	Unreported	1	0.35	0.17	0.206
549	219402	HIPPIE	Unreported	2	0.35	0.13	0.174
549	219402	HIPPIE	Unreported	3	0.35	0.14	0.182
549	219402	HIPPIE	Unreported	4	0.36	0.16	0.2
8209	219402	HIPPIE	Unreported	0	0.37	0.16	0.202
8209	219402	HIPPIE	Unreported	1	0.36	0.15	0.192
8209	219402	HIPPIE	Unreported	2	0.39	0.19	0.23
8209	219402	HIPPIE	Unreported	3	0.37	0.14	0.186
8209	219402	HIPPIE	Unreported	4	0.37	0.15	0.194
10642	26995	HIPPIE	Unreported	0	0.38	0.19	0.228
10642	26995	HIPPIE	Unreported	1	0.38	0.2	0.236
10642	26995	HIPPIE	Unreported	2	0.4	0.27	0.296
10642	26995	HIPPIE	Unreported	3	0.37	0.18	0.218
10642	26995	HIPPIE	Unreported	4	0.39	0.19	0.23
353131	387267	HIPPIE	Unreported	0	0.08	0.05	0.056
353131	387267	HIPPIE	Unreported	1	0.09	0.06	0.066
353131	387267	HIPPIE	Unreported	2	0.1	0.08	0.084
353131	387267	HIPPIE	Unreported	3	0.09	0.07	0.074
353131	387267	HIPPIE	Unreported	4	0.09	0.06	0.066
51250	55013	HIPPIE	Unreported	0	0.29	0.19	0.21
51250	55013	HIPPIE	Unreported	1	0.26	0.15	0.172
51250	55013	HIPPIE	Unreported	2	0.29	0.17	0.194
51250	55013	HIPPIE	Unreported	3	0.29	0.11	0.146
51250	55013	HIPPIE	Unreported	4	0.32	0.16	0.192
8209	51258	HIPPIE	Unreported	0	0.48	0.16	0.224
8209	51258	HIPPIE	Unreported	1	0.48	0.17	0.232
8209	51258	HIPPIE	Unreported	2	0.49	0.19	0.25
8209	51258	HIPPIE	Unreported	3	0.48	0.23	0.28
8209	51258	HIPPIE	Unreported	4	0.49	0.17	0.234
353135	387266	HIPPIE	Unreported	0	0.08	0.05	0.056
353135	387266	HIPPIE	Unreported	1	0.11	0.09	0.094
353135	387266	HIPPIE	Unreported	2	0.1	0.07	0.076
353135	387266	HIPPIE	Unreported	3	0.09	0.07	0.074
353135	387266	HIPPIE	Unreported	4	0.1	0.06	0.068
51204	51263	HIPPIE	Unreported	0	0.54	0.19	0.26
51204	51263	HIPPIE	Unreported	1	0.5	0.16	0.228
51204	51263	HIPPIE	Unreported	2	0.53	0.13	0.21
51204	51263	HIPPIE	Unreported	3	0.53	0.15	0.226
51204	51263	HIPPIE	Unreported	4	0.53	0.19	0.258
8209	84881	HIPPIE	Unreported	0	0.49	0.27	0.314
8209	84881	HIPPIE	Unreported	1	0.49	0.33	0.362
8209	84881	HIPPIE	Unreported	2	0.49	0.34	0.37
8209	84881	HIPPIE	Unreported	3	0.46	0.22	0.268
8209	84881	HIPPIE	Unreported	4	0.44	0.19	0.24
5163	91574	HIPPIE	Unreported	0	0.61	0.11	0.21
5163	91574	HIPPIE	Unreported	1	0.61	0.12	0.218
5163	91574	HIPPIE	Unreported	2	0.63	0.12	0.222
5163	91574	HIPPIE	Unreported	3	0.62	0.11	0.212
5163	91574	HIPPIE	Unreported	4	0.63	0.11	0.214
54148	54542	HIPPIE	Unreported	0	0.35	0.42	0.406
54148	54542	HIPPIE	Unreported	1	0.35	0.65	0.59
54148	54542	HIPPIE	Unreported	2	0.34	0.65	0.588
54148	54542	HIPPIE	Unreported	3	0.33	0.63	0.57
54148	54542	HIPPIE	Unreported	4	0.35	0.21	0.238
162515	100287932	HIPPIE	Unreported	0	0.63	0.2	0.286
162515	100287932	HIPPIE	Unreported	1	0.61	0.16	0.25
162515	100287932	HIPPIE	Unreported	2	0.59	0.18	0.262
162515	100287932	HIPPIE	Unreported	3	0.61	0.22	0.298
162515	100287932	HIPPIE	Unreported	4	0.6	0.17	0.256
84648	440051	HIPPIE	Unreported	0	0.09	0.04	0.05
84648	440051	HIPPIE	Unreported	1	0.1	0.07	0.076
84648	440051	HIPPIE	Unreported	2	0.09	0.06	0.066
84648	440051	HIPPIE	Unreported	3	0.08	0.05	0.056
84648	440051	HIPPIE	Unreported	4	0.08	0.04	0.048
10573	63933	HIPPIE	Unreported	0	0.34	0.1	0.148
10573	63933	HIPPIE	Unreported	1	0.33	0.09	0.138
10573	63933	HIPPIE	Unreported	2	0.34	0.11	0.156
10573	63933	HIPPIE	Unreported	3	0.36	0.14	0.184
10573	63933	HIPPIE	Unreported	4	0.34	0.1	0.148
8209	51263	HIPPIE	Unreported	0	0.43	0.12	0.182
8209	51263	HIPPIE	Unreported	1	0.46	0.16	0.22
8209	51263	HIPPIE	Unreported	2	0.45	0.14	0.202
8209	51263	HIPPIE	Unreported	3	0.45	0.17	0.226
8209	51263	HIPPIE	Unreported	4	0.45	0.14	0.202
51263	84681	HIPPIE	Unreported	0	0.44	0.16	0.216
51263	84681	HIPPIE	Unreported	1	0.44	0.16	0.216
51263	84681	HIPPIE	Unreported	2	0.43	0.1	0.166
51263	84681	HIPPIE	Unreported	3	0.45	0.19	0.242
51263	84681	HIPPIE	Unreported	4	0.44	0.21	0.256
54516	63933	HIPPIE	Unreported	0	0.38	0.11	0.164
54516	63933	HIPPIE	Unreported	1	0.39	0.12	0.174
54516	63933	HIPPIE	Unreported	2	0.36	0.12	0.168
54516	63933	HIPPIE	Unreported	3	0.38	0.11	0.164
54516	63933	HIPPIE	Unreported	4	0.33	0.11	0.154
63933	65005	HIPPIE	Unreported	0	0.24	0.1	0.128
63933	65005	HIPPIE	Unreported	1	0.23	0.09	0.118
63933	65005	HIPPIE	Unreported	2	0.2	0.08	0.104
63933	65005	HIPPIE	Unreported	3	0.23	0.09	0.118
63933	65005	HIPPIE	Unreported	4	0.23	0.1	0.126
3676	3849	HIPPIE	Unreported	0	0.47	0.2	0.254
3676	3849	HIPPIE	Unreported	1	0.47	0.18	0.238
3676	3849	HIPPIE	Unreported	2	0.49	0.21	0.266
3676	3849	HIPPIE	Unreported	3	0.48	0.2	0.256
3676	3849	HIPPIE	Unreported	4	0.49	0.19	0.25
54542	79590	HIPPIE	Unreported	0	0.37	0.3	0.314
54542	79590	HIPPIE	Unreported	1	0.36	0.27	0.288
54542	79590	HIPPIE	Unreported	2	0.35	0.22	0.246
54542	79590	HIPPIE	Unreported	3	0.36	0.24	0.264
54542	79590	HIPPIE	Unreported	4	0.37	0.25	0.274
549	1351	HIPPIE	Unreported	0	0.5	0.25	0.3
549	1351	HIPPIE	Unreported	1	0.49	0.18	0.242
549	1351	HIPPIE	Unreported	2	0.5	0.21	0.268
549	1351	HIPPIE	Unreported	3	0.51	0.25	0.302
549	1351	HIPPIE	Unreported	4	0.51	0.21	0.27
549	63933	HIPPIE	Unreported	0	0.32	0.17	0.2
549	63933	HIPPIE	Unreported	1	0.37	0.34	0.346
549	63933	HIPPIE	Unreported	2	0.33	0.21	0.234
549	63933	HIPPIE	Unreported	3	0.32	0.2	0.224
549	63933	HIPPIE	Unreported	4	0.32	0.15	0.184
8209	55013	HIPPIE	Unreported	0	0.32	0.13	0.168
8209	55013	HIPPIE	Unreported	1	0.33	0.11	0.154
8209	55013	HIPPIE	Unreported	2	0.32	0.13	0.168
8209	55013	HIPPIE	Unreported	3	0.31	0.09	0.134
8209	55013	HIPPIE	Unreported	4	0.31	0.1	0.142
79922	91574	HIPPIE	Unreported	0	0.54	0.17	0.244
79922	91574	HIPPIE	Unreported	1	0.53	0.13	0.21
79922	91574	HIPPIE	Unreported	2	0.54	0.14	0.22
79922	91574	HIPPIE	Unreported	3	0.53	0.14	0.218
79922	91574	HIPPIE	Unreported	4	0.52	0.15	0.224
22948	26140	IntAct	Unreported	0	0.43	0.22	0.262
22948	26140	IntAct	Unreported	1	0.5	0.43	0.444
22948	26140	IntAct	Unreported	2	0.44	0.26	0.296
22948	26140	IntAct	Unreported	3	0.49	0.43	0.442
22948	26140	IntAct	Unreported	4	0.42	0.18	0.228
353135	387266	IntAct	Unreported	0	0.08	0.05	0.056
353135	387266	IntAct	Unreported	1	0.11	0.09	0.094
353135	387266	IntAct	Unreported	2	0.1	0.07	0.076
353135	387266	IntAct	Unreported	3	0.09	0.07	0.074
353135	387266	IntAct	Unreported	4	0.1	0.06	0.068
83901	353144	IntAct	Unreported	0	0.1	0.07	0.076
83901	353144	IntAct	Unreported	1	0.09	0.06	0.066
83901	353144	IntAct	Unreported	2	0.09	0.07	0.074
83901	353144	IntAct	Unreported	3	0.1	0.07	0.076
83901	353144	IntAct	Unreported	4	0.09	0.07	0.074
353143	387266	IntAct	Unreported	0	0.09	0.07	0.074
353143	387266	IntAct	Unreported	1	0.1	0.07	0.076
353143	387266	IntAct	Unreported	2	0.08	0.05	0.056
353143	387266	IntAct	Unreported	3	0.09	0.06	0.066
353143	387266	IntAct	Unreported	4	0.09	0.06	0.066
5127	56623	IntAct	Unreported	0	0.41	0.14	0.194
5127	56623	IntAct	Unreported	1	0.42	0.15	0.204
5127	56623	IntAct	Unreported	2	0.43	0.17	0.222
5127	56623	IntAct	Unreported	3	0.44	0.18	0.232
5127	56623	IntAct	Unreported	4	0.42	0.15	0.204
1762	10335	IntAct	Unreported	0	0.28	0.41	0.384
1762	10335	IntAct	Unreported	1	0.26	0.16	0.18
1762	10335	IntAct	Unreported	2	0.29	0.48	0.442
1762	10335	IntAct	Unreported	3	0.27	0.29	0.286
1762	10335	IntAct	Unreported	4	0.27	0.27	0.27
4259	5163	IntAct	Unreported	0	0.62	0.13	0.228
4259	5163	IntAct	Unreported	1	0.63	0.14	0.238
4259	5163	IntAct	Unreported	2	0.62	0.12	0.22
4259	5163	IntAct	Unreported	3	0.6	0.1	0.2
4259	5163	IntAct	Unreported	4	0.61	0.09	0.194
7531	92154	IntAct	Unreported	0	0.35	0.27	0.286
7531	92154	IntAct	Unreported	1	0.38	0.62	0.572
7531	92154	IntAct	Unreported	2	0.35	0.3	0.31
7531	92154	IntAct	Unreported	3	0.36	0.72	0.648
7531	92154	IntAct	Unreported	4	0.36	0.65	0.592
7534	85360	IntAct	Unreported	0	0.4	0.4	0.4
7534	85360	IntAct	Unreported	1	0.46	0.85	0.772
7534	85360	IntAct	Unreported	2	0.41	0.88	0.786
7534	85360	IntAct	Unreported	3	0.38	0.37	0.372
7534	85360	IntAct	Unreported	4	0.42	0.53	0.508
64900	90627	IntAct	Unreported	0	0.35	0.19	0.222
64900	90627	IntAct	Unreported	1	0.37	0.24	0.266
64900	90627	IntAct	Unreported	2	0.35	0.19	0.222
64900	90627	IntAct	Unreported	3	0.35	0.2	0.23
64900	90627	IntAct	Unreported	4	0.36	0.22	0.248
89796	284615	IntAct	Unreported	0	0.33	0.24	0.258
89796	284615	IntAct	Unreported	1	0.34	0.24	0.26
89796	284615	IntAct	Unreported	2	0.33	0.22	0.242
89796	284615	IntAct	Unreported	3	0.33	0.23	0.25
89796	284615	IntAct	Unreported	4	0.33	0.21	0.234
9462	9833	IntAct	Unreported	0	0.48	0.35	0.376
9462	9833	IntAct	Unreported	1	0.43	0.19	0.238
9462	9833	IntAct	Unreported	2	0.42	0.18	0.228
9462	9833	IntAct	Unreported	3	0.43	0.24	0.278
9462	9833	IntAct	Unreported	4	0.43	0.19	0.238
7534	79646	IntAct	Unreported	0	0.57	0.14	0.226
7534	79646	IntAct	Unreported	1	0.57	0.15	0.234
7534	79646	IntAct	Unreported	2	0.57	0.14	0.226
7534	79646	IntAct	Unreported	3	0.58	0.16	0.244
7534	79646	IntAct	Unreported	4	0.56	0.13	0.216
10110	10576	IntAct	Unreported	0	0.55	0.58	0.574
10110	10576	IntAct	Unreported	1	0.56	0.61	0.6
10110	10576	IntAct	Unreported	2	0.53	0.54	0.538
10110	10576	IntAct	Unreported	3	0.51	0.52	0.518
10110	10576	IntAct	Unreported	4	0.52	0.25	0.304
10260	85360	IntAct	Unreported	0	0.54	0.21	0.276
10260	85360	IntAct	Unreported	1	0.54	0.21	0.276
10260	85360	IntAct	Unreported	2	0.59	0.38	0.422
10260	85360	IntAct	Unreported	3	0.54	0.23	0.292
10260	85360	IntAct	Unreported	4	0.59	0.45	0.478
5163	29093	IntAct	Unreported	0	0.57	0.12	0.21
5163	29093	IntAct	Unreported	1	0.58	0.1	0.196
5163	29093	IntAct	Unreported	2	0.59	0.15	0.238
5163	29093	IntAct	Unreported	3	0.55	0.11	0.198
5163	29093	IntAct	Unreported	4	0.57	0.12	0.21
64900	284615	IntAct	Unreported	0	0.39	0.25	0.278
64900	284615	IntAct	Unreported	1	0.37	0.23	0.258
64900	284615	IntAct	Unreported	2	0.37	0.21	0.242
64900	284615	IntAct	Unreported	3	0.38	0.19	0.228
64900	284615	IntAct	Unreported	4	0.38	0.24	0.268
9462	83541	IntAct	Unreported	0	0.48	0.22	0.272
9462	83541	IntAct	Unreported	1	0.49	0.22	0.274
9462	83541	IntAct	Unreported	2	0.48	0.2	0.256
9462	83541	IntAct	Unreported	3	0.48	0.21	0.264
9462	83541	IntAct	Unreported	4	0.48	0.22	0.272
4781	57666	IntAct	Unreported	0	0.28	0.23	0.24
4781	57666	IntAct	Unreported	1	0.28	0.21	0.224
4781	57666	IntAct	Unreported	2	0.28	0.32	0.312
4781	57666	IntAct	Unreported	3	0.28	0.25	0.256
4781	57666	IntAct	Unreported	4	0.28	0.19	0.208
65220	90627	IntAct	Unreported	0	0.32	0.21	0.232
65220	90627	IntAct	Unreported	1	0.3	0.19	0.212
65220	90627	IntAct	Unreported	2	0.3	0.19	0.212
65220	90627	IntAct	Unreported	3	0.31	0.19	0.214
65220	90627	IntAct	Unreported	4	0.34	0.65	0.588
4893	7275	IntAct	Unreported	0	0.42	0.19	0.236
4893	7275	IntAct	Unreported	1	0.43	0.2	0.246
4893	7275	IntAct	Unreported	2	0.43	0.15	0.206
4893	7275	IntAct	Unreported	3	0.43	0.15	0.206
4893	7275	IntAct	Unreported	4	0.43	0.2	0.246
839	28959	IntAct	Unreported	0	0.47	0.14	0.206
839	28959	IntAct	Unreported	1	0.47	0.13	0.198
