,ptm,iptm,Model,Pair_str,model_conf,Background
3,0.66,0.31,3,54331_79718,0.38,No edges random
2,0.46,0.36,2,55135_9546,0.38,No edges random
3,0.42,0.37,3,147339_9372,0.38,No edges random
4,0.33,0.39,4,81849_9411,0.37800000000000006,No edges random
4,0.69,0.3,4,51_8624,0.378,No edges random
3,0.53,0.34,3,11004_6383,0.378,No edges random
1,0.69,0.3,1,55964_23335,0.378,No edges random
2,0.41,0.37,2,91408_2778,0.378,No edges random
0,0.61,0.32,0,2961_114781,0.378,No edges random
3,0.49,0.35,3,138716_5927,0.378,No edges random
4,0.28,0.4,4,79983_138716,0.37600000000000006,No edges random
2,0.48,0.35,2,9701_113026,0.376,No edges random
4,0.48,0.35,4,29993_84058,0.376,No edges random
4,0.4,0.37,4,26063_9765,0.376,No edges random
3,0.52,0.34,3,222229_196483,0.376,No edges random
0,0.35,0.38,0,145553_7049,0.37400000000000005,No edges random
0,0.51,0.34,0,388115_55561,0.374,No edges random
4,0.51,0.34,4,27097_27254,0.374,No edges random
4,0.43,0.36,4,51290_64403,0.374,No edges random
4,0.51,0.34,4,7125_5414,0.374,No edges random
0,0.26,0.4,0,10467_147339,0.37200000000000005,No edges random
4,0.54,0.33,4,26052_3030,0.372,No edges random
1,0.57,0.32,1,10799_5509,0.37,No edges random
3,0.41,0.36,3,26052_8844,0.37,No edges random
3,0.6,0.31,3,5256_9603,0.368,No edges random
1,0.44,0.35,1,51163_6497,0.368,No edges random
0,0.35,0.37,0,159195_93624,0.366,No edges random
2,0.35,0.37,2,9411_54765,0.366,No edges random
3,0.47,0.34,3,10212_1112,0.366,No edges random
2,0.46,0.34,2,79784_23764,0.36400000000000005,No edges random
0,0.46,0.34,0,58513_25920,0.36400000000000005,No edges random
4,0.54,0.32,4,10379_4643,0.364,No edges random
1,0.62,0.3,1,26118_83930,0.364,No edges random
1,0.74,0.27,1,9354_1471,0.364,No edges random
3,0.38,0.36,3,254552_96764,0.364,No edges random
3,0.61,0.3,3,26118_23408,0.362,No edges random
2,0.65,0.29,2,26118_55330,0.362,No edges random
4,0.41,0.35,4,7050_79954,0.362,No edges random
2,0.76,0.26,2,83443_25821,0.36000000000000004,No edges random
1,0.4,0.35,1,50614_55719,0.36,No edges random
0,0.72,0.27,0,57609_11165,0.36,No edges random
2,0.72,0.27,2,57130_10467,0.36,No edges random
1,0.52,0.32,1,59345_64359,0.36,No edges random
1,0.52,0.32,1,5137_57187,0.36,No edges random
0,0.48,0.33,0,6879_81839,0.36,No edges random
2,0.43,0.34,2,6229_5097,0.35800000000000004,No edges random
3,0.43,0.34,3,5629_23326,0.35800000000000004,No edges random
4,0.51,0.32,4,4528_57132,0.358,No edges random
2,0.51,0.32,2,100505876_3720,0.358,No edges random
4,0.39,0.35,4,23157_83987,0.358,No edges random
4,0.47,0.33,4,9586_64359,0.358,No edges random
1,0.63,0.29,1,7407_1116,0.358,No edges random
3,0.46,0.33,3,55140_5871,0.35600000000000004,No edges random
0,0.46,0.33,0,50617_57646,0.35600000000000004,No edges random
2,0.38,0.35,2,84191_8844,0.356,No edges random
2,0.3,0.37,2,2969_8089,0.356,No edges random
4,0.38,0.35,4,23370_64093,0.356,No edges random
2,0.7,0.27,2,51367_84058,0.356,No edges random
4,0.54,0.31,4,54331_10542,0.356,No edges random
0,0.45,0.33,0,11044_79980,0.35400000000000004,No edges random
1,0.41,0.34,1,59345_80254,0.35400000000000004,No edges random
0,0.45,0.33,0,3925_9372,0.35400000000000004,No edges random
0,0.61,0.29,0,5290_64793,0.354,No edges random
0,0.61,0.29,0,9354_51317,0.354,No edges random
2,0.73,0.26,2,27297_1368,0.354,No edges random
0,0.57,0.3,0,84669_5886,0.354,No edges random
3,0.37,0.35,3,10227_54443,0.354,No edges random
0,0.73,0.26,0,23395_529,0.354,No edges random
4,0.44,0.33,4,5634_7090,0.35200000000000004,No edges random
2,0.44,0.33,2,5170_8816,0.35200000000000004,No edges random
1,0.4,0.34,1,9147_967,0.35200000000000004,No edges random
3,0.32,0.36,3,6275_64651,0.352,No edges random
3,0.63,0.28,3,8798_51186,0.35000000000000003,No edges random
3,0.79,0.24,3,51148_100505876,0.35000000000000003,No edges random
3,0.67,0.27,3,52_29015,0.35000000000000003,No edges random
4,0.63,0.28,4,64146_100505876,0.35000000000000003,No edges random
2,0.31,0.36,2,27102_84159,0.35,No edges random
0,0.42,0.33,0,1663_84159,0.34800000000000003,No edges random
1,0.62,0.28,1,93343_54887,0.34800000000000003,No edges random
0,0.42,0.33,0,5137_8550,0.34800000000000003,No edges random
3,0.74,0.25,3,57226_124997,0.348,No edges random
1,0.3,0.36,1,529_10782,0.348,No edges random
1,0.58,0.29,1,5290_26084,0.348,No edges random
2,0.37,0.34,2,54443_28981,0.34600000000000003,No edges random
1,0.65,0.27,1,10556_57186,0.34600000000000003,No edges random
4,0.69,0.26,4,10239_51520,0.346,No edges random
4,0.36,0.34,4,124401_389541,0.34400000000000003,No edges random
3,0.44,0.32,3,54531_26499,0.34400000000000003,No edges random
0,0.72,0.25,0,91289_54069,0.344,No edges random
4,0.32,0.35,4,7050_136319,0.344,No edges random
0,0.28,0.36,0,9741_11215,0.344,No edges random
2,0.56,0.29,2,6645_23047,0.344,No edges random
0,0.48,0.31,0,284403_6683,0.344,No edges random
0,0.52,0.3,0,5121_114884,0.344,No edges random
4,0.59,0.28,4,23408_8867,0.342,No edges random
4,0.75,0.24,4,3032_4246,0.342,No edges random
0,0.67,0.26,0,57226_145553,0.342,No edges random
0,0.55,0.29,0,8548_55561,0.34199999999999997,No edges random
1,0.51,0.3,1,523_89848,0.34199999999999997,No edges random
4,0.31,0.35,4,1917_254102,0.34199999999999997,No edges random
2,0.47,0.31,2,9741_945,0.34199999999999997,No edges random
0,0.38,0.33,0,6874_1116,0.34,No edges random
0,0.58,0.28,0,54887_3575,0.34,No edges random
2,0.62,0.27,2,57226_2071,0.34,No edges random
1,0.5,0.3,1,94032_51534,0.33999999999999997,No edges random
2,0.22,0.37,2,6874_9403,0.33999999999999997,No edges random
0,0.65,0.26,0,80011_2539,0.338,No edges random
2,0.33,0.34,2,63967_57665,0.338,No edges random
1,0.57,0.28,1,79657_91289,0.338,No edges random
2,0.53,0.29,2,50614_65982,0.33799999999999997,No edges random
1,0.56,0.28,1,51534_84669,0.3360000000000001,No edges random
0,0.64,0.26,0,2794_4864,0.336,No edges random
3,0.68,0.25,3,59345_138716,0.336,No edges random
4,0.6,0.27,4,7322_1902,0.336,No edges random
0,0.52,0.29,0,151393_10542,0.33599999999999997,No edges random
4,0.52,0.29,4,56986_246243,0.33599999999999997,No edges random
2,0.28,0.35,2,64651_64793,0.33599999999999997,No edges random
1,0.59,0.27,1,5603_10940,0.334,No edges random
4,0.43,0.31,4,27335_9372,0.334,No edges random
0,0.27,0.35,0,64288_6229,0.33399999999999996,No edges random
2,0.23,0.36,2,9586_4246,0.33399999999999996,No edges random
2,0.51,0.29,2,10940_80254,0.33399999999999996,No edges random
2,0.54,0.28,2,5170_25920,0.3320000000000001,No edges random
1,0.42,0.31,1,11004_9372,0.332,No edges random
4,0.34,0.33,4,83394_6314,0.332,No edges random
3,0.42,0.31,3,7090_26097,0.332,No edges random
0,0.38,0.32,0,23370_7428,0.332,No edges random
3,0.3,0.34,3,1211_23468,0.332,No edges random
2,0.34,0.33,2,84191_334,0.332,No edges random
2,0.5,0.29,2,8798_4440,0.33199999999999996,No edges random
3,0.73,0.23,3,51148_23421,0.33,No edges random
2,0.29,0.34,2,7050_9403,0.33,No edges random
0,0.56,0.27,0,8767_58493,0.32800000000000007,No edges random
3,0.4,0.31,3,55135_9372,0.328,No edges random
4,0.6,0.26,4,245972_26127,0.328,No edges random
3,0.36,0.32,3,89978_55339,0.328,No edges random
2,0.4,0.31,2,59345_132320,0.328,No edges random
0,0.48,0.29,0,163882_84067,0.32799999999999996,No edges random
2,0.75,0.22,2,64847_529,0.32600000000000007,No edges random
4,0.43,0.3,4,8436_2618,0.326,No edges random
2,0.59,0.26,2,57226_6645,0.326,No edges random
3,0.31,0.33,3,57596_9586,0.326,No edges random
0,0.67,0.24,0,91408_23390,0.326,No edges random
1,0.39,0.31,1,960_221823,0.326,No edges random
2,0.35,0.32,2,60436_51186,0.326,No edges random
3,0.59,0.26,3,56650_51367,0.326,No edges random
0,0.39,0.31,0,54926_2073,0.326,No edges random
0,0.35,0.32,0,159195_83987,0.326,No edges random
4,0.54,0.27,4,27254_55561,0.32400000000000007,No edges random
3,0.5,0.28,3,5603_83540,0.32400000000000007,No edges random
2,0.46,0.29,2,118_54468,0.324,No edges random
3,0.38,0.31,3,3799_23580,0.324,No edges random
0,0.38,0.31,0,11044_119,0.324,No edges random
4,0.3,0.33,4,93624_83987,0.324,No edges random
2,0.34,0.32,2,149603_7074,0.324,No edges random
4,0.66,0.24,4,25851_54926,0.324,No edges random
3,0.38,0.31,3,51742_1368,0.324,No edges random
1,0.62,0.25,1,25851_84058,0.324,No edges random
4,0.38,0.31,4,94032_8218,0.324,No edges random
2,0.62,0.25,2,51072_6383,0.324,No edges random
0,0.37,0.31,0,329_5097,0.322,No edges random
2,0.41,0.3,2,6738_96764,0.322,No edges random
0,0.29,0.33,0,10043_1993,0.322,No edges random
1,0.57,0.26,1,79781_28988,0.322,No edges random
3,0.57,0.26,3,55561_51501,0.322,No edges random
4,0.48,0.28,4,10799_50717,0.32000000000000006,No edges random
4,0.76,0.21,4,6275_51412,0.32000000000000006,No edges random
3,0.4,0.3,3,10788_26093,0.32,No edges random
3,0.64,0.24,3,23326_91039,0.32,No edges random
2,0.6,0.25,2,5859_102157402,0.32,No edges random
4,0.44,0.29,4,57695_158219,0.32,No edges random
3,0.32,0.32,3,2968_7074,0.32,No edges random
0,0.6,0.25,0,221823_6738,0.32,No edges random
1,0.67,0.23,1,79781_527,0.31800000000000006,No edges random
3,0.39,0.3,3,138716_26507,0.318,No edges random
3,0.39,0.3,3,4331_573,0.318,No edges random
0,0.35,0.31,0,23136_147339,0.318,No edges random
2,0.35,0.31,2,23136_23173,0.318,No edges random
3,0.54,0.26,3,25821_10782,0.31600000000000006,No edges random
4,0.54,0.26,4,55647_138716,0.31600000000000006,No edges random
3,0.42,0.29,3,25959_29015,0.316,No edges random
3,0.34,0.31,3,11329_57507,0.316,No edges random
2,0.38,0.3,2,100505876_23143,0.316,No edges random
4,0.3,0.32,4,83699_1112,0.316,No edges random
3,0.7,0.22,3,5337_55166,0.316,No edges random
0,0.49,0.27,0,9270_29899,0.31400000000000006,No edges random
1,0.45,0.28,1,2239_64219,0.31400000000000006,No edges random
3,0.29,0.32,3,51759_55809,0.314,No edges random
4,0.57,0.25,4,2720_388115,0.314,No edges random
0,0.69,0.22,0,10799_27254,0.314,No edges random
1,0.41,0.29,1,55100_340371,0.314,No edges random
4,0.61,0.24,4,1902_28956,0.314,No edges random
0,0.61,0.24,0,9108_23335,0.314,No edges random
2,0.61,0.24,2,51560_4246,0.314,No edges random
2,0.44,0.28,2,27097_819,0.31200000000000006,No edges random
4,0.68,0.22,4,64847_9946,0.31200000000000006,No edges random
0,0.52,0.26,0,10325_6773,0.31200000000000006,No edges random
2,0.56,0.25,2,6867_57130,0.31200000000000006,No edges random
2,0.48,0.27,2,65982_153129,0.31200000000000006,No edges random
1,0.28,0.32,1,100505385_94032,0.312,No edges random
1,0.4,0.29,1,114884_57695,0.312,No edges random
1,0.6,0.24,1,55330_80179,0.312,No edges random
1,0.36,0.3,1,55663_2073,0.312,No edges random
0,0.4,0.29,0,9869_25920,0.312,No edges random
2,0.47,0.27,2,7050_55135,0.31000000000000005,No edges random
4,0.55,0.25,4,23395_54521,0.31000000000000005,No edges random
2,0.47,0.27,2,10427_64403,0.31000000000000005,No edges random
4,0.51,0.26,4,10227_51654,0.31000000000000005,No edges random
2,0.55,0.25,2,55860_57187,0.31000000000000005,No edges random
0,0.51,0.26,0,8663_8061,0.31000000000000005,No edges random
3,0.71,0.21,3,5337_7247,0.31,No edges random
1,0.35,0.3,1,5504_6498,0.31,No edges random
0,0.31,0.31,0,55904_51150,0.31,No edges random
1,0.31,0.31,1,3726_79983,0.31,No edges random
4,0.5,0.26,4,6936_1902,0.30800000000000005,No edges random
1,0.5,0.26,1,23390_114781,0.30800000000000005,No edges random
2,0.5,0.26,2,9546_55561,0.30800000000000005,No edges random
3,0.38,0.29,3,9885_151050,0.308,No edges random
0,0.38,0.29,0,64121_64651,0.308,No edges random
1,0.3,0.31,1,83860_321,0.308,No edges random
3,0.38,0.29,3,6878_57405,0.308,No edges random
0,0.3,0.31,0,6874_10087,0.308,No edges random
3,0.65,0.22,3,94032_1902,0.30600000000000005,No edges random
4,0.49,0.26,4,5927_3397,0.30600000000000005,No edges random
0,0.61,0.23,0,10094_153129,0.30600000000000005,No edges random
3,0.61,0.23,3,84067_9403,0.30600000000000005,No edges random
4,0.57,0.24,4,8798_51501,0.306,No edges random
4,0.57,0.24,4,6879_5160,0.306,No edges random
4,0.33,0.3,4,55722_54926,0.306,No edges random
0,0.33,0.3,0,3298_7074,0.306,No edges random
1,0.37,0.29,1,7189_26507,0.306,No edges random
3,0.29,0.31,3,10036_11158,0.306,No edges random
0,0.69,0.21,0,5603_91408,0.306,No edges random
4,0.33,0.3,4,159195_55004,0.306,No edges random
4,0.6,0.23,4,9632_64426,0.30400000000000005,No edges random
0,0.64,0.22,0,94032_6386,0.30400000000000005,No edges random
2,0.28,0.31,2,10468_11215,0.304,No edges random
1,0.32,0.3,1,7189_115106,0.304,No edges random
0,0.36,0.29,0,10043_945,0.304,No edges random
4,0.28,0.31,4,2256_132320,0.304,No edges random
4,0.71,0.2,4,527_51412,0.30200000000000005,No edges random
2,0.63,0.22,2,11165_5423,0.30200000000000005,No edges random
0,0.47,0.26,0,10542_9079,0.30200000000000005,No edges random
2,0.51,0.25,2,56650_257218,0.30200000000000005,No edges random
1,0.39,0.28,1,23369_6773,0.30200000000000005,No edges random
0,0.71,0.2,0,1211_2068,0.30200000000000005,No edges random
1,0.43,0.27,1,57646_727936,0.30200000000000005,No edges random
0,0.51,0.25,0,54438_3575,0.30200000000000005,No edges random
2,0.39,0.28,2,56970_57213,0.30200000000000005,No edges random
0,0.27,0.31,0,10239_254102,0.302,No edges random
1,0.58,0.23,1,2491_83443,0.30000000000000004,No edges random
2,0.58,0.23,2,1902_9403,0.30000000000000004,No edges random
1,0.54,0.24,1,27335_257218,0.30000000000000004,No edges random
2,0.46,0.26,2,54468_112574,0.30000000000000004,No edges random
2,0.66,0.21,2,642_6835,0.30000000000000004,No edges random
1,0.5,0.25,1,8663_54765,0.30000000000000004,No edges random
1,0.26,0.31,1,63967_5870,0.3,No edges random
4,0.69,0.2,4,113130_523,0.29800000000000004,No edges random
1,0.65,0.21,1,102157402_93973,0.29800000000000004,No edges random
2,0.61,0.22,2,10901_91875,0.29800000000000004,No edges random
1,0.61,0.22,1,100505876_5170,0.29800000000000004,No edges random
4,0.49,0.25,4,9108_5971,0.29800000000000004,No edges random
3,0.37,0.28,3,83394_54765,0.29800000000000004,No edges random
4,0.37,0.28,4,5170_55719,0.29800000000000004,No edges random
1,0.33,0.29,1,124401_55837,0.298,No edges random
1,0.36,0.28,1,3298_9600,0.29600000000000004,No edges random
2,0.56,0.23,2,55004_5871,0.29600000000000004,No edges random
3,0.36,0.28,3,5871_8844,0.29600000000000004,No edges random
1,0.72,0.19,1,51_130617,0.29600000000000004,No edges random
1,0.56,0.23,1,25851_1808,0.29600000000000004,No edges random
0,0.44,0.26,0,132320_54704,0.29600000000000004,No edges random
0,0.44,0.26,0,55112_819,0.29600000000000004,No edges random
4,0.44,0.26,4,2720_9411,0.29600000000000004,No edges random
3,0.6,0.22,3,727936_9403,0.29600000000000004,No edges random
2,0.28,0.3,2,5870_6314,0.296,No edges random
4,0.35,0.28,4,27254_4440,0.29400000000000004,No edges random
2,0.51,0.24,2,50717_10901,0.29400000000000004,No edges random
0,0.35,0.28,0,54765_9535,0.29400000000000004,No edges random
4,0.71,0.19,4,84693_833,0.29400000000000004,No edges random
4,0.63,0.21,4,23382_100505876,0.29400000000000004,No edges random
4,0.63,0.21,4,3032_80169,0.29400000000000004,No edges random
3,0.35,0.28,3,6498_64320,0.29400000000000004,No edges random
0,0.43,0.26,0,119_25809,0.29400000000000004,No edges random
0,0.34,0.28,0,10569_51150,0.29200000000000004,No edges random
4,0.38,0.27,4,7090_23059,0.29200000000000004,No edges random
3,0.66,0.2,3,57405_3658,0.29200000000000004,No edges random
3,0.38,0.27,3,136319_81792,0.29200000000000004,No edges random
1,0.38,0.27,1,53938_54785,0.29200000000000004,No edges random
2,0.58,0.22,2,7323_145553,0.29200000000000004,No edges random
4,0.46,0.25,4,2256_2618,0.29200000000000004,No edges random
4,0.82,0.16,4,83443_93100,0.29200000000000004,No edges random
1,0.46,0.25,1,7050_126789,0.29200000000000004,No edges random
1,0.22,0.31,1,26058_57132,0.292,No edges random
1,0.26,0.3,1,5504_55729,0.292,No edges random
4,0.33,0.28,4,6497_79657,0.29000000000000004,No edges random
3,0.41,0.26,3,51186_26574,0.29000000000000004,No edges random
1,0.37,0.27,1,10492_5170,0.29000000000000004,No edges random
0,0.61,0.21,0,55860_3658,0.29000000000000004,No edges random
3,0.33,0.28,3,26127_64651,0.29000000000000004,No edges random
0,0.45,0.25,0,389362_6683,0.29000000000000004,No edges random
4,0.37,0.27,4,89978_83394,0.29000000000000004,No edges random
3,0.69,0.19,3,9270_25920,0.29000000000000004,No edges random
4,0.53,0.23,4,55964_54913,0.29000000000000004,No edges random
0,0.41,0.26,0,79980_9204,0.29000000000000004,No edges random
4,0.65,0.2,4,51290_4353,0.29000000000000004,No edges random
0,0.45,0.25,0,284403_2071,0.29000000000000004,No edges random
0,0.49,0.24,0,54821_113178,0.29000000000000004,No edges random
0,0.73,0.18,0,131076_25920,0.29,No edges random
1,0.25,0.3,1,64793_84693,0.29,No edges random
1,0.29,0.29,1,9650_254102,0.29,No edges random
0,0.29,0.29,0,9819_64689,0.29,No edges random
3,0.48,0.24,3,145553_114884,0.28800000000000003,No edges random
1,0.36,0.27,1,7049_55719,0.28800000000000003,No edges random
4,0.6,0.21,4,23582_51501,0.28800000000000003,No edges random
3,0.32,0.28,3,79657_83699,0.28800000000000003,No edges random
4,0.56,0.22,4,85450_57132,0.28800000000000003,No edges random
0,0.44,0.25,0,10095_80824,0.28800000000000003,No edges random
4,0.44,0.25,4,57213_7428,0.28800000000000003,No edges random
1,0.56,0.22,1,3658_54762,0.28800000000000003,No edges random
4,0.52,0.23,4,5137_58493,0.28800000000000003,No edges random
4,0.52,0.23,4,81628_123355,0.28800000000000003,No edges random
0,0.44,0.25,0,89848_8061,0.28800000000000003,No edges random
0,0.64,0.2,0,51560_93973,0.28800000000000003,No edges random
1,0.28,0.29,1,6385_28972,0.288,No edges random
2,0.35,0.27,2,26507_9600,0.28600000000000003,No edges random
0,0.47,0.24,0,80349_221504,0.28600000000000003,No edges random
1,0.67,0.19,1,28956_5423,0.28600000000000003,No edges random
3,0.51,0.23,3,51566_55647,0.28600000000000003,No edges random
3,0.67,0.19,3,2720_27296,0.28600000000000003,No edges random
4,0.59,0.21,4,57226_2967,0.28600000000000003,No edges random
0,0.31,0.28,0,10239_7917,0.28600000000000003,No edges random
0,0.51,0.23,0,55964_85450,0.28600000000000003,No edges random
3,0.43,0.25,3,57665_55100,0.28600000000000003,No edges random
2,0.47,0.24,2,51367_54521,0.28600000000000003,No edges random
1,0.43,0.25,1,219790_8801,0.28600000000000003,No edges random
3,0.55,0.22,3,51_89848,0.28600000000000003,No edges random
2,0.42,0.25,2,967_23162,0.28400000000000003,No edges random
1,0.58,0.21,1,9354_11004,0.28400000000000003,No edges random
1,0.66,0.19,1,6738_376267,0.28400000000000003,No edges random
2,0.62,0.2,2,2794_1471,0.28400000000000003,No edges random
3,0.46,0.24,3,9131_64219,0.28400000000000003,No edges random
2,0.42,0.25,2,8816_79184,0.28400000000000003,No edges random
1,0.58,0.21,1,5337_79954,0.28400000000000003,No edges random
4,0.62,0.2,4,9632_26127,0.28400000000000003,No edges random
0,0.38,0.26,0,9650_2778,0.28400000000000003,No edges random
3,0.46,0.24,3,28972_5871,0.28400000000000003,No edges random
4,0.57,0.21,4,51072_55837,0.28200000000000003,No edges random
1,0.45,0.24,1,64121_23059,0.28200000000000003,No edges random
4,0.41,0.25,4,23582_8816,0.28200000000000003,No edges random
3,0.49,0.23,3,26118_83540,0.28200000000000003,No edges random
2,0.49,0.23,2,23136_3658,0.28200000000000003,No edges random
4,0.65,0.19,4,5567_57132,0.28200000000000003,No edges random
3,0.33,0.27,3,23397_84895,0.28200000000000003,No edges random
2,0.49,0.23,2,7584_54704,0.28200000000000003,No edges random
4,0.33,0.27,4,51317_7074,0.28200000000000003,No edges random
1,0.73,0.17,1,4353_54913,0.28200000000000003,No edges random
1,0.45,0.24,1,145553_55166,0.28200000000000003,No edges random
0,0.53,0.22,0,64288_55561,0.28200000000000003,No edges random
3,0.29,0.28,3,57596_64689,0.28200000000000003,No edges random
2,0.29,0.28,2,23397_51560,0.28200000000000003,No edges random
4,0.33,0.27,4,7027_8548,0.28200000000000003,No edges random
3,0.61,0.2,3,25852_79758,0.28200000000000003,No edges random
0,0.49,0.23,0,51072_6242,0.28200000000000003,No edges random
2,0.37,0.26,2,100505385_10048,0.28200000000000003,No edges random
2,0.36,0.26,2,54438_55339,0.28,No edges random
4,0.52,0.22,4,64093_123355,0.28,No edges random
3,0.32,0.27,3,329_8844,0.28,No edges random
4,0.44,0.24,4,4010_2618,0.28,No edges random
3,0.52,0.22,3,23390_80325,0.28,No edges random
4,0.44,0.24,4,10570_6936,0.28,No edges random
3,0.4,0.25,3,9372_388115,0.28,No edges random
4,0.6,0.2,4,5256_29899,0.28,No edges random
0,0.36,0.26,0,81792_120,0.28,No edges random
4,0.28,0.28,4,200081_8548,0.28,No edges random
4,0.28,0.28,4,23764_221504,0.28,No edges random
3,0.68,0.18,3,79781_91408,0.28,No edges random
4,0.67,0.18,4,10552_84693,0.278,No edges random
1,0.47,0.23,1,119_1663,0.278,No edges random
3,0.51,0.22,3,23274_84959,0.278,No edges random
0,0.43,0.24,0,54821_25920,0.278,No edges random
1,0.51,0.22,1,94032_81839,0.278,No edges random
3,0.35,0.26,3,5603_10902,0.278,No edges random
4,0.47,0.23,4,4141_5871,0.278,No edges random
0,0.67,0.18,0,84191_93973,0.278,No edges random
1,0.59,0.2,1,10043_833,0.278,No edges random
2,0.63,0.19,2,51412_113178,0.278,No edges random
0,0.51,0.22,0,10227_26100,0.278,No edges random
4,0.47,0.23,4,55188_10782,0.278,No edges random
3,0.39,0.25,3,5629_2618,0.278,No edges random
1,0.42,0.24,1,94032_118,0.276,No edges random
3,0.58,0.2,3,7746_150737,0.276,No edges random
0,0.58,0.2,0,55188_833,0.276,No edges random
0,0.42,0.24,0,7746_9372,0.276,No edges random
1,0.5,0.22,1,55140_84895,0.276,No edges random
3,0.42,0.24,3,8664_10782,0.276,No edges random
0,0.3,0.27,0,6867_7917,0.276,No edges random
3,0.34,0.26,3,23173_55320,0.276,No edges random
0,0.74,0.16,0,2246_642,0.276,No edges random
4,0.3,0.27,4,7917_84895,0.276,No edges random
0,0.22,0.29,0,199692_283149,0.27599999999999997,No edges random
4,0.69,0.17,4,56943_10901,0.274,No edges random
3,0.45,0.23,3,114781_96764,0.274,No edges random
4,0.65,0.18,4,833_115207,0.274,No edges random
0,0.29,0.27,0,11215_27296,0.274,No edges random
1,0.41,0.24,1,83741_57695,0.274,No edges random
4,0.45,0.23,4,10092_11044,0.274,No edges random
3,0.49,0.22,3,3032_80152,0.274,No edges random
2,0.53,0.21,2,2720_321,0.274,No edges random
0,0.28,0.27,0,57226_7554,0.272,No edges random
1,0.36,0.25,1,5097_10048,0.272,No edges random
1,0.56,0.2,1,5160_5423,0.272,No edges random
3,0.48,0.22,3,29993_6773,0.272,No edges random
0,0.32,0.26,0,129285_10087,0.272,No edges random
0,0.48,0.22,0,79184_115939,0.272,No edges random
1,0.4,0.24,1,161_26084,0.272,No edges random
0,0.36,0.25,0,1514_151050,0.272,No edges random
1,0.48,0.22,1,2794_54531,0.272,No edges random
1,0.6,0.19,1,57146_55975,0.272,No edges random
1,0.4,0.24,1,10227_220001,0.272,No edges random
4,0.31,0.26,4,3397_54762,0.27,No edges random
0,0.47,0.22,0,55357_50617,0.27,No edges random
4,0.47,0.22,4,9147_10468,0.27,No edges random
4,0.59,0.19,4,2968_100505876,0.27,No edges random
3,0.39,0.24,3,10788_120534,0.27,No edges random
1,0.51,0.21,1,10799_409,0.27,No edges random
0,0.67,0.17,0,3704_1808,0.27,No edges random
4,0.51,0.21,4,149603_254552,0.27,No edges random
4,0.67,0.17,4,3658_1666,0.27,No edges random
2,0.54,0.2,2,2794_26499,0.268,No edges random
4,0.42,0.23,4,55142_9204,0.268,No edges random
2,0.5,0.21,2,26100_653333,0.268,No edges random
1,0.66,0.17,1,102157402_10095,0.268,No edges random
2,0.62,0.18,2,23532_83608,0.268,No edges random
4,0.38,0.24,4,159195_5859,0.268,No edges random
2,0.62,0.18,2,54069_93973,0.268,No edges random
2,0.38,0.24,2,83860_245972,0.268,No edges random
4,0.38,0.24,4,27102_51704,0.268,No edges random
3,0.54,0.2,3,2319_114781,0.268,No edges random
4,0.57,0.19,4,9632_7881,0.266,No edges random
1,0.21,0.28,1,23468_57507,0.266,No edges random
1,0.29,0.26,1,93643_6617,0.266,No edges random
1,0.53,0.2,1,25809_54785,0.266,No edges random
4,0.45,0.22,4,4548_64651,0.266,No edges random
0,0.25,0.27,0,80223_9403,0.266,No edges random
4,0.45,0.22,4,10227_112574,0.266,No edges random
1,0.49,0.21,1,54821_138716,0.266,No edges random
1,0.45,0.22,1,55839_112939,0.266,No edges random
3,0.41,0.23,3,7322_64689,0.266,No edges random
4,0.41,0.23,4,79980_64403,0.266,No edges random
4,0.53,0.2,4,523_163702,0.266,No edges random
0,0.45,0.22,0,5137_4548,0.266,No edges random
4,0.37,0.24,4,10379_2671,0.266,No edges random
3,0.61,0.18,3,55188_54472,0.266,No edges random
4,0.53,0.2,4,5603_528,0.266,No edges random
0,0.48,0.21,0,11158_80143,0.264,No edges random
2,0.6,0.18,2,5121_54205,0.264,No edges random
0,0.6,0.18,0,56267_2720,0.264,No edges random
3,0.44,0.22,3,527_10492,0.264,No edges random
1,0.48,0.21,1,9586_29015,0.264,No edges random
1,0.56,0.19,1,89978_80143,0.264,No edges random
0,0.44,0.22,0,8436_64743,0.264,No edges random
0,0.48,0.21,0,112574_58493,0.264,No edges random
3,0.6,0.18,3,199692_2720,0.264,No edges random
3,0.44,0.22,3,55142_84959,0.264,No edges random
1,0.47,0.21,1,9701_246243,0.262,No edges random
1,0.43,0.22,1,10087_58493,0.262,No edges random
1,0.35,0.24,1,7090_8986,0.262,No edges random
3,0.51,0.2,3,5160_6871,0.262,No edges random
0,0.35,0.24,0,6497_5097,0.262,No edges random
3,0.59,0.18,3,5566_89978,0.262,No edges random
3,0.43,0.22,3,55341_64743,0.262,No edges random
0,0.35,0.24,0,163071_56257,0.262,No edges random
3,0.5,0.2,3,50614_55975,0.26,No edges random
2,0.34,0.24,2,220001_56134,0.26,No edges random
0,0.54,0.19,0,54331_657,0.26,No edges random
1,0.34,0.24,1,27296_51501,0.26,No edges random
1,0.34,0.24,1,11044_54443,0.26,No edges random
2,0.3,0.25,2,79657_4246,0.26,No edges random
2,0.42,0.22,2,9100_81577,0.26,No edges random
2,0.34,0.24,2,55135_57509,0.26,No edges random
1,0.42,0.22,1,4141_11099,0.26,No edges random
1,0.38,0.23,1,3720_7216,0.26,No edges random
2,0.46,0.21,2,10379_8550,0.26,No edges random
