index,Network,Performance,method,num_nets,min_nets,Group,GeneSet,Comparator,Disease
Congenital pontocerebellar hypoplasia,OC_nocite_10__composite_min2,3.9719974225222905,OC,10,2,NOCITE,Literature,False,240
Cornelia De Lange Syndrome,OC_nocite_10__composite_min2,11.221008191115464,OC,10,2,NOCITE,Literature,False,241
Coronary Stenosis,OC_nocite_10__composite_min2,76.79463534974556,OC,10,2,NOCITE,Literature,False,242
Craniosynostosis,OC_nocite_10__composite_min2,246.05578595663889,OC,10,2,NOCITE,Literature,False,243
Creutzfeldt-Jakob disease,OC_nocite_10__composite_min2,63.15089446209482,OC,10,2,NOCITE,Literature,False,244
Cryptorchidism,OC_nocite_10__composite_min2,41.29717676998613,OC,10,2,NOCITE,Literature,False,245
Cushing Syndrome,OC_nocite_10__composite_min2,129.87923160270833,OC,10,2,NOCITE,Literature,False,246
Cutaneous Mastocytosis,OC_nocite_10__composite_min2,38.81504327619719,OC,10,2,NOCITE,Literature,False,247
Cutaneous Melanoma,OC_nocite_10__composite_min2,71.78435062392094,OC,10,2,NOCITE,Literature,False,248
Cyst,OC_nocite_10__composite_min2,55.90716468437949,OC,10,2,NOCITE,Literature,False,249
"Cystadenocarcinoma, Serous",OC_nocite_10__composite_min2,18.95464521480003,OC,10,2,NOCITE,Literature,False,250
Cystic kidney,OC_nocite_10__composite_min2,38.80101461941469,OC,10,2,NOCITE,Literature,False,251
Cystitis,OC_nocite_10__composite_min2,66.47398273031665,OC,10,2,NOCITE,Literature,False,252
Cytogenetically normal acute myeloid leukemia,OC_nocite_10__composite_min2,13.534922766642724,OC,10,2,NOCITE,Literature,False,253
DOSAGE-SENSITIVE SEX REVERSAL,OC_nocite_10__composite_min2,145.37159116744962,OC,10,2,NOCITE,Literature,False,254
Decompression Sickness,OC_nocite_10__composite_min2,4.3870878867901455,OC,10,2,NOCITE,Literature,False,255
Deep Vein Thrombosis,OC_nocite_10__composite_min2,253.38567991361495,OC,10,2,NOCITE,Literature,False,256
Dejerine-Sottas Disease (disorder),OC_nocite_10__composite_min2,145.5376602478064,OC,10,2,NOCITE,Literature,False,257
"Dementia, Vascular",OC_nocite_10__composite_min2,73.83324849900141,OC,10,2,NOCITE,Literature,False,258
Dengue Fever,OC_nocite_10__composite_min2,103.63146835033282,OC,10,2,NOCITE,Literature,False,259
Dentatorubral-Pallidoluysian Atrophy,OC_nocite_10__composite_min2,11.87039046026192,OC,10,2,NOCITE,Literature,False,260
Depletion of mitochondrial DNA,OC_nocite_10__composite_min2,14.053264951791215,OC,10,2,NOCITE,Literature,False,261
Dermatitis,OC_nocite_10__composite_min2,306.3997688843124,OC,10,2,NOCITE,Literature,False,262
Dermatomyositis,OC_nocite_10__composite_min2,99.09910620447252,OC,10,2,NOCITE,Literature,False,263
Desmoplastic,OC_nocite_10__composite_min2,76.64596237341047,OC,10,2,NOCITE,Literature,False,264
Deuteranomaly,OC_nocite_10__composite_min2,13.207206620773649,OC,10,2,NOCITE,Literature,False,265
DiGeorge Syndrome,OC_nocite_10__composite_min2,8.152345059044269,OC,10,2,NOCITE,Literature,False,266
Diabetic Cardiomyopathies,OC_nocite_10__composite_min2,66.40784684553905,OC,10,2,NOCITE,Literature,False,267
Diabetic peripheral neuropathy,OC_nocite_10__composite_min2,18.57000933229388,OC,10,2,NOCITE,Literature,False,268
Differentiated Thyroid Gland Carcinoma,OC_nocite_10__composite_min2,62.000123253909365,OC,10,2,NOCITE,Literature,False,269
Diphtheria,OC_nocite_10__composite_min2,21.3009811765919,OC,10,2,NOCITE,Literature,False,270
Disease due to Parvoviridae,OC_nocite_10__composite_min2,28.34513853470824,OC,10,2,NOCITE,Literature,False,271
Dissection of aorta,OC_nocite_10__composite_min2,43.04464837747184,OC,10,2,NOCITE,Literature,False,272
Drug Resistant Epilepsy,OC_nocite_10__composite_min2,120.94899363686928,OC,10,2,NOCITE,Literature,False,273
Dry Eye Syndromes,OC_nocite_10__composite_min2,109.99540553000574,OC,10,2,NOCITE,Literature,False,274
Ductal Breast Carcinoma,OC_nocite_10__composite_min2,34.9458735069965,OC,10,2,NOCITE,Literature,False,275
Ductal Carcinoma,OC_nocite_10__composite_min2,52.52356689169074,OC,10,2,NOCITE,Literature,False,276
Dwarfism,OC_nocite_10__composite_min2,78.47471143529668,OC,10,2,NOCITE,Literature,False,277
Dysarthria,OC_nocite_10__composite_min2,1.246478669842492,OC,10,2,NOCITE,Literature,False,278
Dysautonomia,OC_nocite_10__composite_min2,52.23924865007846,OC,10,2,NOCITE,Literature,False,279
Dyskinetic syndrome,OC_nocite_10__composite_min2,77.48872499616546,OC,10,2,NOCITE,Literature,False,280
Dysmorphic features,OC_nocite_10__composite_min2,21.83527311503149,OC,10,2,NOCITE,Literature,False,281
Dysmorphism,OC_nocite_10__composite_min2,11.57276708672848,OC,10,2,NOCITE,Literature,False,282
Dysplastic Nevus,OC_nocite_10__composite_min2,43.65638349440282,OC,10,2,NOCITE,Literature,False,283
Dystrophia myotonica 2,OC_nocite_10__composite_min2,14.068580462592658,OC,10,2,NOCITE,Literature,False,284
"EAR, PATELLA, SHORT STATURE SYNDROME",OC_nocite_10__composite_min2,12.960982626173138,OC,10,2,NOCITE,Literature,False,285
"ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 1",OC_nocite_10__composite_min2,16.4570049925341,OC,10,2,NOCITE,Literature,False,286
Early infantile epileptic encephalopathy with suppression bursts,OC_nocite_10__composite_min2,8.969070970642827,OC,10,2,NOCITE,Literature,False,287
Early-Stage Breast Carcinoma,OC_nocite_10__composite_min2,38.136996428195175,OC,10,2,NOCITE,Literature,False,288
Eclampsia,OC_nocite_10__composite_min2,138.27247115317803,OC,10,2,NOCITE,Literature,False,289
Elastosis perforans serpiginosa,OC_nocite_10__composite_min2,13.43055083484712,OC,10,2,NOCITE,Literature,False,290
Embryonal Carcinoma,OC_nocite_10__composite_min2,44.84435554466893,OC,10,2,NOCITE,Literature,False,291
Embryonal Rhabdomyosarcoma,OC_nocite_10__composite_min2,54.40907402933572,OC,10,2,NOCITE,Literature,False,292
Encephalitis,OC_nocite_10__composite_min2,217.0449596543421,OC,10,2,NOCITE,Literature,False,293
"Encephalitis, St. Louis",OC_nocite_10__composite_min2,167.9845152318293,OC,10,2,NOCITE,Literature,False,294
Endometrial Hyperplasia,OC_nocite_10__composite_min2,62.3791217530284,OC,10,2,NOCITE,Literature,False,295
Endometrial adenocarcinoma,OC_nocite_10__composite_min2,68.89414819166828,OC,10,2,NOCITE,Literature,False,296
Endometriosis of ovary,OC_nocite_10__composite_min2,28.126957791999452,OC,10,2,NOCITE,Literature,False,297
Endometriosis of uterus,OC_nocite_10__composite_min2,116.27608485923028,OC,10,2,NOCITE,Literature,False,298
Enteritis,OC_nocite_10__composite_min2,71.1113699832979,OC,10,2,NOCITE,Literature,False,299
Eosinophilia,OC_nocite_10__composite_min2,187.7614135577415,OC,10,2,NOCITE,Literature,False,300
Eosinophilic esophagitis,OC_nocite_10__composite_min2,121.42859539701436,OC,10,2,NOCITE,Literature,False,301
Ependymoma,OC_nocite_10__composite_min2,82.21126834417103,OC,10,2,NOCITE,Literature,False,302
"Epilepsy, Generalized",OC_nocite_10__composite_min2,163.95242525379842,OC,10,2,NOCITE,Literature,False,303
"Epilepsy, Temporal Lobe",OC_nocite_10__composite_min2,134.05403400739533,OC,10,2,NOCITE,Literature,False,304
Epileptic encephalopathy,OC_nocite_10__composite_min2,237.576705872935,OC,10,2,NOCITE,Literature,False,305
Epiretinal Membrane,OC_nocite_10__composite_min2,149.63483959813735,OC,10,2,NOCITE,Literature,False,306
Episodic Kinesigenic Dyskinesia 1,OC_nocite_10__composite_min2,40.233750455794286,OC,10,2,NOCITE,Literature,False,307
Epithelial hyperplasia,OC_nocite_10__composite_min2,9.262100722277038,OC,10,2,NOCITE,Literature,False,308
Epithelioma,OC_nocite_10__composite_min2,96.97504423169632,OC,10,2,NOCITE,Literature,False,309
Erythroblastosis,OC_nocite_10__composite_min2,64.18871807217981,OC,10,2,NOCITE,Literature,False,310
Erythroleukemia (Erythroid/Myeloid),OC_nocite_10__composite_min2,46.07882094438045,OC,10,2,NOCITE,Literature,False,311
Essential Hypertension,OC_nocite_10__composite_min2,214.0667186669688,OC,10,2,NOCITE,Literature,False,312
Essential Tremor,OC_nocite_10__composite_min2,18.99807799432991,OC,10,2,NOCITE,Literature,False,313
Ewings sarcoma-primitive neuroectodermal tumor (PNET),OC_nocite_10__composite_min2,40.39023869405536,OC,10,2,NOCITE,Literature,False,314
Extrahepatic Cholangiocarcinoma,OC_nocite_10__composite_min2,32.15549746537656,OC,10,2,NOCITE,Literature,False,315
Extrapulmonary Small Cell Carcinoma,OC_nocite_10__composite_min2,12.74508477363837,OC,10,2,NOCITE,Literature,False,316
Extraskeletal Myxoid Chondrosarcoma,OC_nocite_10__composite_min2,9.712465005433629,OC,10,2,NOCITE,Literature,False,317
"FANCONI ANEMIA, COMPLEMENTATION GROUP A (disorder)",OC_nocite_10__composite_min2,59.79338894859531,OC,10,2,NOCITE,Literature,False,318
FRAGILE X TREMOR/ATAXIA SYNDROME,OC_nocite_10__composite_min2,3.098749848362772,OC,10,2,NOCITE,Literature,False,319
FRIEDREICH ATAXIA 1,OC_nocite_10__composite_min2,7.418468568719099,OC,10,2,NOCITE,Literature,False,320
Fabry Disease,OC_nocite_10__composite_min2,16.794287501003605,OC,10,2,NOCITE,Literature,False,321
Factor V Leiden mutation,OC_nocite_10__composite_min2,184.69553690303624,OC,10,2,NOCITE,Literature,False,322
Failure to Thrive,OC_nocite_10__composite_min2,70.33389861755438,OC,10,2,NOCITE,Literature,False,323
Familial Alzheimer Disease (FAD),OC_nocite_10__composite_min2,37.78549859905716,OC,10,2,NOCITE,Literature,False,324
Familial generalized lipodystrophy,OC_nocite_10__composite_min2,14.429840880533478,OC,10,2,NOCITE,Literature,False,325
Familial lichen amyloidosis,OC_nocite_10__composite_min2,60.51704473128114,OC,10,2,NOCITE,Literature,False,326
Familial multiple trichoepitheliomata,OC_nocite_10__composite_min2,88.01636207102784,OC,10,2,NOCITE,Literature,False,327
Fanconi Anemia,OC_nocite_10__composite_min2,62.43269941441773,OC,10,2,NOCITE,Literature,False,328
Fetal Alcohol Syndrome,OC_nocite_10__composite_min2,21.768658279111698,OC,10,2,NOCITE,Literature,False,329
Fibrillation,OC_nocite_10__composite_min2,10.631579200009677,OC,10,2,NOCITE,Literature,False,330
Fibroadenoma,OC_nocite_10__composite_min2,60.00687182106956,OC,10,2,NOCITE,Literature,False,331
Fibrodysplasia Ossificans Progressiva,OC_nocite_10__composite_min2,21.23056791466118,OC,10,2,NOCITE,Literature,False,332
Fibroid Tumor,OC_nocite_10__composite_min2,163.35918861672144,OC,10,2,NOCITE,Literature,False,333
Fibrolamellar Hepatocellular Carcinoma,OC_nocite_10__composite_min2,13.847032922684944,OC,10,2,NOCITE,Literature,False,334
Fibrosarcoma,OC_nocite_10__composite_min2,111.04546286856936,OC,10,2,NOCITE,Literature,False,335
Focal glomerulosclerosis,OC_nocite_10__composite_min2,81.71996244634781,OC,10,2,NOCITE,Literature,False,336
Folic Acid Deficiency,OC_nocite_10__composite_min2,8.226856484499733,OC,10,2,NOCITE,Literature,False,337
Follicular adenoma,OC_nocite_10__composite_min2,45.03867060176523,OC,10,2,NOCITE,Literature,False,338
Follicular neoplasm,OC_nocite_10__composite_min2,18.06088516571374,OC,10,2,NOCITE,Literature,False,339
Follicular thyroid carcinoma,OC_nocite_10__composite_min2,79.0341044358058,OC,10,2,NOCITE,Literature,False,340
Fragile X Syndrome,OC_nocite_10__composite_min2,41.35512819596443,OC,10,2,NOCITE,Literature,False,341
Friedreich Ataxia,OC_nocite_10__composite_min2,4.910296207585459,OC,10,2,NOCITE,Literature,False,342
Frontotemporal Lobar Degeneration,OC_nocite_10__composite_min2,17.884613412608285,OC,10,2,NOCITE,Literature,False,343
Frontotemporal dementia,OC_nocite_10__composite_min2,16.328524183811595,OC,10,2,NOCITE,Literature,False,344
GRN-related frontotemporal dementia,OC_nocite_10__composite_min2,10.83516039382464,OC,10,2,NOCITE,Literature,False,345
Gallbladder Carcinoma,OC_nocite_10__composite_min2,65.82027237901359,OC,10,2,NOCITE,Literature,False,346
Ganglioglioma,OC_nocite_10__composite_min2,35.02981947453716,OC,10,2,NOCITE,Literature,False,347
Gastric Adenocarcinoma,OC_nocite_10__composite_min2,70.53941396362083,OC,10,2,NOCITE,Literature,False,348
Gastritis,OC_nocite_10__composite_min2,130.06771677398314,OC,10,2,NOCITE,Literature,False,349
"Gastritis, Atrophic",OC_nocite_10__composite_min2,93.4238773875976,OC,10,2,NOCITE,Literature,False,350
Gastroenteritis,OC_nocite_10__composite_min2,28.29860427453621,OC,10,2,NOCITE,Literature,False,351
Gastroesophageal reflux disease,OC_nocite_10__composite_min2,60.43885293226718,OC,10,2,NOCITE,Literature,False,352
Gastrointestinal Carcinoid Tumor,OC_nocite_10__composite_min2,106.23724874426404,OC,10,2,NOCITE,Literature,False,353
Gastrointestinal mucositis,OC_nocite_10__composite_min2,54.85468701781358,OC,10,2,NOCITE,Literature,False,354
Gastrointestinal tract vascular insufficiency,OC_nocite_10__composite_min2,11.539726202257407,OC,10,2,NOCITE,Literature,False,355
Gaucher Disease,OC_nocite_10__composite_min2,55.65323680421947,OC,10,2,NOCITE,Literature,False,356
Generalized Anxiety Disorder,OC_nocite_10__composite_min2,55.620451744098105,OC,10,2,NOCITE,Literature,False,357
Generalized seizures,OC_nocite_10__composite_min2,16.858284259312697,OC,10,2,NOCITE,Literature,False,358
Germ cell tumor,OC_nocite_10__composite_min2,47.87028748113967,OC,10,2,NOCITE,Literature,False,359
Gestational trophoblastic disease,OC_nocite_10__composite_min2,25.040874301660992,OC,10,2,NOCITE,Literature,False,360
Giant Cell Arteritis,OC_nocite_10__composite_min2,144.85186699470947,OC,10,2,NOCITE,Literature,False,361
Giant Cell Tumor of Bone,OC_nocite_10__composite_min2,55.9654832620559,OC,10,2,NOCITE,Literature,False,362
Giardiasis,OC_nocite_10__composite_min2,2.558179047671904,OC,10,2,NOCITE,Literature,False,363
Gilles de la Tourette syndrome,OC_nocite_10__composite_min2,117.76919678299056,OC,10,2,NOCITE,Literature,False,364
"Glaucoma, Primary Open Angle",OC_nocite_10__composite_min2,108.6845772363183,OC,10,2,NOCITE,Literature,False,365
Glomerulonephritis,OC_nocite_10__composite_min2,160.3587624711025,OC,10,2,NOCITE,Literature,False,366
Glomerulosclerosis (disorder),OC_nocite_10__composite_min2,87.85023123301619,OC,10,2,NOCITE,Literature,False,367
Glycogen storage disease type II,OC_nocite_10__composite_min2,113.7686968718048,OC,10,2,NOCITE,Literature,False,368
Gonorrhea,OC_nocite_10__composite_min2,56.261784876423846,OC,10,2,NOCITE,Literature,False,369
Graft-vs-Host Disease,OC_nocite_10__composite_min2,286.9487195172132,OC,10,2,NOCITE,Literature,False,370
Granulomatosis with polyangiitis,OC_nocite_10__composite_min2,107.92077198515472,OC,10,2,NOCITE,Literature,False,371
HER2 gene amplification,OC_nocite_10__composite_min2,55.43702335814823,OC,10,2,NOCITE,Literature,False,372
HER2-negative breast cancer,OC_nocite_10__composite_min2,41.26081928316652,OC,10,2,NOCITE,Literature,False,373
HER2-positive carcinoma of breast,OC_nocite_10__composite_min2,101.92518724055232,OC,10,2,NOCITE,Literature,False,374
HMN (Hereditary Motor Neuropathy) Proximal Type I,OC_nocite_10__composite_min2,2.212367946184999,OC,10,2,NOCITE,Literature,False,375
Hairy Cell Leukemia,OC_nocite_10__composite_min2,174.53746646475616,OC,10,2,NOCITE,Literature,False,376
"Hamartoma Syndrome, Multiple",OC_nocite_10__composite_min2,44.60409417933771,OC,10,2,NOCITE,Literature,False,377
Hemangioma,OC_nocite_10__composite_min2,82.7418821616223,OC,10,2,NOCITE,Literature,False,378
Hemangiosarcoma,OC_nocite_10__composite_min2,54.78139796972675,OC,10,2,NOCITE,Literature,False,379
Hemophilia A,OC_nocite_10__composite_min2,115.25173687152284,OC,10,2,NOCITE,Literature,False,380
"Hemorrhagic Fever, Ebola",OC_nocite_10__composite_min2,15.01712449140244,OC,10,2,NOCITE,Literature,False,381
"Hemorrhagic Fevers, Viral",OC_nocite_10__composite_min2,16.78147090291488,OC,10,2,NOCITE,Literature,False,382
Henoch-Schoenlein Purpura,OC_nocite_10__composite_min2,30.68617107290266,OC,10,2,NOCITE,Literature,False,383
Hepatitis A,OC_nocite_10__composite_min2,116.12566091807324,OC,10,2,NOCITE,Literature,False,384
"Hepatitis B, Chronic",OC_nocite_10__composite_min2,236.79820651530372,OC,10,2,NOCITE,Literature,False,385
"Hepatitis C, Chronic",OC_nocite_10__composite_min2,295.7265862173703,OC,10,2,NOCITE,Literature,False,386
Hepatitis D Infection,OC_nocite_10__composite_min2,34.1345276162941,OC,10,2,NOCITE,Literature,False,387
"Hepatitis, Alcoholic",OC_nocite_10__composite_min2,52.21444278735882,OC,10,2,NOCITE,Literature,False,388
"Hepatitis, Chronic",OC_nocite_10__composite_min2,63.07364179994512,OC,10,2,NOCITE,Literature,False,389
Hepatoblastoma,OC_nocite_10__composite_min2,89.36581710516687,OC,10,2,NOCITE,Literature,False,390
Hepatolenticular Degeneration,OC_nocite_10__composite_min2,29.773945884198653,OC,10,2,NOCITE,Literature,False,391
Hereditary Breast and Ovarian Cancer Syndrome,OC_nocite_10__composite_min2,18.63440046286961,OC,10,2,NOCITE,Literature,False,392
Hereditary Leiomyomatosis and Renal Cell Cancer,OC_nocite_10__composite_min2,4.59974087712927,OC,10,2,NOCITE,Literature,False,393
Hereditary Malignant Neoplasm,OC_nocite_10__composite_min2,22.91590363985117,OC,10,2,NOCITE,Literature,False,394
Hereditary Nonpolyposis Colorectal Cancer,OC_nocite_10__composite_min2,22.152967065114314,OC,10,2,NOCITE,Literature,False,395
Hereditary hemochromatosis,OC_nocite_10__composite_min2,77.12126088600651,OC,10,2,NOCITE,Literature,False,396
Hereditary pancreatitis,OC_nocite_10__composite_min2,68.33173640491779,OC,10,2,NOCITE,Literature,False,397
Hereditary spherocytosis,OC_nocite_10__composite_min2,50.133774459540696,OC,10,2,NOCITE,Literature,False,398
Hermanski-Pudlak Syndrome,OC_nocite_10__composite_min2,87.06044320686713,OC,10,2,NOCITE,Literature,False,399
High Grade Lymphoma (neoplasm),OC_nocite_10__composite_min2,3.706973177025541,OC,10,2,NOCITE,Literature,False,400
High grade serous carcinoma,OC_nocite_10__composite_min2,28.804288666737012,OC,10,2,NOCITE,Literature,False,401
High-Grade Prostatic Intraepithelial Neoplasia,OC_nocite_10__composite_min2,26.809050723413705,OC,10,2,NOCITE,Literature,False,402
High-Risk Neuroblastoma,OC_nocite_10__composite_min2,15.7229304539552,OC,10,2,NOCITE,Literature,False,403
Hirschsprung Disease,OC_nocite_10__composite_min2,112.82379609124338,OC,10,2,NOCITE,Literature,False,404
Histiocytic sarcoma,OC_nocite_10__composite_min2,21.53439937354514,OC,10,2,NOCITE,Literature,False,405
"Histiocytoma, Angiomatoid Fibrous",OC_nocite_10__composite_min2,16.88606772385305,OC,10,2,NOCITE,Literature,False,406
Human papilloma virus infection,OC_nocite_10__composite_min2,126.66729734279212,OC,10,2,NOCITE,Literature,False,407
Hurthle Cell Tumor,OC_nocite_10__composite_min2,44.92891711867562,OC,10,2,NOCITE,Literature,False,408
Hydrocephalus,OC_nocite_10__composite_min2,49.222798096941176,OC,10,2,NOCITE,Literature,False,409
Hypercholesterolemia,OC_nocite_10__composite_min2,187.4415713802818,OC,10,2,NOCITE,Literature,False,410
"Hypercholesterolemia, Familial",OC_nocite_10__composite_min2,216.54475883623775,OC,10,2,NOCITE,Literature,False,411
Hyperdiploid B Acute Lymphoblastic Leukemia,OC_nocite_10__composite_min2,37.68058609027865,OC,10,2,NOCITE,Literature,False,412
Hyperhomocysteinemia,OC_nocite_10__composite_min2,34.67476277275899,OC,10,2,NOCITE,Literature,False,413
Hyperinsulinism,OC_nocite_10__composite_min2,146.32159935505825,OC,10,2,NOCITE,Literature,False,414
Hyperlipidemia,OC_nocite_10__composite_min2,185.13996738771505,OC,10,2,NOCITE,Literature,False,415
